region,name,gb,class1,cnt1,avg1,class2,cnt2,avg2,class3,cnt3,avg3,class4,cnt4,avg4,class5,cnt5,avg5,class6,cnt6,avg6,classS,cntS,avgS,classT,cntT,avgT,teacher,avgCnt
서울특별시 서초구,서울교육대학교부설초등학교,국립,4,95,23.8,4,95,23.8,4,95,23.8,5,103,20.6,5,111,22.2,5,107,21.4,1,5,5,28,611,21.8,31,19.7
