행정구역,,,총인구수,세대수,세대당 인구
강원특별자치도,원주시,학성동,"4,099","2,294",1.79
강원특별자치도,원주시,단계동,"26,742","13,030",2.05
강원특별자치도,원주시,우산동,"12,869","6,688",1.92
강원특별자치도,원주시,태장1동,"12,409","6,295",1.97
강원특별자치도,원주시,태장2동,"24,347","11,901",2.05
강원특별자치도,원주시,봉산동,"7,043","3,758",1.87
강원특별자치도,원주시,행구동,"8,419","3,586",2.35
강원특별자치도,원주시,무실동,"38,529","17,174",2.24
강원특별자치도,원주시,반곡관설동,"51,590","22,490",2.29
강원특별자치도,강릉시,,"205,966","104,970",1.96
강원특별자치도,강릉시,주문진읍,"15,298","8,825",1.73
강원특별자치도,강릉시,성산면,"3,325","1,765",1.88
강원특별자치도,강릉시,왕산면,"1,471",878,1.68
강원특별자치도,강릉시,구정면,"4,024","2,006",2.01
강원특별자치도,강릉시,강동면,"3,677","2,116",1.74
강원특별자치도,강릉시,옥계면,"3,203","1,868",1.71
강원특별자치도,강릉시,사천면,"5,225","2,937",1.78
강원특별자치도,강릉시,연곡면,"6,290","3,439",1.83
강원특별자치도,강릉시,홍제동,"13,922","7,017",1.98
강원특별자치도,강릉시,중앙동,"4,017","2,497",1.61
강원특별자치도,강릉시,옥천동,"2,930","1,896",1.55
강원특별자치도,강릉시,교1동,"27,419","12,969",2.11
강원특별자치도,강릉시,교2동,"10,146","4,820",2.1
강원특별자치도,강릉시,포남1동,"10,268","5,837",1.76
강원특별자치도,강릉시,포남2동,"11,150","6,242",1.79
강원특별자치도,강릉시,초당동,"4,060","2,127",1.91
강원특별자치도,강릉시,송정동,"9,145","4,104",2.23
강원특별자치도,강릉시,내곡동,"17,929","8,718",2.06
강원특별자치도,강릉시,강남동,"15,678","7,870",1.99
강원특별자치도,강릉시,성덕동,"25,390","11,598",2.19
강원특별자치도,강릉시,경포동,"11,399","5,441",2.1
강원특별자치도,동해시,,"86,225","43,467",1.98
강원특별자치도,동해시,천곡동,"28,439","13,839",2.05
강원특별자치도,동해시,송정동,"3,357","2,113",1.59
강원특별자치도,동해시,북삼동,"21,414","9,933",2.16
강원특별자치도,동해시,부곡동,"4,427","2,497",1.77
강원특별자치도,동해시,동호동,"4,577","2,471",1.85
강원특별자치도,동해시,발한동,"2,833","1,770",1.6
강원특별자치도,동해시,묵호동,"2,608","1,598",1.63
강원특별자치도,동해시,북평동,"13,066","6,081",2.15
강원특별자치도,동해시,망상동,"3,101","1,742",1.78
강원특별자치도,동해시,삼화동,"2,403","1,423",1.69
강원특별자치도,태백시,,"36,972","20,031",1.85
강원특별자치도,태백시,황지동,"7,624","3,837",1.99
강원특별자치도,태백시,황연동,"3,611","2,135",1.69
강원특별자치도,태백시,삼수동,"4,710","2,572",1.83
강원특별자치도,태백시,상장동,"11,229","5,494",2.04
강원특별자치도,태백시,문곡소도동,"3,206","1,870",1.71
강원특별자치도,태백시,장성동,"2,952","1,749",1.69
강원특별자치도,태백시,구문소동,"2,034","1,302",1.56
강원특별자치도,태백시,철암동,"1,606","1,072",1.5
강원특별자치도,속초시,,"79,586","41,136",1.93
강원특별자치도,속초시,영랑동,"4,302","2,539",1.69
강원특별자치도,속초시,동명동,"5,250","2,624",2
강원특별자치도,속초시,금호동,"5,379","2,924",1.84
강원특별자치도,속초시,교동,"8,545","4,681",1.83
강원특별자치도,속초시,노학동,"20,009","10,378",1.93
강원특별자치도,속초시,조양동,"28,681","13,710",2.09
강원특별자치도,속초시,청호동,"4,595","2,621",1.75
강원특별자치도,속초시,대포동,"2,825","1,659",1.7
강원특별자치도,삼척시,,"60,307","33,092",1.82
강원특별자치도,삼척시,도계읍,"8,346","5,415",1.54
강원특별자치도,삼척시,원덕읍,"3,086","2,068",1.49
강원특별자치도,삼척시,원덕읍임원출장소,"1,426",908,1.57
강원특별자치도,삼척시,근덕면,"4,520","2,855",1.58
강원특별자치도,삼척시,하장면,"1,162",688,1.69
강원특별자치도,삼척시,노곡면,679,433,1.57
강원특별자치도,삼척시,미로면,"1,703","1,014",1.68
강원특별자치도,삼척시,가곡면,648,420,1.54
강원특별자치도,삼척시,신기면,618,404,1.53
강원특별자치도,삼척시,남양동,"6,404","3,616",1.77
강원특별자치도,삼척시,교동,"15,074","6,783",2.22
강원특별자치도,삼척시,정라동,"9,529","4,837",1.97
강원특별자치도,삼척시,성내동,"7,112","3,651",1.95
강원특별자치도,홍천군,,"66,008","34,983",1.89
강원특별자치도,홍천군,홍천읍,"33,442","16,206",2.06
강원특별자치도,홍천군,화촌면,"4,119","2,434",1.69
강원특별자치도,홍천군,두촌면,"2,379","1,384",1.72
강원특별자치도,홍천군,내촌면,"2,382","1,450",1.64
강원특별자치도,홍천군,서석면,"3,559","1,958",1.82
강원특별자치도,홍천군,영귀미면,"4,025","2,210",1.82
강원특별자치도,홍천군,남면,"5,425","3,142",1.73
강원특별자치도,홍천군,서면,"3,759","2,340",1.61
강원특별자치도,홍천군,북방면,"4,025","2,223",1.81
강원특별자치도,홍천군,내면,"2,893","1,636",1.77
강원특별자치도,횡성군,,"45,591","24,084",1.89
강원특별자치도,횡성군,횡성읍,"20,346","9,662",2.11
강원특별자치도,횡성군,우천면,"4,291","2,447",1.75
강원특별자치도,횡성군,안흥면,"3,093","1,585",1.95
강원특별자치도,횡성군,둔내면,"5,911","3,291",1.8
강원특별자치도,횡성군,갑천면,"2,452","1,489",1.65
강원특별자치도,횡성군,청일면,"2,373","1,446",1.64
강원특별자치도,횡성군,공근면,"3,351","1,954",1.71
강원특별자치도,횡성군,서원면,"2,028","1,153",1.76
강원특별자치도,횡성군,강림면,"1,746","1,057",1.65
강원특별자치도,영월군,,"35,997","20,864",1.73
강원특별자치도,영월군,영월읍,"19,329","10,443",1.85
강원특별자치도,영월군,상동읍,"1,016",698,1.46
강원특별자치도,영월군,산솔면,"1,367",866,1.58
강원특별자치도,영월군,김삿갓면,"1,755","1,099",1.6
강원특별자치도,영월군,북면,"1,949","1,193",1.63
강원특별자치도,영월군,남면,"2,088","1,314",1.59
강원특별자치도,영월군,한반도면,"1,135",671,1.69
강원특별자치도,영월군,한반도면쌍용출장소,"1,464",920,1.59
강원특별자치도,영월군,주천면,"3,779","2,330",1.62
강원특별자치도,영월군,무릉도원면,"2,115","1,330",1.59
강원특별자치도,평창군,,"39,933","22,080",1.81
강원특별자치도,평창군,평창읍,"8,279","4,341",1.91
강원특별자치도,평창군,미탄면,"1,458",882,1.65
강원특별자치도,평창군,방림면,785,482,1.63
강원특별자치도,평창군,방림면계촌출장소,"1,701","1,031",1.65
강원특별자치도,평창군,대화면,"4,927","2,728",1.81
강원특별자치도,평창군,봉평면,"5,550","3,052",1.82
강원특별자치도,평창군,용평면,"2,963","1,666",1.78
강원특별자치도,평창군,진부면,"8,459","4,396",1.92
강원특별자치도,평창군,대관령면,"5,811","3,502",1.66
강원특별자치도,정선군,,"34,982","20,107",1.74
강원특별자치도,정선군,정선읍,"10,248","5,317",1.93
강원특별자치도,정선군,고한읍,"4,660","3,039",1.53
강원특별자치도,정선군,사북읍,"4,338","2,416",1.8
강원특별자치도,정선군,신동읍,"1,750",991,1.77
강원특별자치도,정선군,신동읍함백출장소,"1,517",968,1.57
강원특별자치도,정선군,남면,"3,174","1,911",1.66
강원특별자치도,정선군,북평면,"2,461","1,366",1.8
강원특별자치도,정선군,임계면,"3,385","2,012",1.68
강원특별자치도,정선군,화암면,"1,535",924,1.66
강원특별자치도,정선군,여량면,"1,914","1,163",1.65
강원특별자치도,철원군,,"39,953","20,277",1.97
강원특별자치도,철원군,철원읍,"4,718","2,361",2
강원특별자치도,철원군,김화읍,"2,969","1,481",2
강원특별자치도,철원군,갈말읍,"11,358","5,764",1.97
강원특별자치도,철원군,동송읍,"13,950","7,001",1.99
강원특별자치도,철원군,서면,"1,639","1,000",1.64
강원특별자치도,철원군,서면와수출장소,"3,380","1,619",2.09
강원특별자치도,철원군,근남면,"1,844",992,1.86
강원특별자치도,철원군,근북면,95,59,1.61
강원특별자치도,철원군,근동면,0,0,0
강원특별자치도,철원군,원동면,0,0,0
강원특별자치도,철원군,원남면,0,0,0
강원특별자치도,철원군,임남면,0,0,0
강원특별자치도,화천군,,"22,338","11,969",1.87
강원특별자치도,화천군,화천읍,"8,048","4,054",1.99
강원특별자치도,화천군,간동면,"2,488","1,444",1.72
강원특별자치도,화천군,하남면,"2,805","1,341",2.09
강원특별자치도,화천군,상서면,"3,412","2,163",1.58
강원특별자치도,화천군,사내면,"5,585","2,967",1.88
강원특별자치도,양구군,,"20,373","10,387",1.96
강원특별자치도,양구군,양구읍,"13,090","6,158",2.13
강원특별자치도,양구군,국토정중앙면,"3,206","1,863",1.72
강원특별자치도,양구군,동면,"1,791","1,023",1.75
강원특별자치도,양구군,방산면,"1,108",676,1.64
강원특별자치도,양구군,해안면,"1,178",667,1.77
강원특별자치도,인제군,,"30,814","16,597",1.86
강원특별자치도,인제군,인제읍,"9,826","4,686",2.1
강원특별자치도,인제군,인제읍귀둔출장소,466,258,1.81
강원특별자치도,인제군,남면,"3,645","2,162",1.69
강원특별자치도,인제군,북면,"7,607","4,142",1.84
강원특별자치도,인제군,기린면,"4,948","2,799",1.77
강원특별자치도,인제군,서화면,"2,359","1,397",1.69
강원특별자치도,인제군,상남면,"1,963","1,153",1.7
강원특별자치도,고성군,,"26,849","15,336",1.75
강원특별자치도,고성군,간성읍,"7,421","3,730",1.99
강원특별자치도,고성군,거진읍,"5,472","3,410",1.6
강원특별자치도,고성군,현내면,"2,070","1,263",1.64
강원특별자치도,고성군,죽왕면,"3,256","1,945",1.67
강원특별자치도,고성군,토성면,"8,630","4,988",1.73
강원특별자치도,고성군,수동면,0,0,0
강원특별자치도,양양군,,"27,349","14,949",1.83
강원특별자치도,양양군,양양읍,"12,581","6,346",1.98
강원특별자치도,양양군,서면,"2,607","1,451",1.8
강원특별자치도,양양군,손양면,"2,146","1,235",1.74
강원특별자치도,양양군,현북면,"2,586","1,590",1.63
강원특별자치도,양양군,현남면,"2,894","1,755",1.65
강원특별자치도,양양군,강현면,"4,535","2,572",1.76
충청북도,,,"1,596,749","798,233",2
충청북도,청주시,,"856,629","409,626",2.09
충청북도,청주시,상당구,"194,463","89,237",2.18
충청북도,청주시,상당구 낭성면,"2,051","1,178",1.74
충청북도,청주시,상당구 미원면,"4,470","2,736",1.63
충청북도,청주시,상당구 가덕면,"3,596","2,028",1.77
충청북도,청주시,상당구 남일면,"6,361","3,167",2.01
충청북도,청주시,상당구 문의면,"3,502","1,975",1.77
충청북도,청주시,상당구 중앙동,"6,291","3,285",1.92
충청북도,청주시,상당구 성안동,"6,150","3,649",1.69
충청북도,청주시,상당구 탑대성동,"11,187","5,287",2.12
충청북도,청주시,상당구 영운동,"9,564","5,173",1.85
충청북도,청주시,상당구 금천동,"28,560","12,508",2.28
충청북도,청주시,상당구 용담.명암.산성동,"12,420","4,770",2.6
충청북도,청주시,상당구 용암1동,"56,367","25,200",2.24
충청북도,청주시,상당구 용암2동,"43,944","18,281",2.4
충청북도,청주시,서원구,"183,007","89,638",2.04
충청북도,청주시,서원구 남이면,"9,640","4,788",2.01
충청북도,청주시,서원구 현도면,"2,911","1,726",1.69
충청북도,청주시,서원구 사직1동,"3,938","2,015",1.95
충청북도,청주시,서원구 사직2동,"10,720","4,270",2.51
충청북도,청주시,서원구 사창동,"13,895","8,713",1.59
충청북도,청주시,서원구 모충동,"21,268","10,662",1.99
충청북도,청주시,서원구 산남동,"24,634","10,522",2.34
충청북도,청주시,서원구 분평동,"27,348","11,894",2.3
충청북도,청주시,서원구 수곡1동,"12,268","7,022",1.75
충청북도,청주시,서원구 수곡2동,"14,557","7,548",1.93
충청북도,청주시,서원구 성화.개신.죽림동,"41,828","20,478",2.04
충청북도,청주시,흥덕구,"292,310","140,067",2.09
충청북도,청주시,흥덕구 오송읍,"48,716","23,795",2.05
충청북도,청주시,흥덕구 강내면,"10,594","5,352",1.98
충청북도,청주시,흥덕구 옥산면,"16,801","7,551",2.23
충청북도,청주시,흥덕구 운천.신봉동,"13,576","6,665",2.04
충청북도,청주시,흥덕구 복대1동,"50,362","21,801",2.31
충청북도,청주시,흥덕구 복대2동,"15,006","9,373",1.6
충청북도,청주시,흥덕구 가경동,"53,317","22,461",2.37
충청북도,청주시,흥덕구 봉명1동,"12,811","7,233",1.77
충청북도,청주시,흥덕구 봉명2.송정동,"23,083","12,893",1.79
충청북도,청주시,흥덕구 강서제1동,"30,325","15,585",1.95
충청북도,청주시,흥덕구 강서제2동,"17,719","7,358",2.41
충청북도,청주시,청원구,"186,849","90,684",2.06
충청북도,청주시,청원구 내수읍,"18,713","9,517",1.97
충청북도,청주시,청원구 오창읍,"67,898","30,671",2.21
충청북도,청주시,청원구 북이면,"3,989","2,368",1.68
충청북도,청주시,청원구 우암동,"12,002","7,683",1.56
충청북도,청주시,청원구 내덕1동,"7,620","4,179",1.82
충청북도,청주시,청원구 내덕2동,"12,613","6,611",1.91
충청북도,청주시,청원구 율량.사천동,"46,523","22,176",2.1
충청북도,청주시,청원구 오근장동,"17,491","7,479",2.34
충청북도,충주시,,"206,270","104,343",1.98
충청북도,충주시,주덕읍,"10,203","5,230",1.95
충청북도,충주시,살미면,"1,866","1,054",1.77
충청북도,충주시,수안보면,"2,718","1,618",1.68
충청북도,충주시,대소원면,"9,531","5,869",1.62
충청북도,충주시,신니면,"2,636","1,568",1.68
충청북도,충주시,노은면,"2,121","1,226",1.73
충청북도,충주시,앙성면,"3,732","2,270",1.64
충청북도,충주시,중앙탑면,"14,431","6,428",2.25
충청북도,충주시,금가면,"3,775","1,946",1.94
충청북도,충주시,동량면,"3,354","1,844",1.82
충청북도,충주시,산척면,"2,142","1,247",1.72
충청북도,충주시,엄정면,"2,919","1,640",1.78
충청북도,충주시,소태면,"1,813","1,037",1.75
충청북도,충주시,성내.충인동,"2,383","1,436",1.66
충청북도,충주시,교현.안림동,"21,467","10,016",2.14
충청북도,충주시,교현2동,"5,953","3,421",1.74
충청북도,충주시,용산동,"13,630","6,014",2.27
충청북도,충주시,지현동,"4,721","2,427",1.95
충청북도,충주시,문화동,"8,514","4,556",1.87
충청북도,충주시,호암.직동,"21,915","9,648",2.27
충청북도,충주시,달천동,"3,953","2,631",1.5
충청북도,충주시,봉방동,"9,012","4,899",1.84
충청북도,충주시,칠금.금릉동,"13,297","6,257",2.13
충청북도,충주시,연수동,"34,127","17,224",1.98
충청북도,충주시,목행.용탄동,"6,057","2,837",2.14
충청북도,제천시,,"127,803","66,280",1.93
충청북도,제천시,봉양읍,"6,398","3,648",1.75
충청북도,제천시,금성면,"1,691",988,1.71
충청북도,제천시,청풍면,"1,240",802,1.55
충청북도,제천시,수산면,"1,962","1,246",1.57
충청북도,제천시,덕산면,"2,028","1,165",1.74
충청북도,제천시,한수면,645,408,1.58
충청북도,제천시,백운면,"3,266","1,915",1.71
충청북도,제천시,송학면,"4,549","2,634",1.73
충청북도,제천시,교동,"19,912","8,692",2.29
충청북도,제천시,의림지동,"9,303","4,480",2.08
충청북도,제천시,중앙동,"5,062","2,861",1.77
충청북도,제천시,남현동,"4,451","2,460",1.81
충청북도,제천시,영서동,"9,429","4,841",1.95
충청북도,제천시,용두동,"19,464","10,392",1.87
충청북도,제천시,신백동,"10,091","5,127",1.97
충청북도,제천시,청전동,"14,135","7,775",1.82
충청북도,제천시,화산동,"14,177","6,846",2.07
충청북도,보은군,,"30,603","16,947",1.81
충청북도,보은군,보은읍,"14,182","7,127",1.99
충청북도,보은군,속리산면,"1,701","1,035",1.64
충청북도,보은군,장안면,"1,399",789,1.77
충청북도,보은군,마로면,"2,089","1,221",1.71
충청북도,보은군,탄부면,"1,564",946,1.65
충청북도,보은군,삼승면,"2,164","1,274",1.7
충청북도,보은군,수한면,"1,805","1,053",1.71
충청북도,보은군,회남면,724,481,1.51
충청북도,보은군,회인면,"1,670","1,043",1.6
충청북도,보은군,내북면,"1,602",995,1.61
충청북도,보은군,산외면,"1,703",983,1.73
충청북도,옥천군,,"50,000","26,319",1.9
충청북도,옥천군,옥천읍,"29,608","14,090",2.1
충청북도,옥천군,동이면,"3,098","1,821",1.7
충청북도,옥천군,안남면,"1,329",793,1.68
충청북도,옥천군,안내면,"1,856","1,117",1.66
충청북도,옥천군,청성면,"2,265","1,439",1.57
충청북도,옥천군,청산면,"2,828","1,760",1.61
충청북도,옥천군,이원면,"3,909","2,276",1.72
충청북도,옥천군,군서면,"2,160","1,270",1.7
충청북도,옥천군,군북면,"2,947","1,753",1.68
충청북도,영동군,,"43,136","23,703",1.82
충청북도,영동군,영동읍,"19,259","9,609",2
충청북도,영동군,용산면,"3,147","1,889",1.67
충청북도,영동군,황간면,"3,879","2,121",1.83
충청북도,영동군,추풍령면,"2,084","1,192",1.75
충청북도,영동군,매곡면,"1,742","1,026",1.7
충청북도,영동군,상촌면,"2,115","1,280",1.65
충청북도,영동군,양강면,"2,882","1,630",1.77
충청북도,영동군,용화면,890,562,1.58
충청북도,영동군,학산면,"2,556","1,612",1.59
충청북도,영동군,양산면,"1,689","1,032",1.64
충청북도,영동군,심천면,"2,893","1,750",1.65
충청북도,증평군,,"36,656","18,970",1.93
충청북도,증평군,증평읍,"35,011","18,038",1.94
충청북도,증평군,도안면,"1,645",932,1.77
충청북도,진천군,,"85,969","43,236",1.99
충청북도,진천군,진천읍,"29,888","15,045",1.99
충청북도,진천군,덕산읍,"30,827","13,672",2.25
충청북도,진천군,덕산읍혁신도시출장소,0,0,0
충청북도,진천군,초평면,"2,893","1,606",1.8
충청북도,진천군,문백면,"3,430","2,077",1.65
충청북도,진천군,백곡면,"2,022","1,224",1.65
충청북도,진천군,이월면,"6,412","3,743",1.71
충청북도,진천군,광혜원면,"10,497","5,869",1.79
충청북도,괴산군,,"38,166","22,100",1.73
충청북도,괴산군,괴산읍,"9,625","5,157",1.87
충청북도,괴산군,감물면,"2,091","1,207",1.73
충청북도,괴산군,장연면,"2,001","1,241",1.61
충청북도,괴산군,연풍면,"2,303","1,383",1.67
충청북도,괴산군,칠성면,"3,270","1,915",1.71
충청북도,괴산군,문광면,"2,269","1,320",1.72
충청북도,괴산군,청천면,"5,369","3,272",1.64
충청북도,괴산군,청안면,"3,499","2,088",1.68
충청북도,괴산군,사리면,"2,690","1,569",1.71
충청북도,괴산군,소수면,"2,290","1,298",1.76
충청북도,괴산군,불정면,"2,759","1,650",1.67
충청북도,음성군,,"94,729","51,497",1.84
충청북도,음성군,음성읍,"15,564","8,397",1.85
충청북도,음성군,금왕읍,"18,959","10,571",1.79
충청북도,음성군,소이면,"2,713","1,669",1.63
충청북도,음성군,원남면,"2,972","1,856",1.6
충청북도,음성군,맹동면,"14,020","6,794",2.06
충청북도,음성군,맹동면혁신도시출장소,0,0,0
충청북도,음성군,대소면,"20,688","10,639",1.94
충청북도,음성군,삼성면,"6,036","3,654",1.65
충청북도,음성군,생극면,"4,262","2,577",1.65
충청북도,음성군,감곡면,"9,515","5,340",1.78
충청북도,단양군,,"26,788","15,212",1.76
충청북도,단양군,단양읍,"9,999","5,147",1.94
충청북도,단양군,매포읍,"4,748","2,648",1.79
충청북도,단양군,대강면,"2,281","1,437",1.59
충청북도,단양군,가곡면,"1,933","1,153",1.68
충청북도,단양군,영춘면,"3,023","1,831",1.65
충청북도,단양군,어상천면,"1,813","1,088",1.67
충청북도,단양군,적성면,"1,452",939,1.55
충청북도,단양군,단성면,"1,539",969,1.59
충청남도,,,"2,136,204","1,062,477",2.01
충청남도,천안시,,"664,269","318,012",2.09
충청남도,천안시,동남구,"262,353","127,521",2.06
충청남도,천안시,동남구 목천읍,"21,914","11,179",1.96
충청남도,천안시,동남구 풍세면,"10,634","5,441",1.95
충청남도,천안시,동남구 광덕면,"3,952","2,265",1.74
충청남도,천안시,동남구 북면,"4,029","2,407",1.67
충청남도,천안시,동남구 성남면,"2,774","1,540",1.8
충청남도,천안시,동남구 수신면,"2,022","1,227",1.65
충청남도,천안시,동남구 병천면,"5,829","3,581",1.63
충청남도,천안시,동남구 동면,"1,896","1,134",1.67
충청남도,천안시,동남구 중앙동,"4,500","2,792",1.61
충청남도,천안시,동남구 문성동,"7,787","3,899",2
충청남도,천안시,동남구 원성1동,"7,541","3,995",1.89
충청남도,천안시,동남구 원성2동,"8,549","4,776",1.79
충청남도,천안시,동남구 봉명동,"17,093","9,188",1.86
충청남도,천안시,동남구 일봉동,"23,314","9,520",2.45
충청남도,천안시,동남구 신방동,"42,629","19,489",2.19
충청남도,천안시,동남구 청룡동,"59,855","24,682",2.43
충청남도,천안시,동남구 신안동,"38,035","20,406",1.86
충청남도,천안시,서북구,"401,916","190,491",2.11
충청남도,천안시,서북구 성환읍,"21,569","11,100",1.94
충청남도,천안시,서북구 성거읍,"21,297","10,361",2.06
충청남도,천안시,서북구 직산읍,"19,029","9,948",1.91
충청남도,천안시,서북구 입장면,"7,401","4,146",1.79
충청남도,천안시,서북구 성정1동,"16,798","9,539",1.76
충청남도,천안시,서북구 성정2동,"24,323","17,529",1.39
충청남도,천안시,서북구 쌍용1동,"12,324","6,136",2.01
충청남도,천안시,서북구 쌍용2동,"33,868","14,762",2.29
충청남도,천안시,서북구 쌍용3동,"16,954","8,070",2.1
충청남도,천안시,서북구 백석동,"40,399","15,348",2.63
충청남도,천안시,서북구 불당1동,"31,370","12,976",2.42
충청남도,천안시,서북구 불당2동,"37,059","14,207",2.61
충청남도,천안시,서북구 부성1동,"55,814","28,695",1.95
충청남도,천안시,서북구 부성2동,"63,711","27,674",2.3
충청남도,공주시,,"99,730","53,464",1.87
충청남도,공주시,유구읍,"6,744","3,745",1.8
충청남도,공주시,이인면,"2,874","1,586",1.81
충청남도,공주시,탄천면,"2,663","1,553",1.71
충청남도,공주시,계룡면,"4,995","2,968",1.68
충청남도,공주시,반포면,"3,953","2,132",1.85
충청남도,공주시,의당면,"4,274","2,378",1.8
충청남도,공주시,정안면,"4,431","2,503",1.77
충청남도,공주시,우성면,"4,765","2,639",1.81
충청남도,공주시,사곡면,"2,678","1,491",1.8
충청남도,공주시,신풍면,"3,018","1,563",1.93
충청남도,공주시,중학동,"4,161","2,483",1.68
충청남도,공주시,웅진동,"7,198","3,731",1.93
충청남도,공주시,금학동,"5,191","2,794",1.86
충청남도,공주시,옥룡동,"6,951","3,932",1.77
충청남도,공주시,신관동,"19,376","10,811",1.79
충청남도,공주시,월송동,"16,458","7,155",2.3
충청남도,보령시,,"91,882","48,819",1.88
충청남도,보령시,웅천읍,"5,451","3,319",1.64
충청남도,보령시,주포면,"1,462",844,1.73
충청남도,보령시,오천면,"1,939","1,108",1.75
충청남도,보령시,오천면어항출장소,"1,419",817,1.74
충청남도,보령시,원산출장소,"1,003",563,1.78
충청남도,보령시,천북면,"3,074","1,743",1.76
충청남도,보령시,청소면,"2,270","1,349",1.68
충청남도,보령시,청라면,"3,437","1,942",1.77
충청남도,보령시,남포면,"4,748","2,662",1.78
충청남도,보령시,주산면,"2,137","1,312",1.63
충청남도,보령시,미산면,"1,591",982,1.62
충청남도,보령시,성주면,"1,895","1,134",1.67
충청남도,보령시,주교면,"4,802","2,422",1.98
충청남도,보령시,대천1동,"12,398","6,369",1.95
충청남도,보령시,대천2동,"5,923","3,106",1.91
충청남도,보령시,대천3동,"15,261","7,459",2.05
충청남도,보령시,대천4동,"17,309","8,329",2.08
충청남도,보령시,대천5동,"5,763","3,359",1.72
충청남도,아산시,,"360,019","168,576",2.14
충청남도,아산시,염치읍,"5,640","3,013",1.87
충청남도,아산시,배방읍,"96,508","44,632",2.16
충청남도,아산시,송악면,"3,906","1,945",2.01
충청남도,아산시,탕정면,"46,417","18,262",2.54
충청남도,아산시,음봉면,"22,911","11,027",2.08
충청남도,아산시,둔포면,"23,535","12,400",1.9
충청남도,아산시,영인면,"5,151","2,709",1.9
충청남도,아산시,인주면,"5,391","3,261",1.65
충청남도,아산시,선장면,"2,762","1,592",1.73
충청남도,아산시,도고면,"4,149","2,303",1.8
충청남도,아산시,신창면,"22,618","11,356",1.99
충청남도,아산시,온양1동,"9,770","5,155",1.9
충청남도,아산시,온양2동,"9,698","5,807",1.67
충청남도,아산시,온양3동,"39,377","16,695",2.36
충청남도,아산시,온양4동,"15,524","7,305",2.13
충청남도,아산시,온양5동,"20,823","9,287",2.24
충청남도,아산시,온양6동,"25,839","11,827",2.18
충청남도,서산시,,"172,297","84,135",2.05
충청남도,서산시,대산읍,"12,010","6,911",1.74
충청남도,서산시,인지면,"6,945","3,385",2.05
충청남도,서산시,부석면,"4,978","2,772",1.8
충청남도,서산시,팔봉면,"3,222","1,827",1.76
충청남도,서산시,지곡면,"7,553","3,822",1.98
충청남도,서산시,성연면,"17,262","7,272",2.37
충청남도,서산시,음암면,"8,854","4,680",1.89
충청남도,서산시,운산면,"4,846","2,709",1.79
충청남도,서산시,해미면,"6,975","4,038",1.73
충청남도,서산시,고북면,"5,506","2,940",1.87
충청남도,서산시,부춘동,"17,440","8,875",1.97
충청남도,서산시,동문1동,"16,947","7,688",2.2
충청남도,서산시,동문2동,"8,116","4,357",1.86
충청남도,서산시,수석동,"17,338","8,087",2.14
충청남도,서산시,석남동,"34,305","14,772",2.32
충청남도,논산시,,"106,615","56,943",1.87
충청남도,논산시,강경읍,"6,867","3,988",1.72
충청남도,논산시,연무읍,"12,235","6,514",1.88
충청남도,논산시,성동면,"3,619","2,050",1.77
충청남도,논산시,광석면,"3,747","2,158",1.74
충청남도,논산시,노성면,"2,642","1,517",1.74
충청남도,논산시,상월면,"3,235","1,866",1.73
충청남도,논산시,부적면,"3,221","1,851",1.74
충청남도,논산시,연산면,"5,566","3,265",1.7
충청남도,논산시,벌곡면,"2,236","1,388",1.61
충청남도,논산시,양촌면,"5,743","2,985",1.92
충청남도,논산시,가야곡면,"3,052","1,791",1.7
충청남도,논산시,은진면,"3,632","2,193",1.66
충청남도,논산시,채운면,"1,964","1,066",1.84
충청남도,논산시,취암동,"33,231","16,770",1.98
충청남도,논산시,부창동,"15,625","7,541",2.07
충청남도,계룡시,,"45,885","19,558",2.35
충청남도,계룡시,두마면,"14,034","5,872",2.39
충청남도,계룡시,엄사면,"16,596","7,813",2.12
충청남도,계룡시,신도안면,"7,331","2,391",3.07
충청남도,계룡시,금암동,"7,924","3,482",2.28
충청남도,당진시,,"172,414","86,085",2
충청남도,당진시,합덕읍,"7,561","4,291",1.76
충청남도,당진시,송악읍,"29,506","14,807",1.99
충청남도,당진시,고대면,"5,977","3,597",1.66
충청남도,당진시,석문면,"7,834","4,983",1.57
충청남도,당진시,대호지면,"2,144","1,215",1.76
충청남도,당진시,정미면,"3,364","1,965",1.71
충청남도,당진시,면천면,"3,215","1,767",1.82
충청남도,당진시,순성면,"4,516","2,506",1.8
충청남도,당진시,우강면,"5,102","2,734",1.87
충청남도,당진시,신평면,"13,991","6,537",2.14
충청남도,당진시,송산면,"10,850","6,221",1.74
충청남도,당진시,당진1동,"41,307","18,813",2.2
충청남도,당진시,당진2동,"21,569","9,741",2.21
충청남도,당진시,당진3동,"15,478","6,908",2.24
충청남도,금산군,,"48,804","26,611",1.83
충청남도,금산군,금산읍,"22,255","10,881",2.05
충청남도,금산군,금성면,"3,003","1,780",1.69
충청남도,금산군,제원면,"2,661","1,584",1.68
충청남도,금산군,부리면,"2,299","1,434",1.6
충청남도,금산군,군북면,"2,301","1,365",1.69
충청남도,금산군,남일면,"2,709","1,388",1.95
충청남도,금산군,남이면,"1,942","1,136",1.71
충청남도,금산군,진산면,"3,056","1,876",1.63
충청남도,금산군,복수면,"2,799","1,680",1.67
충청남도,금산군,추부면,"5,779","3,487",1.66
충청남도,부여군,,"58,223","32,041",1.82
충청남도,부여군,부여읍,"17,512","9,166",1.91
충청남도,부여군,규암면,"11,252","5,671",1.98
