행정구역,구,동,총인구수,세대수,세대당 인구
서울특별시,동대문구,휘경제2동,"23,529","12,703",1.85
서울특별시,동대문구,이문제1동,"31,110","15,984",1.95
서울특별시,동대문구,이문제2동,"17,851","8,133",2.19
서울특별시,중랑구,,"376,504","190,744",1.97
서울특별시,중랑구,면목제2동,"22,841","12,057",1.89
서울특별시,중랑구,면목제4동,"17,441","8,926",1.95
서울특별시,중랑구,면목제5동,"13,744","6,182",2.22
서울특별시,중랑구,면목본동,"31,469","17,722",1.78
서울특별시,중랑구,면목제7동,"20,408","10,510",1.94
서울특별시,중랑구,면목제3.8동,"23,347","12,693",1.84
서울특별시,중랑구,상봉제1동,"22,733","10,352",2.2
서울특별시,중랑구,상봉제2동,"21,964","14,094",1.56
서울특별시,중랑구,중화제1동,"17,835","8,764",2.04
서울특별시,중랑구,중화제2동,"25,574","14,388",1.78
서울특별시,중랑구,묵제1동,"33,173","15,179",2.19
서울특별시,중랑구,묵제2동,"17,471","9,173",1.9
서울특별시,중랑구,망우본동,"37,949","18,831",2.02
서울특별시,중랑구,망우제3동,"15,157","8,281",1.83
서울특별시,중랑구,신내1동,"36,551","14,752",2.48
서울특별시,중랑구,신내2동,"18,847","8,840",2.13
서울특별시,성북구,,"421,106","199,768",2.11
서울특별시,성북구,성북동,"15,514","8,052",1.93
서울특별시,성북구,삼선동,"21,504","11,468",1.88
서울특별시,성북구,동선동,"14,922","9,950",1.5
서울특별시,성북구,돈암제1동,"13,638","6,000",2.27
서울특별시,성북구,돈암제2동,"22,770","8,519",2.67
서울특별시,성북구,안암동,"15,564","10,506",1.48
서울특별시,성북구,보문동,"15,611","8,055",1.94
서울특별시,성북구,정릉제1동,"17,433","7,346",2.37
서울특별시,성북구,정릉제2동,"21,380","9,504",2.25
서울특별시,성북구,정릉제3동,"13,822","7,961",1.74
서울특별시,성북구,정릉제4동,"23,347","10,766",2.17
서울특별시,성북구,길음제1동,"35,319","12,794",2.76
서울특별시,성북구,길음제2동,"21,369","8,649",2.47
서울특별시,성북구,종암동,"36,618","17,212",2.13
서울특별시,성북구,월곡제1동,"24,355","10,579",2.3
서울특별시,성북구,월곡제2동,"18,370","9,645",1.9
서울특별시,성북구,장위제1동,"22,459","10,593",2.12
서울특별시,성북구,장위제2동,"15,636","7,813",2
서울특별시,성북구,장위제3동,"18,740","7,685",2.44
서울특별시,성북구,석관동,"32,735","16,671",1.96
서울특별시,강북구,,"277,509","142,743",1.94
서울특별시,강북구,삼양동,"24,161","11,701",2.06
서울특별시,강북구,미아동,"20,093","11,818",1.7
서울특별시,강북구,송중동,"27,132","13,536",2
서울특별시,강북구,송천동,"22,652","12,125",1.87
서울특별시,강북구,삼각산동,"29,798","11,530",2.58
서울특별시,강북구,번1동,"15,876","9,652",1.64
서울특별시,강북구,번2동,"14,115","7,359",1.92
서울특별시,강북구,번3동,"15,273","7,500",2.04
서울특별시,강북구,수유1동,"19,226","10,480",1.83
서울특별시,강북구,수유2동,"19,744","9,668",2.04
서울특별시,강북구,수유3동,"22,223","13,607",1.63
서울특별시,강북구,우이동,"19,344","9,672",2
서울특별시,강북구,인수동,"27,872","14,095",1.98
서울특별시,도봉구,,"297,820","139,194",2.14
서울특별시,도봉구,창제1동,"22,562","10,557",2.14
서울특별시,도봉구,창제2동,"27,407","12,760",2.15
서울특별시,도봉구,창제3동,"12,506","6,327",1.98
서울특별시,도봉구,창제4동,"25,798","11,298",2.28
서울특별시,도봉구,창제5동,"23,236","10,356",2.24
서울특별시,도봉구,도봉제1동,"19,293","10,251",1.88
서울특별시,도봉구,도봉제2동,"25,671","11,902",2.16
서울특별시,도봉구,쌍문제1동,"20,459","9,791",2.09
서울특별시,도봉구,쌍문제2동,"17,208","8,421",2.04
서울특별시,도봉구,쌍문제3동,"15,843","8,205",1.93
서울특별시,도봉구,쌍문제4동,"17,522","7,102",2.47
서울특별시,도봉구,방학제1동,"27,721","13,262",2.09
서울특별시,도봉구,방학제2동,"17,385","9,036",1.92
서울특별시,도봉구,방학제3동,"25,209","9,926",2.54
서울특별시,노원구,,"480,045","217,433",2.21
서울특별시,노원구,월계1동,"20,133","10,320",1.95
서울특별시,노원구,월계2동,"24,502","11,589",2.11
서울특별시,노원구,월계3동,"27,617","12,837",2.15
서울특별시,노원구,공릉1동,"35,130","18,960",1.85
서울특별시,노원구,공릉2동,"40,678","18,084",2.25
서울특별시,노원구,하계1동,"25,059","12,062",2.08
서울특별시,노원구,하계2동,"19,421","7,580",2.56
서울특별시,노원구,중계본동,"21,973","7,847",2.8
서울특별시,노원구,중계1동,"25,709","8,928",2.88
서울특별시,노원구,중계4동,"18,464","8,094",2.28
서울특별시,노원구,중계2.3동,"30,976","14,888",2.08
서울특별시,노원구,상계1동,"35,794","15,672",2.28
서울특별시,노원구,상계2동,"18,502","8,560",2.16
서울특별시,노원구,상계3.4동,"26,200","12,230",2.14
서울특별시,노원구,상계5동,"21,971","10,861",2.02
서울특별시,노원구,상계6.7동,"30,044","13,731",2.19
서울특별시,노원구,상계8동,"21,207","9,114",2.33
서울특별시,노원구,상계9동,"18,835","8,310",2.27
서울특별시,노원구,상계10동,"17,830","7,766",2.3
서울특별시,은평구,,"452,626","214,995",2.11
서울특별시,은평구,녹번동,"35,037","17,560",2
서울특별시,은평구,불광제1동,"33,540","16,273",2.06
서울특별시,은평구,불광제2동,"26,084","14,190",1.84
서울특별시,은평구,갈현제1동,"13,933","7,200",1.94
서울특별시,은평구,갈현제2동,"26,554","12,757",2.08
서울특별시,은평구,구산동,"30,488","13,543",2.25
서울특별시,은평구,대조동,"26,779","15,524",1.73
서울특별시,은평구,응암제1동,"31,894","15,144",2.11
서울특별시,은평구,응암제2동,"26,693","10,950",2.44
서울특별시,은평구,응암제3동,"22,660","12,520",1.81
서울특별시,은평구,역촌동,"44,213","21,349",2.07
서울특별시,은평구,신사제1동,"25,770","12,142",2.12
서울특별시,은평구,신사제2동,"19,316","9,054",2.13
서울특별시,은평구,증산동,"15,099","6,575",2.3
서울특별시,은평구,수색동,"21,058","8,616",2.44
서울특별시,은평구,진관동,"53,508","21,598",2.48
서울특별시,서대문구, ,"299,492","147,190",2.03
서울특별시,서대문구,천연동,"16,465","7,734",2.13
서울특별시,서대문구,북아현동,"14,984","6,988",2.14
서울특별시,서대문구,충현동,"19,038","9,933",1.92
서울특별시,서대문구,신촌동,"20,581","15,505",1.33
서울특별시,서대문구,연희동,"32,954","18,639",1.77
서울특별시,서대문구,홍제제1동,"24,185","11,199",2.16
서울특별시,서대문구,홍제제3동,"17,103","7,929",2.16
서울특별시,서대문구,홍제제2동,"11,770","5,227",2.25
서울특별시,서대문구,홍은제1동,"23,338","10,429",2.24
서울특별시,서대문구,홍은제2동,"27,015","12,749",2.12
서울특별시,서대문구,남가좌제1동,"17,280","6,395",2.7
서울특별시,서대문구,남가좌제2동,"28,284","13,250",2.13
서울특별시,서대문구,북가좌제1동,"17,039","6,710",2.54
서울특별시,서대문구,북가좌제2동,"29,456","14,503",2.03
서울특별시,마포구,,"356,008","180,559",1.97
서울특별시,마포구,아현동,"28,578","12,117",2.36
서울특별시,마포구,공덕동,"35,734","18,472",1.93
서울특별시,마포구,도화동,"20,240","9,333",2.17
서울특별시,마포구,용강동,"21,199","9,275",2.29
서울특별시,마포구,대흥동,"14,161","8,655",1.64
서울특별시,마포구,염리동,"16,697","7,706",2.17
서울특별시,마포구,신수동,"22,086","10,159",2.17
서울특별시,마포구,서강동,"24,274","12,310",1.97
서울특별시,마포구,서교동,"23,368","15,128",1.54
서울특별시,마포구,합정동,"15,454","8,873",1.74
서울특별시,마포구,망원제1동,"18,345","10,003",1.83
서울특별시,마포구,망원제2동,"17,042","8,162",2.09
서울특별시,마포구,연남동,"13,799","8,291",1.66
서울특별시,마포구,성산제1동,"18,234","9,643",1.89
서울특별시,마포구,성산제2동,"37,809","19,650",1.92
서울특별시,마포구,상암동,"28,988","12,782",2.27
서울특별시,양천구,,"420,127","178,800",2.35
서울특별시,양천구,목1동,"29,841","10,348",2.88
서울특별시,양천구,목2동,"27,720","13,268",2.09
서울특별시,양천구,목3동,"20,497","10,096",2.03
서울특별시,양천구,목4동,"23,446","9,871",2.38
서울특별시,양천구,목5동,"40,317","13,538",2.98
서울특별시,양천구,신월1동,"18,415","9,881",1.86
서울특별시,양천구,신월2동,"20,397","8,721",2.34
서울특별시,양천구,신월3동,"13,430","7,410",1.81
서울특별시,양천구,신월4동,"16,537","6,768",2.44
서울특별시,양천구,신월5동,"13,597","6,369",2.13
서울특별시,양천구,신월6동,"13,549","5,305",2.55
서울특별시,양천구,신월7동,"17,842","9,101",1.96
서울특별시,양천구,신정1동,"19,334","6,952",2.78
서울특별시,양천구,신정2동,"18,650","6,904",2.7
서울특별시,양천구,신정3동,"44,056","17,865",2.47
서울특별시,양천구,신정4동,"31,161","16,714",1.86
서울특별시,양천구,신정6동,"23,758","8,209",2.89
서울특별시,양천구,신정7동,"27,580","11,480",2.4
서울특별시,강서구,,"547,821","274,703",1.99
서울특별시,강서구,염창동,"40,967","16,849",2.43
서울특별시,강서구,등촌제1동,"24,852","14,296",1.74
서울특별시,강서구,등촌제2동,"18,830","8,637",2.18
서울특별시,강서구,등촌제3동,"28,436","15,081",1.89
서울특별시,강서구,화곡제1동,"49,574","28,366",1.75
서울특별시,강서구,화곡제2동,"16,638","8,264",2.01
서울특별시,강서구,화곡제3동,"20,398","9,671",2.11
서울특별시,강서구,화곡제4동,"18,957","9,663",1.96
서울특별시,강서구,화곡본동,"31,606","17,293",1.83
서울특별시,강서구,화곡제6동,"25,204","13,423",1.88
서울특별시,강서구,화곡제8동,"22,283","11,542",1.93
서울특별시,강서구,가양제1동,"33,295","21,031",1.58
서울특별시,강서구,가양제2동,"12,787","7,903",1.62
서울특별시,강서구,가양제3동,"13,300","7,514",1.77
서울특별시,강서구,발산제1동,"34,517","13,624",2.53
서울특별시,강서구,우장산동,"43,565","17,467",2.49
서울특별시,강서구,공항동,"28,686","13,852",2.07
서울특별시,강서구,방화제1동,"40,415","16,830",2.4
서울특별시,강서구,방화제2동,"22,354","12,312",1.82
서울특별시,강서구,방화제3동,"21,157","11,085",1.91
서울특별시,구로구,,"382,302","185,341",2.06
서울특별시,구로구,신도림동,"35,718","14,460",2.47
서울특별시,구로구,구로제1동,"20,014","8,437",2.37
서울특별시,구로구,구로제2동,"21,586","12,080",1.79
서울특별시,구로구,구로제3동,"22,634","13,715",1.65
서울특별시,구로구,구로제4동,"17,537","10,083",1.74
서울특별시,구로구,구로제5동,"28,435","15,597",1.82
서울특별시,구로구,가리봉동,"8,871","6,222",1.43
서울특별시,구로구,고척제1동,"26,234","11,728",2.24
서울특별시,구로구,고척제2동,"24,683","11,324",2.18
서울특별시,구로구,개봉제1동,"33,128","15,392",2.15
서울특별시,구로구,개봉제2동,"29,083","12,756",2.28
서울특별시,구로구,개봉제3동,"18,482","8,547",2.16
서울특별시,구로구,오류제1동,"23,027","13,371",1.72
서울특별시,구로구,오류제2동,"35,329","15,511",2.28
서울특별시,구로구,수궁동,"21,589","9,920",2.18
서울특별시,구로구,항동,"15,952","6,198",2.57
서울특별시,금천구,,"222,368","122,242",1.82
서울특별시,금천구,가산동,"25,639","18,980",1.35
서울특별시,금천구,독산제1동,"47,736","26,865",1.78
서울특별시,금천구,독산제2동,"16,964","9,342",1.82
서울특별시,금천구,독산제3동,"22,518","12,756",1.77
서울특별시,금천구,독산제4동,"13,775","7,430",1.85
서울특별시,금천구,시흥제1동,"30,949","16,359",1.89
서울특별시,금천구,시흥제2동,"19,668","8,160",2.41
서울특별시,금천구,시흥제3동,"9,865","4,658",2.12
서울특별시,금천구,시흥제4동,"18,166","8,790",2.07
서울특별시,금천구,시흥제5동,"17,088","8,902",1.92
서울특별시,영등포구, ,"371,420","193,589",1.92
서울특별시,영등포구,영등포본동,"20,189","10,415",1.94
서울특별시,영등포구,영등포동,"31,213","22,338",1.4
서울특별시,영등포구,여의동,"33,914","14,238",2.38
서울특별시,영등포구,당산제1동,"20,973","11,936",1.76
서울특별시,영등포구,당산제2동,"36,222","19,009",1.91
서울특별시,영등포구,도림동,"17,519","9,976",1.76
서울특별시,영등포구,문래동,"31,057","12,975",2.39
서울특별시,영등포구,양평제1동,"19,636","10,667",1.84
서울특별시,영등포구,양평제2동,"22,354","11,285",1.98
서울특별시,영등포구,신길제1동,"18,870","11,697",1.61
서울특별시,영등포구,신길제3동,"16,048","7,888",2.03
서울특별시,영등포구,신길제4동,"11,752","5,716",2.06
서울특별시,영등포구,신길제5동,"9,496","4,453",2.13
서울특별시,영등포구,신길제6동,"17,675","9,208",1.92
서울특별시,영등포구,신길제7동,"19,305","7,865",2.45
서울특별시,영등포구,대림제1동,"13,177","6,802",1.94
서울특별시,영등포구,대림제2동,"11,429","6,863",1.67
서울특별시,영등포구,대림제3동,"20,591","10,258",2.01
서울특별시,동작구,,"371,324","187,770",1.98
서울특별시,동작구,노량진제1동,"33,409","18,472",1.81
서울특별시,동작구,노량진제2동,"7,391","5,302",1.39
서울특별시,동작구,상도제1동,"43,946","23,288",1.89
서울특별시,동작구,상도제2동,"26,674","12,291",2.17
서울특별시,동작구,상도제3동,"23,306","12,232",1.91
서울특별시,동작구,상도제4동,"28,593","14,753",1.94
서울특별시,동작구,흑석동,"29,799","13,001",2.29
서울특별시,동작구,사당제1동,"22,111","14,019",1.58
서울특별시,동작구,사당제2동,"27,574","12,486",2.21
서울특별시,동작구,사당제3동,"23,124","10,396",2.22
서울특별시,동작구,사당제4동,"13,488","7,294",1.85
서울특별시,동작구,사당제5동,"13,673","6,616",2.07
서울특별시,동작구,대방동,"33,405","16,061",2.08
서울특별시,동작구,신대방제1동,"22,734","10,451",2.18
서울특별시,동작구,신대방제2동,"22,097","11,108",1.99
서울특별시,관악구,,"477,297","291,443",1.64
서울특별시,관악구,보라매동,"22,885","12,972",1.76
서울특별시,관악구,청림동,"14,099","6,342",2.22
서울특별시,관악구,성현동,"29,432","12,946",2.27
서울특별시,관악구,행운동,"28,396","18,380",1.54
서울특별시,관악구,낙성대동,"17,678","12,650",1.4
서울특별시,관악구,청룡동,"36,134","24,991",1.45
서울특별시,관악구,은천동,"31,236","16,071",1.94
서울특별시,관악구,중앙동,"15,205","10,623",1.43
서울특별시,관악구,인헌동,"24,891","15,105",1.65
서울특별시,관악구,남현동,"17,072","9,795",1.74
서울특별시,관악구,서원동,"22,728","15,545",1.46
서울특별시,관악구,신원동,"17,109","11,351",1.51
서울특별시,관악구,서림동,"23,602","15,938",1.48
서울특별시,관악구,신사동,"22,010","14,811",1.49
서울특별시,관악구,신림동,"23,451","19,728",1.19
서울특별시,관악구,난향동,"14,222","6,119",2.32
서울특별시,관악구,조원동,"19,935","12,721",1.57
서울특별시,관악구,대학동,"25,084","18,649",1.35
서울특별시,관악구,삼성동,"19,850","9,821",2.02
서울특별시,관악구,미성동,"28,290","14,092",2.01
서울특별시,관악구,난곡동,"23,988","12,793",1.88
서울특별시,서초구,,"416,928","175,016",2.38
서울특별시,서초구,서초1동,"19,996","9,584",2.09
서울특별시,서초구,서초2동,"24,862","11,590",2.15
서울특별시,서초구,서초3동,"32,129","15,703",2.05
서울특별시,서초구,서초4동,"29,895","10,718",2.79
서울특별시,서초구,잠원동,"34,587","13,336",2.59
서울특별시,서초구,반포본동,"2,606",896,2.91
서울특별시,서초구,반포1동,"33,069","14,419",2.29
서울특별시,서초구,반포2동,"26,431","8,583",3.08
서울특별시,서초구,반포3동,"23,489","8,226",2.86
서울특별시,서초구,반포4동,"17,732","6,808",2.6
서울특별시,서초구,방배본동,"19,706","7,796",2.53
서울특별시,서초구,방배1동,"16,385","7,609",2.15
서울특별시,서초구,방배2동,"17,387","7,738",2.25
서울특별시,서초구,방배3동,"15,344","5,766",2.66
서울특별시,서초구,방배4동,"25,684","10,676",2.41
서울특별시,서초구,양재1동,"40,296","17,558",2.3
서울특별시,서초구,양재2동,"20,730","11,018",1.88
서울특별시,서초구,내곡동,"16,600","6,992",2.37
서울특별시,강남구,,"552,357","245,029",2.25
서울특별시,강남구,신사동,"14,913","6,543",2.28
서울특별시,강남구,논현1동,"20,595","13,478",1.53
서울특별시,강남구,논현2동,"20,074","11,117",1.81
서울특별시,강남구,압구정동,"25,300","9,928",2.55
서울특별시,강남구,청담동,"26,480","11,545",2.29
서울특별시,강남구,삼성1동,"12,716","5,540",2.3
서울특별시,강남구,삼성2동,"30,137","13,793",2.18
서울특별시,강남구,대치1동,"23,538","7,217",3.26
서울특별시,강남구,대치2동,"38,321","13,523",2.83
서울특별시,강남구,대치4동,"18,200","9,746",1.87
서울특별시,강남구,역삼1동,"34,346","23,967",1.43
서울특별시,강남구,역삼2동,"35,971","15,671",2.3
서울특별시,강남구,도곡1동,"20,798","8,518",2.44
서울특별시,강남구,도곡2동,"30,788","11,026",2.79
서울특별시,강남구,개포1동,"26,489","9,125",2.9
서울특별시,강남구,개포2동,"39,997","14,190",2.82
서울특별시,강남구,개포3동,"15,443","6,982",2.21
서울특별시,강남구,개포4동,"22,941","10,042",2.28
서울특별시,강남구,세곡동,"45,665","20,177",2.26
서울특별시,강남구,일원본동,"22,256","7,926",2.81
서울특별시,강남구,일원1동,"13,986","7,449",1.88
서울특별시,강남구,수서동,"13,403","7,526",1.78
서울특별시,송파구,,"649,212","289,460",2.24
서울특별시,송파구,풍납1동,"10,508","5,075",2.07
서울특별시,송파구,풍납2동,"23,026","10,669",2.16
서울특별시,송파구,거여1동,"11,771","5,671",2.08
서울특별시,송파구,거여2동,"22,868","10,049",2.28
서울특별시,송파구,마천1동,"15,017","7,251",2.07
서울특별시,송파구,마천2동,"16,801","8,382",2
서울특별시,송파구,방이1동,"14,705","6,141",2.39
서울특별시,송파구,방이2동,"26,381","16,311",1.62
서울특별시,송파구,오륜동,"17,354","5,881",2.95
서울특별시,송파구,오금동,"36,909","15,733",2.35
서울특별시,송파구,송파1동,"22,816","12,478",1.83
서울특별시,송파구,송파2동,"16,890","6,721",2.51
서울특별시,송파구,석촌동,"29,892","17,074",1.75
서울특별시,송파구,삼전동,"28,102","16,019",1.75
서울특별시,송파구,가락본동,"24,551","11,700",2.1
서울특별시,송파구,가락1동,"27,101","9,780",2.77
서울특별시,송파구,가락2동,"27,872","11,571",2.41
서울특별시,송파구,문정1동,"19,580","8,999",2.18
서울특별시,송파구,문정2동,"28,540","15,808",1.81
서울특별시,송파구,장지동,"30,717","13,246",2.32
서울특별시,송파구,위례동,"44,813","15,045",2.98
서울특별시,송파구,잠실본동,"26,809","15,931",1.68
서울특별시,송파구,잠실2동,"34,473","11,517",2.99
서울특별시,송파구,잠실3동,"33,389","11,788",2.83
서울특별시,송파구,잠실4동,"32,985","11,464",2.88
서울특별시,송파구,잠실6동,"16,099","5,793",2.78
서울특별시,송파구,잠실7동,"9,243","3,363",2.75
서울특별시,강동구,,"498,222","223,466",2.23
서울특별시,강동구,강일동,"34,173","13,919",2.46
서울특별시,강동구,상일제1동,"38,947","13,566",2.87
서울특별시,강동구,상일제2동,"13,118","5,293",2.48
서울특별시,강동구,명일제1동,"24,773","10,035",2.47
서울특별시,강동구,명일제2동,"16,844","6,453",2.61
서울특별시,강동구,고덕제1동,"23,550","8,122",2.9
서울특별시,강동구,고덕제2동,"26,270","10,427",2.52
서울특별시,강동구,암사제1동,"32,412","15,836",2.05
서울특별시,강동구,암사제2동,"14,517","6,422",2.26
서울특별시,강동구,암사제3동,"16,835","6,040",2.79
서울특별시,강동구,천호제1동,"23,741","12,378",1.92
서울특별시,강동구,천호제2동,"36,033","19,285",1.87
서울특별시,강동구,천호제3동,"27,770","15,890",1.75
서울특별시,강동구,성내제1동,"18,809","8,245",2.28
서울특별시,강동구,성내제2동,"23,768","13,892",1.71
서울특별시,강동구,성내제3동,"21,559","10,686",2.02
서울특별시,강동구,길동,"46,943","24,048",1.95
서울특별시,강동구,둔촌제1동,"33,034","11,969",2.76
서울특별시,강동구,둔촌제2동,"25,126","10,960",2.29
전남광주통합특별시,1200000000, ,"3,155,803","1,579,291",2
전남광주통합특별시,목포시,목포시 ,"198,981","102,492",1.94
전남광주통합특별시,목포시,용당1동,"8,643","5,197",1.66
전남광주통합특별시,목포시,용당2동,"4,262","2,652",1.61
전남광주통합특별시,목포시,연동,"3,555","2,303",1.54
전남광주통합특별시,목포시,산정동,"8,406","3,985",2.11
전남광주통합특별시,목포시,연산동,"9,494","4,031",2.36
전남광주통합특별시,목포시,원산동,"10,844","5,756",1.88
전남광주통합특별시,목포시,대성동,"4,346","2,264",1.92
전남광주통합특별시,목포시,목원동,"5,786","3,718",1.56
전남광주통합특별시,목포시,동명동,"4,263","2,586",1.65
전남광주통합특별시,목포시,삼학동,"5,182","2,592",2
전남광주통합특별시,목포시,만호동,"2,225","1,482",1.5
전남광주통합특별시,목포시,유달동,"3,546","2,458",1.44
전남광주통합특별시,목포시,죽교동,"2,459","1,564",1.57
전남광주통합특별시,목포시,북항동,"7,870","4,116",1.91
전남광주통합특별시,목포시,용해동,"14,881","7,217",2.06
전남광주통합특별시,목포시,이로동,"9,605","4,229",2.27
전남광주통합특별시,목포시,상동,"20,832","10,063",2.07
전남광주통합특별시,목포시,하당동,"14,346","8,063",1.78
전남광주통합특별시,목포시,신흥동,"15,572","7,692",2.02
전남광주통합특별시,목포시,삼향동,"4,147","2,272",1.83
전남광주통합특별시,목포시,옥암동,"10,073","4,478",2.25
전남광주통합특별시,목포시,부흥동,"7,435","4,144",1.79
전남광주통합특별시,목포시,부주동,"21,209","9,630",2.2
전남광주통합특별시,여수시,여수시 ,"259,857","127,175",2.04
전남광주통합특별시,여수시,돌산읍,"2,239","1,376",1.63
전남광주통합특별시,여수시,돌산읍우두출장소,"7,821","4,264",1.83
전남광주통합특별시,여수시,돌산읍죽포출장소,"1,704","1,016",1.68
전남광주통합특별시,여수시,소라면,"20,864","9,354",2.23
전남광주통합특별시,여수시,율촌면,"5,997","3,360",1.78
전남광주통합특별시,여수시,화양면,"5,779","3,378",1.71
전남광주통합특별시,여수시,남면,"2,497","1,620",1.54
전남광주통합특별시,여수시,화정면,"1,250",791,1.58
