행정구역,구,동,총인구수,세대수,세대당 인구
서울특별시,,,"9,304,400","4,520,137",2.06
서울특별시,종로구,,"136,817","72,570",1.89
서울특별시,종로구,청운효자동,"10,799","4,875",2.22
서울특별시,종로구,사직동,"8,893","4,573",1.94
서울특별시,종로구,삼청동,"2,095","1,062",1.97
서울특별시,종로구,부암동,"8,874","4,116",2.16
서울특별시,종로구,평창동,"16,986","7,095",2.39
서울특별시,종로구,무악동,"7,694","2,969",2.59
서울특별시,종로구,교남동,"9,462","4,332",2.18
서울특별시,종로구,가회동,"3,567","1,811",1.97
서울특별시,종로구,종로1.2.3.4가동,"6,659","4,923",1.35
서울특별시,종로구,종로5.6가동,"5,421","3,718",1.46
서울특별시,종로구,이화동,"7,049","4,460",1.58
서울특별시,종로구,혜화동,"15,764","9,318",1.69
서울특별시,종로구,창신제1동,"4,393","2,643",1.66
서울특별시,종로구,창신제2동,"7,134","3,895",1.83
서울특별시,종로구,창신제3동,"6,089","2,725",2.23
서울특별시,종로구,숭인제1동,"5,673","2,997",1.89
서울특별시,종로구,숭인제2동,"10,265","7,058",1.45
서울특별시,중구,,"117,762","63,968",1.84
서울특별시,중구,소공동,"2,198","1,245",1.77
서울특별시,중구,회현동,"4,074","2,308",1.77
서울특별시,중구,명동,"2,483","1,323",1.88
서울특별시,중구,필동,"4,337","2,829",1.53
서울특별시,중구,장충동,"4,571","2,940",1.55
서울특별시,중구,광희동,"5,717","3,967",1.44
서울특별시,중구,을지로동,"3,038","2,079",1.46
서울특별시,중구,신당동,"7,332","4,693",1.56
서울특별시,중구,다산동,"12,979","6,745",1.92
서울특별시,중구,약수동,"15,672","7,675",2.04
서울특별시,중구,청구동,"10,687","5,055",2.11
서울특별시,중구,신당제5동,"9,937","5,413",1.84
서울특별시,중구,동화동,"9,722","3,951",2.46
서울특별시,중구,황학동,"13,166","7,894",1.67
서울특별시,중구,중림동,"11,849","5,851",2.03
서울특별시,용산구,,"200,962","102,627",1.96
서울특별시,용산구,후암동,"15,655","8,315",1.88
서울특별시,용산구,용산2가동,"8,446","4,966",1.7
서울특별시,용산구,남영동,"6,998","4,996",1.4
서울특별시,용산구,청파동,"18,715","11,472",1.63
서울특별시,용산구,원효로제1동,"17,012","9,372",1.82
서울특별시,용산구,원효로제2동,"13,369","6,293",2.12
서울특별시,용산구,효창동,"10,393","4,696",2.21
서울특별시,용산구,용문동,"11,033","5,300",2.08
서울특별시,용산구,한강로동,"20,832","11,192",1.86
서울특별시,용산구,이촌제1동,"24,881","9,117",2.73
서울특별시,용산구,이촌제2동,"7,741","3,576",2.16
서울특별시,용산구,이태원제1동,"5,679","3,253",1.75
서울특별시,용산구,이태원제2동,"8,326","4,669",1.78
서울특별시,용산구,한남동,"13,724","6,984",1.97
서울특별시,용산구,서빙고동,"12,162","5,044",2.41
서울특별시,용산구,보광동,"5,996","3,382",1.77
서울특별시,성동구,,"275,093","133,910",2.05
서울특별시,성동구,왕십리제2동,"15,660","7,316",2.14
서울특별시,성동구,왕십리도선동,"25,511","11,963",2.13
서울특별시,성동구,마장동,"21,425","11,139",1.92
서울특별시,성동구,사근동,"12,120","8,458",1.43
서울특별시,성동구,행당제1동,"15,699","7,365",2.13
서울특별시,성동구,행당제2동,"22,316","9,127",2.45
서울특별시,성동구,응봉동,"14,375","5,858",2.45
서울특별시,성동구,금호1가동,"14,264","6,346",2.25
서울특별시,성동구,금호2.3가동,"20,556","9,377",2.19
서울특별시,성동구,금호4가동,"13,791","6,319",2.18
서울특별시,성동구,옥수동,"25,190","10,718",2.35
서울특별시,성동구,성수1가제1동,"14,849","7,263",2.04
서울특별시,성동구,성수1가제2동,"14,199","7,041",2.02
서울특별시,성동구,성수2가제1동,"13,536","7,218",1.88
서울특별시,성동구,성수2가제3동,"9,424","4,948",1.9
서울특별시,성동구,송정동,"9,034","5,111",1.77
서울특별시,성동구,용답동,"13,144","8,343",1.58
서울특별시,광진구,,"331,123","171,849",1.93
서울특별시,광진구,화양동,"22,945","18,221",1.26
서울특별시,광진구,군자동,"18,522","11,240",1.65
서울특별시,광진구,중곡제1동,"14,830","8,628",1.72
서울특별시,광진구,중곡제2동,"19,753","10,533",1.88
서울특별시,광진구,중곡제3동,"15,179","8,418",1.8
서울특별시,광진구,중곡제4동,"26,838","13,162",2.04
서울특별시,광진구,능동,"10,735","6,412",1.67
서울특별시,광진구,광장동,"32,912","11,704",2.81
서울특별시,광진구,자양제1동,"21,478","12,140",1.77
서울특별시,광진구,자양제2동,"26,301","12,202",2.16
서울특별시,광진구,자양제3동,"26,594","10,941",2.43
서울특별시,광진구,자양제4동,"19,886","11,378",1.75
서울특별시,광진구,구의제1동,"22,879","13,302",1.72
서울특별시,광진구,구의제2동,"24,812","11,515",2.15
서울특별시,광진구,구의제3동,"27,459","12,053",2.28
서울특별시,동대문구,,"351,542","180,029",1.95
서울특별시,동대문구,신설동,"16,373","9,572",1.71
서울특별시,동대문구,용두동,"22,637","12,806",1.77
서울특별시,동대문구,제기동,"22,213","12,878",1.72
서울특별시,동대문구,전농제1동,"32,427","16,428",1.97
서울특별시,동대문구,전농제2동,"17,231","7,357",2.34
서울특별시,동대문구,답십리제1동,"27,241","12,854",2.12
서울특별시,동대문구,답십리제2동,"27,247","12,659",2.15
서울특별시,동대문구,장안제1동,"37,025","18,598",1.99
서울특별시,동대문구,장안제2동,"32,824","14,956",2.19
서울특별시,동대문구,청량리동,"17,747","9,765",1.82
서울특별시,동대문구,회기동,"10,319","6,773",1.52
서울특별시,동대문구,휘경제1동,"16,767","9,030",1.86
서울특별시,동대문구,휘경제2동,"23,612","12,739",1.85
서울특별시,동대문구,이문제1동,"29,956","15,497",1.93
서울특별시,동대문구,이문제2동,"17,923","8,117",2.21
서울특별시,중랑구,,"376,665","190,029",1.98
서울특별시,중랑구,면목제2동,"22,912","12,046",1.9
서울특별시,중랑구,면목제4동,"17,467","8,879",1.97
서울특별시,중랑구,면목제5동,"13,906","6,233",2.23
서울특별시,중랑구,면목본동,"31,579","17,710",1.78
서울특별시,중랑구,면목제7동,"20,501","10,489",1.95
서울특별시,중랑구,면목제3.8동,"23,421","12,743",1.84
서울특별시,중랑구,상봉제1동,"22,785","10,330",2.21
서울특별시,중랑구,상봉제2동,"21,615","13,819",1.56
서울특별시,중랑구,중화제1동,"17,826","8,727",2.04
서울특별시,중랑구,중화제2동,"25,593","14,390",1.78
서울특별시,중랑구,묵제1동,"32,914","14,854",2.22
서울특별시,중랑구,묵제2동,"17,550","9,164",1.92
서울특별시,중랑구,망우본동,"37,942","18,881",2.01
서울특별시,중랑구,망우제3동,"15,202","8,256",1.84
서울특별시,중랑구,신내1동,"36,512","14,681",2.49
서울특별시,중랑구,신내2동,"18,940","8,827",2.15
서울특별시,성북구,,"422,778","199,878",2.12
서울특별시,성북구,성북동,"15,534","8,032",1.93
서울특별시,성북구,삼선동,"21,603","11,457",1.89
서울특별시,성북구,동선동,"14,883","9,901",1.5
서울특별시,성북구,돈암제1동,"13,703","5,981",2.29
서울특별시,성북구,돈암제2동,"22,897","8,524",2.69
서울특별시,성북구,안암동,"15,616","10,523",1.48
서울특별시,성북구,보문동,"15,773","8,102",1.95
서울특별시,성북구,정릉제1동,"17,536","7,356",2.38
서울특별시,성북구,정릉제2동,"21,586","9,573",2.25
서울특별시,성북구,정릉제3동,"13,887","7,979",1.74
서울특별시,성북구,정릉제4동,"23,514","10,774",2.18
서울특별시,성북구,길음제1동,"35,386","12,801",2.76
서울특별시,성북구,길음제2동,"21,363","8,634",2.47
서울특별시,성북구,종암동,"36,796","17,225",2.14
서울특별시,성북구,월곡제1동,"24,523","10,584",2.32
서울특별시,성북구,월곡제2동,"18,438","9,647",1.91
서울특별시,성북구,장위제1동,"22,603","10,605",2.13
서울특별시,성북구,장위제2동,"15,675","7,828",2
서울특별시,성북구,장위제3동,"18,659","7,669",2.43
서울특별시,성북구,석관동,"32,803","16,683",1.97
서울특별시,강북구,,"278,786","142,760",1.95
서울특별시,강북구,삼양동,"24,385","11,746",2.08
서울특별시,강북구,미아동,"20,212","11,823",1.71
서울특별시,강북구,송중동,"27,320","13,602",2.01
서울특별시,강북구,송천동,"22,534","12,072",1.87
서울특별시,강북구,삼각산동,"29,852","11,477",2.6
서울특별시,강북구,번1동,"16,007","9,682",1.65
서울특별시,강북구,번2동,"14,199","7,381",1.92
서울특별시,강북구,번3동,"15,443","7,529",2.05
서울특별시,강북구,수유1동,"19,279","10,450",1.84
서울특별시,강북구,수유2동,"19,827","9,681",2.05
서울특별시,강북구,수유3동,"22,376","13,617",1.64
서울특별시,강북구,우이동,"19,393","9,613",2.02
서울특별시,강북구,인수동,"27,959","14,087",1.98
서울특별시,도봉구,,"299,065","139,159",2.15
서울특별시,도봉구,창제1동,"23,009","10,753",2.14
서울특별시,도봉구,창제2동,"27,518","12,728",2.16
서울특별시,도봉구,창제3동,"12,602","6,328",1.99
서울특별시,도봉구,창제4동,"25,917","11,317",2.29
서울특별시,도봉구,창제5동,"23,286","10,321",2.26
서울특별시,도봉구,도봉제1동,"19,385","10,222",1.9
서울특별시,도봉구,도봉제2동,"25,454","11,794",2.16
서울특별시,도봉구,쌍문제1동,"20,513","9,748",2.1
서울특별시,도봉구,쌍문제2동,"17,315","8,436",2.05
서울특별시,도봉구,쌍문제3동,"15,915","8,207",1.94
서울특별시,도봉구,쌍문제4동,"17,581","7,087",2.48
서울특별시,도봉구,방학제1동,"27,683","13,218",2.09
서울특별시,도봉구,방학제2동,"17,575","9,081",1.94
서울특별시,도봉구,방학제3동,"25,312","9,919",2.55
서울특별시,노원구,,"482,487","217,323",2.22
서울특별시,노원구,월계1동,"20,147","10,178",1.98
서울특별시,노원구,월계2동,"24,657","11,583",2.13
서울특별시,노원구,월계3동,"27,732","12,801",2.17
서울특별시,노원구,공릉1동,"35,223","18,895",1.86
서울특별시,노원구,공릉2동,"40,744","18,044",2.26
서울특별시,노원구,하계1동,"25,512","12,387",2.06
서울특별시,노원구,하계2동,"19,499","7,572",2.58
서울특별시,노원구,중계본동,"22,132","7,867",2.81
서울특별시,노원구,중계1동,"25,835","8,907",2.9
서울특별시,노원구,중계4동,"18,578","8,114",2.29
서울특별시,노원구,중계2.3동,"31,303","14,929",2.1
서울특별시,노원구,상계1동,"35,950","15,584",2.31
서울특별시,노원구,상계2동,"18,589","8,583",2.17
서울특별시,노원구,상계3.4동,"26,490","12,301",2.15
서울특별시,노원구,상계5동,"22,062","10,822",2.04
서울특별시,노원구,상계6.7동,"30,180","13,729",2.2
서울특별시,노원구,상계8동,"21,183","9,075",2.33
서울특별시,노원구,상계9동,"18,877","8,277",2.28
서울특별시,노원구,상계10동,"17,794","7,675",2.32
서울특별시,은평구,,"454,109","214,613",2.12
서울특별시,은평구,녹번동,"35,170","17,529",2.01
서울특별시,은평구,불광제1동,"33,807","16,336",2.07
서울특별시,은평구,불광제2동,"26,159","14,147",1.85
서울특별시,은평구,갈현제1동,"13,969","7,201",1.94
서울특별시,은평구,갈현제2동,"26,694","12,710",2.1
서울특별시,은평구,구산동,"30,576","13,494",2.27
서울특별시,은평구,대조동,"26,986","15,558",1.73
서울특별시,은평구,응암제1동,"31,998","15,153",2.11
서울특별시,은평구,응암제2동,"26,690","10,934",2.44
서울특별시,은평구,응암제3동,"22,782","12,515",1.82
서울특별시,은평구,역촌동,"44,356","21,301",2.08
서울특별시,은평구,신사제1동,"25,618","11,976",2.14
서울특별시,은평구,신사제2동,"19,330","9,030",2.14
서울특별시,은평구,증산동,"15,195","6,604",2.3
서울특별시,은평구,수색동,"21,125","8,589",2.46
서울특별시,은평구,진관동,"53,654","21,536",2.49
서울특별시,서대문구,,"300,594","147,073",2.04
서울특별시,서대문구,천연동,"16,320","7,602",2.15
서울특별시,서대문구,북아현동,"15,139","7,020",2.16
서울특별시,서대문구,충현동,"19,223","9,943",1.93
서울특별시,서대문구,신촌동,"20,660","15,549",1.33
서울특별시,서대문구,연희동,"33,122","18,692",1.77
서울특별시,서대문구,홍제제1동,"24,316","11,184",2.17
서울특별시,서대문구,홍제제3동,"17,260","7,947",2.17
서울특별시,서대문구,홍제제2동,"11,850","5,229",2.27
서울특별시,서대문구,홍은제1동,"23,302","10,392",2.24
서울특별시,서대문구,홍은제2동,"27,141","12,729",2.13
서울특별시,서대문구,남가좌제1동,"17,221","6,376",2.7
서울특별시,서대문구,남가좌제2동,"28,385","13,273",2.14
서울특별시,서대문구,북가좌제1동,"17,143","6,715",2.55
서울특별시,서대문구,북가좌제2동,"29,512","14,422",2.05
서울특별시,마포구,,"356,966","180,563",1.98
서울특별시,마포구,아현동,"28,702","12,215",2.35
서울특별시,마포구,공덕동,"35,837","18,466",1.94
서울특별시,마포구,도화동,"20,168","9,295",2.17
서울특별시,마포구,용강동,"21,220","9,305",2.28
서울특별시,마포구,대흥동,"14,221","8,656",1.64
서울특별시,마포구,염리동,"16,761","7,711",2.17
서울특별시,마포구,신수동,"21,924","10,072",2.18
서울특별시,마포구,서강동,"24,346","12,271",1.98
서울특별시,마포구,서교동,"23,514","15,147",1.55
서울특별시,마포구,합정동,"15,562","8,909",1.75
서울특별시,마포구,망원제1동,"18,409","10,047",1.83
서울특별시,마포구,망원제2동,"17,131","8,182",2.09
서울특별시,마포구,연남동,"13,819","8,282",1.67
서울특별시,마포구,성산제1동,"18,288","9,585",1.91
서울특별시,마포구,성산제2동,"38,027","19,684",1.93
서울특별시,마포구,상암동,"29,037","12,736",2.28
서울특별시,양천구,,"423,666","179,554",2.36
서울특별시,양천구,목1동,"29,946","10,324",2.9
서울특별시,양천구,목2동,"27,724","13,196",2.1
서울특별시,양천구,목3동,"20,537","10,088",2.04
서울특별시,양천구,목4동,"23,553","9,858",2.39
서울특별시,양천구,목5동,"40,449","13,513",2.99
서울특별시,양천구,신월1동,"18,456","9,841",1.88
서울특별시,양천구,신월2동,"20,367","8,693",2.34
서울특별시,양천구,신월3동,"13,556","7,436",1.82
서울특별시,양천구,신월4동,"16,651","6,771",2.46
서울특별시,양천구,신월5동,"13,630","6,355",2.14
서울특별시,양천구,신월6동,"13,664","5,327",2.57
서울특별시,양천구,신월7동,"17,839","9,036",1.97
서울특별시,양천구,신정1동,"19,421","6,929",2.8
서울특별시,양천구,신정2동,"18,489","6,825",2.71
서울특별시,양천구,신정3동,"46,783","19,123",2.45
서울특별시,양천구,신정4동,"31,103","16,604",1.87
서울특별시,양천구,신정6동,"23,840","8,199",2.91
서울특별시,양천구,신정7동,"27,658","11,436",2.42
서울특별시,강서구,,"548,985","274,207",2
서울특별시,강서구,염창동,"41,008","16,869",2.43
서울특별시,강서구,등촌제1동,"24,899","14,336",1.74
서울특별시,강서구,등촌제2동,"18,972","8,652",2.19
서울특별시,강서구,등촌제3동,"28,483","15,023",1.9
서울특별시,강서구,화곡제1동,"49,450","28,167",1.76
서울특별시,강서구,화곡제2동,"16,704","8,233",2.03
서울특별시,강서구,화곡제3동,"20,499","9,648",2.12
서울특별시,강서구,화곡제4동,"19,033","9,639",1.97
서울특별시,강서구,화곡본동,"31,730","17,210",1.84
서울특별시,강서구,화곡제6동,"25,345","13,463",1.88
서울특별시,강서구,화곡제8동,"22,308","11,495",1.94
서울특별시,강서구,가양제1동,"33,371","21,080",1.58
서울특별시,강서구,가양제2동,"12,892","7,917",1.63
서울특별시,강서구,가양제3동,"13,324","7,515",1.77
서울특별시,강서구,발산제1동,"34,595","13,562",2.55
서울특별시,강서구,우장산동,"43,616","17,419",2.5
서울특별시,강서구,공항동,"28,534","13,729",2.08
서울특별시,강서구,방화제1동,"40,337","16,748",2.41
서울특별시,강서구,방화제2동,"22,627","12,415",1.82
서울특별시,강서구,방화제3동,"21,258","11,087",1.92
서울특별시,구로구,,"382,836","184,675",2.07
서울특별시,구로구,신도림동,"35,671","14,408",2.48
서울특별시,구로구,구로제1동,"20,061","8,426",2.38
서울특별시,구로구,구로제2동,"21,653","12,036",1.8
서울특별시,구로구,구로제3동,"22,668","13,663",1.66
서울특별시,구로구,구로제4동,"17,678","10,061",1.76
서울특별시,구로구,구로제5동,"28,451","15,575",1.83
서울특별시,구로구,가리봉동,"8,808","6,167",1.43
서울특별시,구로구,고척제1동,"26,156","11,694",2.24
서울특별시,구로구,고척제2동,"24,844","11,310",2.2
서울특별시,구로구,개봉제1동,"33,123","15,330",2.16
서울특별시,구로구,개봉제2동,"29,079","12,670",2.3
서울특별시,구로구,개봉제3동,"18,599","8,550",2.18
서울특별시,구로구,오류제1동,"22,855","13,202",1.73
서울특별시,구로구,오류제2동,"35,632","15,542",2.29
서울특별시,구로구,수궁동,"21,705","9,916",2.19
서울특별시,구로구,항동,"15,853","6,125",2.59
서울특별시,금천구,,"222,712","121,723",1.83
서울특별시,금천구,가산동,"25,465","18,866",1.35
서울특별시,금천구,독산제1동,"47,528","26,673",1.78
서울특별시,금천구,독산제2동,"17,097","9,327",1.83
서울특별시,금천구,독산제3동,"22,582","12,676",1.78
서울특별시,금천구,독산제4동,"13,770","7,376",1.87
서울특별시,금천구,시흥제1동,"31,083","16,287",1.91
서울특별시,금천구,시흥제2동,"19,776","8,122",2.43
서울특별시,금천구,시흥제3동,"9,954","4,654",2.14
서울특별시,금천구,시흥제4동,"18,293","8,804",2.08
서울특별시,금천구,시흥제5동,"17,164","8,938",1.92
서울특별시,영등포구,,"371,177","193,000",1.92
서울특별시,영등포구,영등포본동,"20,258","10,371",1.95
서울특별시,영등포구,영등포동,"31,267","22,465",1.39
서울특별시,영등포구,여의동,"34,056","14,226",2.39
서울특별시,영등포구,당산제1동,"21,105","11,991",1.76
서울특별시,영등포구,당산제2동,"36,392","19,031",1.91
서울특별시,영등포구,도림동,"17,593","9,946",1.77
서울특별시,영등포구,문래동,"31,114","12,960",2.4
서울특별시,영등포구,양평제1동,"18,200","10,073",1.81
서울특별시,영등포구,양평제2동,"22,468","11,364",1.98
서울특별시,영등포구,신길제1동,"18,906","11,661",1.62
서울특별시,영등포구,신길제3동,"15,990","7,800",2.05
서울특별시,영등포구,신길제4동,"11,765","5,693",2.07
서울특별시,영등포구,신길제5동,"9,553","4,459",2.14
서울특별시,영등포구,신길제6동,"17,684","9,176",1.93
서울특별시,영등포구,신길제7동,"19,410","7,859",2.47
서울특별시,영등포구,대림제1동,"13,214","6,787",1.95
서울특별시,영등포구,대림제2동,"11,462","6,852",1.67
서울특별시,영등포구,대림제3동,"20,740","10,286",2.02
서울특별시,동작구,,"372,236","187,849",1.98
서울특별시,동작구,노량진제1동,"33,103","18,303",1.81
서울특별시,동작구,노량진제2동,"7,755","5,517",1.41
서울특별시,동작구,상도제1동,"44,016","23,265",1.89
서울특별시,동작구,상도제2동,"26,799","12,369",2.17
서울특별시,동작구,상도제3동,"23,318","12,238",1.91
서울특별시,동작구,상도제4동,"28,740","14,775",1.95
서울특별시,동작구,흑석동,"29,851","13,022",2.29
서울특별시,동작구,사당제1동,"22,127","13,953",1.59
서울특별시,동작구,사당제2동,"27,614","12,494",2.21
서울특별시,동작구,사당제3동,"23,154","10,405",2.23
서울특별시,동작구,사당제4동,"13,556","7,303",1.86
서울특별시,동작구,사당제5동,"13,801","6,673",2.07
서울특별시,동작구,대방동,"33,599","16,078",2.09
서울특별시,동작구,신대방제1동,"22,764","10,421",2.18
서울특별시,동작구,신대방제2동,"22,039","11,033",2
서울특별시,관악구,,"478,468","290,923",1.64
서울특별시,관악구,보라매동,"22,912","12,946",1.77
서울특별시,관악구,청림동,"14,220","6,348",2.24
서울특별시,관악구,성현동,"29,504","12,938",2.28
서울특별시,관악구,행운동,"28,456","18,391",1.55
서울특별시,관악구,낙성대동,"17,690","12,582",1.41
서울특별시,관악구,청룡동,"36,093","24,931",1.45
서울특별시,관악구,은천동,"31,306","16,041",1.95
서울특별시,관악구,중앙동,"15,196","10,586",1.44
서울특별시,관악구,인헌동,"25,069","15,134",1.66
서울특별시,관악구,남현동,"17,200","9,831",1.75
서울특별시,관악구,서원동,"22,807","15,534",1.47
서울특별시,관악구,신원동,"17,188","11,363",1.51
서울특별시,관악구,서림동,"23,621","15,865",1.49
서울특별시,관악구,신사동,"22,104","14,818",1.49
서울특별시,관악구,신림동,"23,429","19,695",1.19
서울특별시,관악구,난향동,"14,320","6,133",2.33
서울특별시,관악구,조원동,"19,855","12,636",1.57
서울특별시,관악구,대학동,"24,982","18,490",1.35
서울특별시,관악구,삼성동,"19,972","9,817",2.03
서울특별시,관악구,미성동,"28,386","14,056",2.02
서울특별시,관악구,난곡동,"24,158","12,788",1.89
서울특별시,서초구,,"415,540","174,100",2.39
서울특별시,서초구,서초1동,"19,956","9,525",2.1
서울특별시,서초구,서초2동,"24,811","11,520",2.15
서울특별시,서초구,서초3동,"32,069","15,631",2.05
서울특별시,서초구,서초4동,"29,978","10,676",2.81
서울특별시,서초구,잠원동,"34,664","13,445",2.58
서울특별시,서초구,반포본동,209,102,2.05
서울특별시,서초구,반포1동,"33,211","14,492",2.29
서울특별시,서초구,반포2동,"26,511","8,599",3.08
서울특별시,서초구,반포3동,"23,630","8,223",2.87
서울특별시,서초구,반포4동,"18,198","6,956",2.62
서울특별시,서초구,방배본동,"19,920","7,856",2.54
서울특별시,서초구,방배1동,"16,269","7,499",2.17
서울특별시,서초구,방배2동,"17,433","7,728",2.26
서울특별시,서초구,방배3동,"15,378","5,768",2.67
서울특별시,서초구,방배4동,"25,587","10,629",2.41
서울특별시,서초구,양재1동,"40,411","17,501",2.31
서울특별시,서초구,양재2동,"20,721","10,970",1.89
서울특별시,서초구,내곡동,"16,584","6,980",2.38
서울특별시,강남구,,"554,165","244,970",2.26
서울특별시,강남구,신사동,"14,980","6,534",2.29
서울특별시,강남구,논현1동,"20,721","13,496",1.54
서울특별시,강남구,논현2동,"20,024","11,125",1.8
서울특별시,강남구,압구정동,"25,478","9,940",2.56
서울특별시,강남구,청담동,"26,088","11,385",2.29
서울특별시,강남구,삼성1동,"12,742","5,529",2.3
서울특별시,강남구,삼성2동,"30,251","13,801",2.19
서울특별시,강남구,대치1동,"23,572","7,179",3.28
서울특별시,강남구,대치2동,"38,368","13,397",2.86
서울특별시,강남구,대치4동,"17,993","9,577",1.88
서울특별시,강남구,역삼1동,"34,113","23,824",1.43
서울특별시,강남구,역삼2동,"35,980","15,600",2.31
서울특별시,강남구,도곡1동,"20,762","8,444",2.46
서울특별시,강남구,도곡2동,"31,793","11,340",2.8
서울특별시,강남구,개포1동,"26,545","9,123",2.91
서울특별시,강남구,개포2동,"40,727","14,459",2.82
서울특별시,강남구,개포3동,"15,500","6,972",2.22
서울특별시,강남구,개포4동,"22,924","10,039",2.28
서울특별시,강남구,세곡동,"45,735","20,204",2.26
서울특별시,강남구,일원본동,"22,244","7,924",2.81
서울특별시,강남구,일원1동,"14,124","7,472",1.89
서울특별시,강남구,수서동,"13,501","7,606",1.78
서울특별시,송파구,,"650,071","289,170",2.25
서울특별시,송파구,풍납1동,"10,633","5,132",2.07
서울특별시,송파구,풍납2동,"22,871","10,538",2.17
서울특별시,송파구,거여1동,"11,777","5,643",2.09
서울특별시,송파구,거여2동,"22,893","10,041",2.28
서울특별시,송파구,마천1동,"15,073","7,247",2.08
서울특별시,송파구,마천2동,"16,928","8,401",2.01
서울특별시,송파구,방이1동,"14,821","6,159",2.41
서울특별시,송파구,방이2동,"26,220","16,194",1.62
서울특별시,송파구,오륜동,"17,425","5,857",2.98
서울특별시,송파구,오금동,"36,881","15,689",2.35
서울특별시,송파구,송파1동,"22,894","12,518",1.83
서울특별시,송파구,송파2동,"19,072","7,488",2.55
서울특별시,송파구,석촌동,"29,982","17,068",1.76
서울특별시,송파구,삼전동,"28,228","16,087",1.75
서울특별시,송파구,가락본동,"24,467","11,674",2.1
서울특별시,송파구,가락1동,"27,059","9,760",2.77
서울특별시,송파구,가락2동,"28,342","11,699",2.42
서울특별시,송파구,문정1동,"19,631","8,984",2.19
서울특별시,송파구,문정2동,"28,600","15,793",1.81
서울특별시,송파구,장지동,"30,615","13,185",2.32
서울특별시,송파구,위례동,"44,823","14,987",2.99
서울특별시,송파구,잠실본동,"27,162","16,095",1.69
서울특별시,송파구,잠실2동,"34,500","11,505",3
서울특별시,송파구,잠실3동,"33,368","11,770",2.84
서울특별시,송파구,잠실4동,"30,439","10,520",2.89
서울특별시,송파구,잠실6동,"16,084","5,782",2.78
서울특별시,송파구,잠실7동,"9,283","3,354",2.77
서울특별시,강동구,,"499,795","223,615",2.24
서울특별시,강동구,강일동,"34,208","13,833",2.47
서울특별시,강동구,상일제1동,"38,871","13,512",2.88
서울특별시,강동구,상일제2동,"13,226","5,279",2.51
서울특별시,강동구,명일제1동,"24,678","9,994",2.47
서울특별시,강동구,명일제2동,"16,812","6,419",2.62
서울특별시,강동구,고덕제1동,"23,647","8,150",2.9
서울특별시,강동구,고덕제2동,"26,167","10,355",2.53
서울특별시,강동구,암사제1동,"32,583","15,869",2.05
서울특별시,강동구,암사제2동,"14,416","6,388",2.26
서울특별시,강동구,암사제3동,"16,873","6,048",2.79
서울특별시,강동구,천호제1동,"24,585","12,726",1.93
서울특별시,강동구,천호제2동,"35,650","19,125",1.86
서울특별시,강동구,천호제3동,"27,326","15,645",1.75
서울특별시,강동구,성내제1동,"18,890","8,240",2.29
서울특별시,강동구,성내제2동,"24,189","14,094",1.72
서울특별시,강동구,성내제3동,"21,543","10,615",2.03
서울특별시,강동구,길동,"48,092","24,399",1.97
서울특별시,강동구,둔촌제1동,"32,866","11,961",2.75
서울특별시,강동구,둔촌제2동,"25,173","10,963",2.3
부산광역시,,,"3,237,227","1,579,081",2.05
부산광역시,중구,,"36,391","23,331",1.56
부산광역시,중구,중앙동,"3,137","2,529",1.24
부산광역시,중구,동광동,"2,263","1,530",1.48
부산광역시,중구,대청동,"5,469","3,396",1.61
부산광역시,중구,보수동,"9,762","6,041",1.62
부산광역시,중구,부평동,"3,938","2,582",1.53
부산광역시,중구,광복동,844,517,1.63
부산광역시,중구,남포동,747,560,1.33
부산광역시,중구,영주제1동,"4,185","2,834",1.48
부산광역시,중구,영주제2동,"6,046","3,342",1.81
부산광역시,서구,,"101,452","53,424",1.9
부산광역시,서구,동대신제1동,"4,997","2,608",1.92
부산광역시,서구,동대신제2동,"6,215","3,270",1.9
부산광역시,서구,동대신제3동,"6,926","3,778",1.83
부산광역시,서구,서대신제1동,"14,401","6,733",2.14
부산광역시,서구,서대신제3동,"7,180","3,121",2.3
부산광역시,서구,서대신제4동,"6,831","2,915",2.34
부산광역시,서구,부민동,"7,304","4,252",1.72
부산광역시,서구,아미동,"6,027","3,900",1.55
부산광역시,서구,초장동,"3,497","2,260",1.55
부산광역시,서구,충무동,"9,212","5,417",1.7
부산광역시,서구,남부민제1동,"4,167","2,458",1.7
부산광역시,서구,남부민제2동,"7,244","4,229",1.71
부산광역시,서구,암남동,"17,451","8,483",2.06
부산광역시,동구,,"83,530","46,279",1.8
부산광역시,동구,초량제1동,"4,794","3,171",1.51
부산광역시,동구,초량제2동,"4,904","3,131",1.57
부산광역시,동구,초량제3동,"12,857","6,577",1.95
부산광역시,동구,초량제6동,"4,877","2,785",1.75
부산광역시,동구,수정제1동,"3,967","2,189",1.81
부산광역시,동구,수정제2동,"8,630","4,725",1.83
부산광역시,동구,수정제4동,"3,205","1,936",1.66
부산광역시,동구,수정제5동,"4,391","2,481",1.77
부산광역시,동구,좌천동,"10,635","5,611",1.9
부산광역시,동구,범일제1동,"10,212","5,929",1.72
부산광역시,동구,범일제2동,"6,119","3,613",1.69
부산광역시,동구,범일제5동,"8,939","4,131",2.16
부산광역시,영도구,,"100,733","53,021",1.9
부산광역시,영도구,남항동,"9,769","5,502",1.78
부산광역시,영도구,영선제1동,"3,520","1,786",1.97
부산광역시,영도구,영선제2동,"6,989","3,423",2.04
