행정구역,구로구,동,총인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상
서울특별시,,,"9,281,625","450,726","713,981","1,224,817","1,470,576","1,353,165","1,458,904","1,314,689","854,991","379,317","58,956","1,503"
서울특별시,종로구,,"135,935","4,896","9,042","19,717","19,910","17,970","22,333","20,914","12,868","6,961","1,280",44
서울특별시,종로구,청운효자동,"10,592",447,966,"1,169","1,501","1,651","1,819","1,403",948,581,104,3
서울특별시,종로구,사직동,"8,828",368,590,991,"1,397","1,363","1,446","1,287",765,501,114,6
서울특별시,종로구,삼청동,"2,029",62,137,197,266,289,301,345,255,142,35,0
서울특별시,종로구,부암동,"8,862",311,736,"1,029","1,157","1,308","1,550","1,375",836,455,100,5
서울특별시,종로구,평창동,"16,921",820,"1,507","1,703","1,962","2,362","2,947","2,859","1,616",899,236,10
서울특별시,종로구,무악동,"7,696",483,852,755,795,"1,211","1,373","1,102",673,387,65,0
서울특별시,종로구,교남동,"9,476",615,724,"1,015","1,428","1,586","1,681","1,187",797,385,58,0
서울특별시,종로구,가회동,"3,500",124,263,320,482,526,619,534,375,221,34,2
서울특별시,종로구,종로1.2.3.4가동,"6,561",140,215,864,"1,030",828,"1,013","1,218",806,389,53,5
서울특별시,종로구,종로5.6가동,"5,400",132,201,"1,186","1,003",577,753,782,473,258,35,0
서울특별시,종로구,이화동,"7,044",132,341,"1,549","1,252",794,962,958,643,351,59,3
서울특별시,종로구,혜화동,"15,721",422,"1,173","4,184","2,109","1,761","2,261","1,744","1,149",773,139,6
서울특별시,종로구,창신제1동,"4,328",94,131,496,612,442,710,996,550,263,34,0
서울특별시,종로구,창신제2동,"7,048",130,267,721,859,716,"1,417","1,579",890,400,68,1
서울특별시,종로구,창신제3동,"6,031",242,348,649,983,709,"1,030","1,105",609,303,52,1
서울특별시,종로구,숭인제1동,"5,654",161,298,645,823,743,991,"1,029",629,285,48,2
서울특별시,종로구,숭인제2동,"10,244",213,293,"2,244","2,251","1,104","1,460","1,411",854,368,46,0
서울특별시,중구,,"117,305","4,793","5,850","15,147","21,267","16,111","17,667","17,702","11,812","5,872","1,056",28
서울특별시,중구,소공동,"2,205",140,152,212,407,550,360,199,124,51,10,0
서울특별시,중구,회현동,"4,032",118,199,375,525,460,657,789,579,271,56,3
서울특별시,중구,명동,"2,479",48,99,307,301,309,449,442,318,166,40,0
서울특별시,중구,필동,"4,331",113,210,806,850,559,560,564,410,198,60,1
서울특별시,중구,장충동,"4,553",93,286,"1,282",631,476,560,527,432,224,42,0
서울특별시,중구,광희동,"5,709",105,178,"1,026","1,343",677,710,821,549,261,39,0
서울특별시,중구,을지로동,"3,039",137,89,354,832,572,368,353,218,99,17,0
서울특별시,중구,신당동,"7,236",202,220,"1,146","1,353",917,"1,084","1,161",734,361,56,2
서울특별시,중구,다산동,"12,813",339,659,"1,674","2,143","1,642","2,061","2,104","1,369",705,114,3
서울특별시,중구,약수동,"15,562",704,795,"1,480","2,347","1,997","2,482","2,608","1,917","1,016",211,5
서울특별시,중구,청구동,"10,605",506,566,"1,078","1,966","1,293","1,634","1,693","1,147",620,101,1
서울특별시,중구,신당제5동,"9,957",397,494,"1,247","1,867","1,406","1,552","1,527",952,446,68,1
서울특별시,중구,동화동,"9,694",528,682,961,"1,290","1,302","1,648","1,700",992,500,90,1
서울특별시,중구,황학동,"13,134",530,484,"1,983","3,331","1,913","1,679","1,630","1,054",464,63,3
서울특별시,중구,중림동,"11,956",833,737,"1,216","2,081","2,038","1,863","1,584","1,017",490,89,8
서울특별시,용산구,,"199,459","9,727","12,552","25,371","36,951","28,923","31,323","27,816","16,510","8,532","1,694",60
서울특별시,용산구,후암동,"15,584",535,"1,049","1,914","2,887","2,168","2,499","2,267","1,439",694,128,4
서울특별시,용산구,용산2가동,"8,352",196,366,"1,104","1,690","1,131","1,154","1,227",915,468,96,5
서울특별시,용산구,남영동,"7,004",155,198,775,"1,344",771,"1,282","1,433",710,297,35,4
서울특별시,용산구,청파동,"18,790",439,886,"3,853","3,710","2,084","2,820","2,544","1,536",800,113,5
서울특별시,용산구,원효로제1동,"17,082",995,915,"2,597","4,340","2,663","2,280","1,814",987,412,78,1
서울특별시,용산구,원효로제2동,"13,318",672,878,"1,680","2,487","1,845","2,120","1,900","1,068",557,108,3
서울특별시,용산구,효창동,"10,383",570,658,"1,352","2,054","1,563","1,667","1,321",718,397,81,2
서울특별시,용산구,용문동,"11,023",528,575,"1,361","2,112","1,447","1,729","1,544","1,117",531,72,7
서울특별시,용산구,한강로동,"20,844","1,194",926,"2,770","4,861","2,901","3,122","2,787","1,444",710,127,2
서울특별시,용산구,이촌제1동,"24,925","2,009","2,583","2,409","2,895","4,074","4,388","3,235","1,813","1,186",322,11
서울특별시,용산구,이촌제2동,"7,682",423,422,694,"1,308","1,139","1,171","1,235",810,393,86,1
서울특별시,용산구,이태원제1동,"5,361",190,205,574,"1,110",707,771,892,551,296,64,1
서울특별시,용산구,이태원제2동,"8,333",275,422,"1,055","1,656","1,264","1,217","1,142",761,457,81,3
서울특별시,용산구,한남동,"13,658",816,905,"1,323","2,355","2,400","2,198","1,784","1,195",580,100,2
서울특별시,용산구,서빙고동,"12,130",600,"1,309","1,388","1,398","2,074","2,027","1,743",910,506,166,9
서울특별시,용산구,보광동,"4,990",130,255,522,744,692,878,948,536,248,37,0
서울특별시,성동구,,"274,199","15,595","17,045","37,068","48,267","39,458","42,580","38,431","22,929","11,101","1,693",32
서울특별시,성동구,왕십리제2동,"15,603",900,984,"1,901","2,950","2,233","2,431","2,199","1,332",582,89,2
서울특별시,성동구,왕십리도선동,"25,536","1,743","1,638","3,484","4,438","3,799","4,023","3,367","1,906",974,163,1
서울특별시,성동구,마장동,"21,406",826,"1,305","4,008","3,506","2,420","3,173","3,096","1,972",953,145,2
서울특별시,성동구,사근동,"12,097",240,775,"5,016","1,633",998,"1,248","1,017",688,442,40,0
서울특별시,성동구,행당제1동,"15,720",976,"1,077","2,193","2,857","2,370","2,465","1,960","1,136",580,102,4
서울특별시,성동구,행당제2동,"22,193","1,488","1,742","2,271","3,453","3,320","3,832","3,033","1,907",992,152,3
서울특별시,성동구,응봉동,"14,349",902,"1,333","1,469","2,092","2,356","2,509","1,817","1,145",636,90,0
서울특별시,성동구,금호1가동,"14,233",962,978,"1,300","2,265","2,401","2,174","2,090","1,371",577,113,2
서울특별시,성동구,금호2.3가동,"20,552","1,371","1,157","2,015","3,701","3,287","3,220","2,902","1,854",916,124,5
서울특별시,성동구,금호4가동,"13,682","1,049",894,"1,084","2,360","2,353","2,112","1,886","1,235",602,103,4
서울특별시,성동구,옥수동,"25,115","2,190","1,651","2,065","4,533","4,364","3,707","3,383","2,052",984,182,4
서울특별시,성동구,성수1가제1동,"14,723",749,751,"1,811","2,849","1,915","2,478","2,492","1,154",454,69,1
서울특별시,성동구,성수1가제2동,"14,274",804,758,"1,803","3,021","2,144","2,221","1,906","1,084",472,61,0
서울특별시,성동구,성수2가제1동,"13,222",449,619,"1,476","2,164","1,682","2,189","2,671","1,338",559,75,0
서울특별시,성동구,성수2가제3동,"9,303",321,464,"1,335","1,755","1,207","1,473","1,382",849,452,64,1
서울특별시,성동구,송정동,"8,993",288,420,"1,187","1,631","1,179","1,456","1,564",876,350,40,2
서울특별시,성동구,용답동,"13,198",337,499,"2,650","3,059","1,430","1,869","1,666","1,030",576,81,1
서울특별시,광진구,,"330,791","13,180","22,743","53,915","57,209","45,753","50,507","45,942","27,488","12,117","1,892",45
서울특별시,광진구,화양동,"22,936",271,712,"9,881","4,945","1,939","1,857","1,534","1,169",557,69,2
서울특별시,광진구,군자동,"18,500",490,948,"4,002","3,504","2,319","2,376","2,463","1,556",742,98,2
서울특별시,광진구,중곡제1동,"14,801",414,619,"2,383","3,189","1,858","2,162","2,187","1,292",614,81,2
서울특별시,광진구,중곡제2동,"19,652",579,"1,145","2,893","3,626","2,578","3,048","3,151","1,799",733,99,1
서울특별시,광진구,중곡제3동,"15,180",525,728,"1,931","2,858","1,839","2,401","2,589","1,534",693,81,1
서울특별시,광진구,중곡제4동,"26,753",795,"1,465","3,335","4,150","3,219","4,636","4,912","2,883","1,198",156,4
서울특별시,광진구,능동,"10,593",330,490,"2,023","2,363","1,514","1,364","1,222",858,383,46,0
서울특별시,광진구,광장동,"32,833","2,255","4,972","3,448","3,177","6,425","5,853","3,663","1,921",917,198,4
서울특별시,광진구,자양제1동,"21,417",549,"1,227","3,572","4,035","2,859","3,312","3,067","1,826",842,125,3
서울특별시,광진구,자양제2동,"26,254","1,583","1,774","3,218","4,944","3,833","4,041","3,649","2,218",867,124,3
서울특별시,광진구,자양제3동,"26,547","1,664","2,300","3,143","3,783","4,047","4,331","3,823","2,222",999,226,9
서울특별시,광진구,자양제4동,"19,921",668,825,"2,986","3,892","2,451","3,004","3,130","1,992",825,145,3
서울특별시,광진구,구의제1동,"23,264",664,"1,216","4,613","4,876","3,051","3,397","2,925","1,629",773,116,4
서울특별시,광진구,구의제2동,"24,773",991,"1,969","2,960","3,513","3,628","4,308","3,847","2,390","1,003",161,3
서울특별시,광진구,구의제3동,"27,367","1,402","2,353","3,527","4,354","4,193","4,417","3,780","2,199",971,167,4
서울특별시,동대문구, ,"353,448","18,069","23,204","55,475","56,547","48,556","52,622","48,855","32,227","15,566","2,277",50
서울특별시,동대문구,신설동,"16,412",790,832,"2,984","3,528","2,314","2,307","1,914","1,116",552,75,0
서울특별시,동대문구,용두동,"22,706",900,"1,077","3,654","3,997","3,209","3,464","3,163","2,049","1,029",161,3
서울특별시,동대문구,제기동,"22,065",668,"1,082","4,096","3,209","2,325","3,186","3,389","2,561","1,356",189,4
서울특별시,동대문구,전농제1동,"32,482","1,706","2,180","4,705","4,881","4,541","5,228","4,685","2,896","1,437",218,5
서울특별시,동대문구,전농제2동,"17,115",870,"1,358","1,709","2,214","2,324","2,907","2,862","1,813",936,118,4
서울특별시,동대문구,답십리제1동,"27,611","1,941","1,984","3,462","5,204","4,517","3,823","3,519","2,035",964,159,3
서울특별시,동대문구,답십리제2동,"27,116","1,501","1,558","2,741","4,541","3,616","4,221","4,437","2,904","1,391",204,2
서울특별시,동대문구,장안제1동,"36,998","1,680","2,464","4,598","5,962","5,718","5,651","5,609","3,646","1,475",188,7
서울특별시,동대문구,장안제2동,"33,005","2,259","2,883","3,544","4,939","5,597","5,091","4,428","2,923","1,189",149,3
서울특별시,동대문구,청량리동,"18,374",604,867,"1,997","2,325","2,070","2,783","3,549","2,651","1,284",240,4
서울특별시,동대문구,회기동,"10,269",271,689,"3,463","1,517","1,033","1,191",920,674,433,75,3
서울특별시,동대문구,휘경제1동,"16,805","1,009",926,"3,840","3,252","2,070","2,144","1,712","1,148",613,88,3
서울특별시,동대문구,휘경제2동,"23,529",811,"1,822","5,472","3,118","2,775","3,367","2,950","2,127",948,136,3
서울특별시,동대문구,이문제1동,"31,110","2,205","2,168","6,905","5,523","4,162","4,234","3,041","1,753",966,150,3
서울특별시,동대문구,이문제2동,"17,851",854,"1,314","2,305","2,337","2,285","3,025","2,677","1,931",993,127,3
서울특별시,중랑구,,"376,504","16,054","22,821","43,924","59,549","50,329","60,556","64,428","39,470","16,898","2,412",63
서울특별시,중랑구,면목제2동,"22,841",771,"1,270","2,421","3,357","2,971","3,911","4,405","2,458","1,114",159,4
서울특별시,중랑구,면목제4동,"17,441",668,987,"1,865","2,480","2,386","3,024","2,987","2,037",921,82,4
서울특별시,중랑구,면목제5동,"13,744",937,925,"1,305","2,083","2,269","2,228","2,175","1,250",512,59,1
서울특별시,중랑구,면목본동,"31,469",886,"1,457","3,967","5,371","3,968","5,394","5,501","3,290","1,457",176,2
서울특별시,중랑구,면목제7동,"20,408",795,975,"2,281","3,285","2,602","3,302","3,709","2,370",933,153,3
서울특별시,중랑구,면목제3.8동,"23,347",740,"1,110","2,771","3,480","2,884","3,938","4,398","2,691","1,183",147,5
서울특별시,중랑구,상봉제1동,"22,733","1,254","1,620","2,607","3,559","3,081","3,570","3,960","2,037",913,129,3
서울특별시,중랑구,상봉제2동,"21,964",700,678,"4,344","5,632","2,538","2,833","2,745","1,689",703,98,4
서울특별시,중랑구,중화제1동,"17,835",721,"1,041","1,893","3,079","2,356","2,685","3,136","2,036",787,98,3
서울특별시,중랑구,중화제2동,"25,574",975,"1,055","2,967","4,233","3,270","4,181","4,679","2,811","1,235",165,3
서울특별시,중랑구,묵제1동,"33,173","1,353","2,789","4,499","4,586","4,736","5,482","4,919","3,235","1,386",186,2
서울특별시,중랑구,묵제2동,"17,471",610,917,"2,165","2,610","2,272","2,942","2,983","2,004",844,122,2
서울특별시,중랑구,망우본동,"37,949","2,513","2,376","3,855","6,438","5,572","5,536","6,173","3,712","1,510",258,6
서울특별시,중랑구,망우제3동,"15,157",423,765,"1,591","2,017","1,757","2,707","3,117","1,875",779,125,1
서울특별시,중랑구,신내1동,"36,551","1,856","3,599","3,626","4,554","5,124","5,783","6,286","3,740","1,672",298,13
서울특별시,중랑구,신내2동,"18,847",852,"1,257","1,767","2,785","2,543","3,040","3,255","2,235",949,157,7
서울특별시,성북구,,"421,106","20,862","33,704","61,828","57,118","58,878","70,110","58,462","38,096","19,058","2,917",73
서울특별시,성북구,성북동,"15,514",518,942,"2,318","2,522","2,020","2,654","2,173","1,391",819,149,8
서울특별시,성북구,삼선동,"21,504",639,"1,445","4,005","3,035","2,628","3,739","2,922","1,835","1,107",140,9
서울특별시,성북구,동선동,"14,922",320,883,"4,713","2,406","1,655","1,844","1,449",961,596,91,4
서울특별시,성북구,돈암제1동,"13,638",593,950,"1,601","1,867","1,668","2,355","2,299","1,462",711,130,2
서울특별시,성북구,돈암제2동,"22,770","1,476","2,393","2,446","2,792","3,534","4,221","3,128","1,749",842,186,3
서울특별시,성북구,안암동,"15,564",338,818,"5,833","2,202","1,353","1,821","1,528",990,578,102,1
서울특별시,성북구,보문동,"15,611",781,941,"2,335","2,737","2,165","2,598","2,119","1,229",613,91,2
서울특별시,성북구,정릉제1동,"17,433","1,011","1,599","2,092","2,293","2,648","2,969","2,288","1,611",803,119,0
서울특별시,성북구,정릉제2동,"21,380",969,"1,444","2,636","2,783","2,838","3,716","3,415","2,306","1,090",179,4
서울특별시,성북구,정릉제3동,"13,822",342,860,"3,451","1,620","1,315","1,924","1,969","1,455",762,123,1
서울특별시,성북구,정릉제4동,"23,347",981,"1,719","2,891","2,791","3,085","4,214","3,702","2,527","1,256",174,7
서울특별시,성북구,길음제1동,"35,319","2,556","5,123","3,504","3,762","6,760","6,430","3,417","2,400","1,200",165,2
서울특별시,성북구,길음제2동,"21,369","1,768","2,135","2,390","2,743","3,699","3,740","2,546","1,586",649,111,2
서울특별시,성북구,종암동,"36,618","1,733","3,058","5,171","4,690","5,088","6,080","5,269","3,336","1,829",357,7
서울특별시,성북구,월곡제1동,"24,355","1,306","2,212","2,534","3,029","3,691","4,172","3,594","2,442","1,223",147,5
서울특별시,성북구,월곡제2동,"18,370",661,"1,216","3,289","2,632","2,245","2,777","2,618","1,840",938,149,5
서울특별시,성북구,장위제1동,"22,459","1,157","1,677","2,543","3,132","3,164","3,920","3,687","2,091",969,118,1
서울특별시,성북구,장위제2동,"15,636",721,866,"1,804","2,611","2,014","2,552","2,432","1,748",772,114,2
서울특별시,성북구,장위제3동,"18,740","1,632","1,570","2,131","2,758","3,164","3,060","2,452","1,389",513,69,2
서울특별시,성북구,석관동,"32,735","1,360","1,853","4,141","4,713","4,144","5,324","5,455","3,748","1,788",203,6
서울특별시,강북구,,"277,509","9,298","17,571","33,298","34,497","35,611","47,934","47,583","32,989","16,454","2,226",48
서울특별시,강북구,삼양동,"24,161",987,"1,645","2,738","2,999","3,193","4,355","4,117","2,700","1,253",170,4
서울특별시,강북구,미아동,"20,093",397,"1,021","3,159","2,682","2,294","3,304","3,565","2,347","1,166",155,3
서울특별시,강북구,송중동,"27,132",995,"1,700","3,245","3,601","3,571","4,693","4,653","3,061","1,437",174,2
서울특별시,강북구,송천동,"22,652",680,"1,201","2,384","2,806","2,840","3,916","4,351","2,943","1,363",164,4
서울특별시,강북구,삼각산동,"29,798","1,923","3,474","3,058","3,271","4,961","5,642","3,738","2,438","1,128",163,2
서울특별시,강북구,번1동,"15,876",385,678,"2,610","2,330","2,085","2,621","2,493","1,757",814,99,4
서울특별시,강북구,번2동,"14,115",346,742,"1,428","1,569","1,682","2,383","2,649","2,092","1,100",119,5
서울특별시,강북구,번3동,"15,273",526,955,"1,379","1,577","1,676","2,608","2,663","2,378","1,351",156,4
서울특별시,강북구,수유1동,"19,226",543,"1,120","2,456","2,584","2,371","3,110","3,478","2,303","1,085",174,2
서울특별시,강북구,수유2동,"19,744",649,"1,113","2,212","2,250","2,363","3,469","3,605","2,497","1,372",208,6
서울특별시,강북구,수유3동,"22,223",414,919,"3,705","3,323","2,663","3,725","3,713","2,401","1,199",160,1
서울특별시,강북구,우이동,"19,344",614,"1,224","1,997","2,253","2,399","3,406","3,378","2,485","1,374",210,4
서울특별시,강북구,인수동,"27,872",839,"1,779","2,927","3,252","3,513","4,702","5,180","3,587","1,812",274,7
서울특별시,도봉구,,"297,820","11,371","20,810","32,115","37,084","38,877","51,178","53,188","34,421","16,224","2,482",70
서울특별시,도봉구,창제1동,"22,562",915,"1,693","2,491","3,114","3,130","3,908","3,603","2,370","1,163",169,6
서울특별시,도봉구,창제2동,"27,407","1,032","1,826","3,162","3,829","3,646","4,745","4,724","2,886","1,382",173,2
서울특별시,도봉구,창제3동,"12,506",352,845,"1,269","1,384","1,636","2,308","2,343","1,514",766,86,3
서울특별시,도봉구,창제4동,"25,798","1,259","2,118","3,071","3,679","3,607","4,480","4,082","2,252","1,032",214,4
서울특별시,도봉구,창제5동,"23,236",967,"1,592","2,743","3,401","2,980","3,928","3,977","2,370","1,081",190,7
서울특별시,도봉구,도봉제1동,"19,293",421,950,"1,726","1,963","2,142","3,336","3,894","3,075","1,582",199,5
서울특별시,도봉구,도봉제2동,"25,671","1,197","1,370","2,335","3,268","3,315","4,038","4,755","3,557","1,583",245,8
서울특별시,도봉구,쌍문제1동,"20,459",733,"1,387","2,481","2,330","2,495","3,577","3,573","2,396","1,295",181,11
서울특별시,도봉구,쌍문제2동,"17,208",594,"1,040","1,829","2,204","2,253","2,942","3,160","2,089",924,170,3
서울특별시,도봉구,쌍문제3동,"15,843",524,842,"2,046","2,261","2,057","2,605","2,682","1,786",937,101,2
서울특별시,도봉구,쌍문제4동,"17,522",788,"1,682","1,790","2,033","2,484","3,003","3,116","1,747",742,134,3
서울특별시,도봉구,방학제1동,"27,721",949,"2,013","3,093","3,094","3,642","4,953","5,072","3,246","1,440",213,6
서울특별시,도봉구,방학제2동,"17,385",467,"1,034","1,711","1,836","2,053","3,161","3,524","2,313","1,150",135,1
서울특별시,도봉구,방학제3동,"25,209","1,173","2,418","2,368","2,688","3,437","4,194","4,683","2,820","1,147",272,9
서울특별시,노원구,,"480,045","22,381","43,148","59,411","62,151","67,674","82,124","72,085","46,333","21,065","3,588",85
서울특별시,노원구,월계1동,"20,133",739,"1,357","3,654","2,507","2,461","3,196","2,962","2,157",971,125,4
서울특별시,노원구,월계2동,"24,502","1,036","1,837","2,383","2,693","3,385","4,139","4,297","3,151","1,347",228,6
서울특별시,노원구,월계3동,"27,617","1,504","1,674","2,606","4,520","3,737","4,283","4,356","3,233","1,469",232,3
서울특별시,노원구,공릉1동,"35,130","1,159","2,310","6,391","4,818","4,540","5,212","5,381","3,610","1,506",200,3
서울특별시,노원구,공릉2동,"40,678","2,489","3,982","6,645","5,487","6,080","6,362","5,069","3,068","1,267",227,2
서울특별시,노원구,하계1동,"25,059",813,"2,496","4,091","2,811","2,898","4,431","3,904","2,344","1,066",201,4
서울특별시,노원구,하계2동,"19,421","1,051","2,154","2,156","2,512","2,997","3,437","2,865","1,478",643,127,1
서울특별시,노원구,중계본동,"21,973","1,003","3,961","2,558","1,665","3,967","4,381","2,611","1,194",524,106,3
서울특별시,노원구,중계1동,"25,709","1,548","5,032","2,404","1,895","5,507","4,782","2,601","1,265",576,98,1
서울특별시,노원구,중계4동,"18,464",761,"1,779","2,002","1,843","2,504","3,508","2,806","2,037","1,052",168,4
서울특별시,노원구,중계2.3동,"30,976","1,244","2,301","3,116","4,030","4,067","5,269","4,857","3,729","2,008",346,9
서울특별시,노원구,상계1동,"35,794","1,497","2,671","3,953","4,334","4,585","6,257","6,503","3,984","1,721",280,9
서울특별시,노원구,상계2동,"18,502",553,"1,396","2,506","2,214","2,214","3,518","3,267","1,848",832,150,4
서울특별시,노원구,상계3.4동,"26,200","1,088","1,988","2,715","2,671","3,372","4,791","4,664","3,111","1,590",206,4
서울특별시,노원구,상계5동,"21,971",635,"1,514","2,432","2,519","2,579","4,132","3,988","2,590","1,329",244,9
서울특별시,노원구,상계6.7동,"30,044","1,538","2,254","3,533","5,012","4,193","5,198","4,298","2,621","1,131",255,11
서울특별시,노원구,상계8동,"21,207","1,813","1,555","2,165","4,807","3,280","2,935","2,279","1,584",666,121,2
서울특별시,노원구,상계9동,"18,835",895,"1,498","2,024","2,788","2,682","3,275","2,838","1,890",794,147,4
서울특별시,노원구,상계10동,"17,830","1,015","1,389","2,077","3,025","2,626","3,018","2,539","1,439",573,127,2
서울특별시,은평구,,"452,626","19,570","32,914","54,103","67,161","63,416","75,916","69,124","45,392","21,763","3,195",72
서울특별시,은평구,녹번동,"35,037","1,613","2,033","3,952","5,557","4,914","5,699","5,488","3,669","1,843",264,5
서울특별시,은평구,불광제1동,"33,540","1,393","2,078","3,934","5,153","4,394","5,474","5,494","3,503","1,814",299,4
서울특별시,은평구,불광제2동,"26,084",589,"1,261","3,286","3,967","3,028","4,311","4,749","3,120","1,583",183,7
서울특별시,은평구,갈현제1동,"13,933",335,862,"1,805","2,102","1,777","2,329","2,341","1,546",734,99,3
서울특별시,은평구,갈현제2동,"26,554",753,"1,957","3,423","3,635","3,575","4,766","4,254","2,769","1,237",184,1
서울특별시,은평구,구산동,"30,488","1,001","2,241","3,558","3,889","4,033","5,494","5,183","3,354","1,516",214,5
서울특별시,은평구,대조동,"26,779",719,"1,271","4,323","5,409","3,211","3,964","3,734","2,555","1,404",187,2
서울특별시,은평구,응암제1동,"31,894","1,707","2,456","3,898","5,082","4,978","5,235","4,213","2,750","1,371",202,2
서울특별시,은평구,응암제2동,"26,693","2,231","2,736","2,169","3,892","5,165","4,180","3,100","2,112",972,134,2
서울특별시,은평구,응암제3동,"22,660",566,"1,122","2,800","3,320","2,765","3,618","3,894","2,795","1,543",230,7
서울특별시,은평구,역촌동,"44,213","1,606","2,996","5,078","6,448","6,331","7,505","7,093","4,723","2,149",279,5
서울특별시,은평구,신사제1동,"25,770",977,"1,608","3,064","3,873","3,439","4,343","4,278","2,727","1,287",171,3
서울특별시,은평구,신사제2동,"19,316",796,"1,350","2,150","2,922","2,707","3,117","3,197","2,084",853,138,2
서울특별시,은평구,증산동,"15,099",809,"1,073","1,796","2,122","2,075","2,655","2,231","1,550",693,91,4
서울특별시,은평구,수색동,"21,058","1,744","1,379","2,357","3,663","3,039","3,584","2,849","1,578",711,150,4
서울특별시,은평구,진관동,"53,508","2,731","6,491","6,510","6,127","7,985","9,642","7,026","4,557","2,053",370,16
서울특별시,서대문구, ,"299,492","14,817","21,587","44,168","45,538","41,601","47,259","41,732","26,375","14,065","2,291",59
서울특별시,서대문구,천연동,"16,465",939,"1,191","1,763","2,469","2,230","2,830","2,489","1,506",879,167,2
서울특별시,서대문구,북아현동,"14,984","1,149",984,"1,701","2,790","2,361","2,403","1,940","1,006",550,95,5
서울특별시,서대문구,충현동,"19,038",845,"1,241","2,559","3,374","2,763","2,928","2,786","1,573",806,160,3
서울특별시,서대문구,신촌동,"20,581",384,977,"8,430","3,955","1,862","1,903","1,440",943,588,94,5
서울특별시,서대문구,연희동,"32,954","1,028","1,861","7,073","5,436","4,127","4,764","4,069","2,717","1,572",297,10
서울특별시,서대문구,홍제제1동,"24,185","1,156","1,624","2,763","3,663","3,246","4,208","3,695","2,415","1,246",167,2
서울특별시,서대문구,홍제제3동,"17,103",871,"1,018","1,953","2,409","2,185","2,885","2,707","1,823","1,097",152,3
서울특별시,서대문구,홍제제2동,"11,770",600,698,"1,235","1,831","1,428","1,969","2,083","1,202",623,97,4
서울특별시,서대문구,홍은제1동,"23,338","1,178","1,512","2,535","3,465","3,168","3,883","3,843","2,354","1,173",221,6
서울특별시,서대문구,홍은제2동,"27,015","1,118","2,072","3,506","3,775","3,746","4,525","4,227","2,510","1,311",220,5
서울특별시,서대문구,남가좌제1동,"17,280","1,762","2,082","1,479","2,215","3,456","2,649","1,822","1,136",580,97,2
서울특별시,서대문구,남가좌제2동,"28,284","1,902","2,579","3,723","3,867","4,564","4,339","3,430","2,406","1,282",187,5
서울특별시,서대문구,북가좌제1동,"17,039",918,"1,870","1,727","2,100","2,730","2,961","2,362","1,507",746,115,3
서울특별시,서대문구,북가좌제2동,"29,456",967,"1,878","3,721","4,189","3,735","5,012","4,839","3,277","1,612",222,4
서울특별시,마포구,,"356,008","17,763","25,593","53,203","64,431","53,985","55,772","42,731","26,320","13,800","2,358",52
서울특별시,마포구,아현동,"28,578","2,653","2,390","2,643","5,488","5,356","4,189","3,265","1,635",803,154,2
서울특별시,마포구,공덕동,"35,734","1,615","2,040","4,995","6,689","4,848","5,874","5,083","2,822","1,517",245,6
서울특별시,마포구,도화동,"20,240","1,209","1,380","2,324","3,601","2,876","3,123","2,931","1,662",938,194,2
서울특별시,마포구,용강동,"21,199","1,700","2,265","1,875","3,304","4,105","3,338","2,313","1,395",732,165,7
서울특별시,마포구,대흥동,"14,161",447,893,"3,436","2,491","1,840","2,128","1,492",859,489,81,5
서울특별시,마포구,염리동,"16,697","1,142","1,868","2,136","2,553","3,181","2,627","1,619",951,531,88,1
서울특별시,마포구,신수동,"22,086","1,295","1,735","3,224","3,424","3,388","3,770","2,656","1,587",858,147,2
서울특별시,마포구,서강동,"24,274","1,324","1,665","4,558","4,003","3,570","3,767","2,763","1,592",871,159,2
서울특별시,마포구,서교동,"23,368",572,961,"5,201","5,371","3,311","3,105","2,330","1,509",838,170,0
서울특별시,마포구,합정동,"15,454",477,680,"2,374","3,656","2,309","2,122","1,858","1,228",647,100,3
서울특별시,마포구,망원제1동,"18,345",567,896,"2,703","3,671","2,665","2,783","2,418","1,663",867,111,1
서울특별시,마포구,망원제2동,"17,042",640,"1,227","2,227","2,938","2,527","2,884","2,170","1,558",770,97,4
서울특별시,마포구,연남동,"13,799",414,613,"2,519","2,998","1,977","1,942","1,560","1,068",601,105,2
서울특별시,마포구,성산제1동,"18,234",554,"1,142","2,729","3,386","2,688","3,117","2,287","1,488",750,92,1
서울특별시,마포구,성산제2동,"37,809","1,620","2,510","6,172","7,220","4,937","5,754","4,579","3,127","1,615",265,10
서울특별시,마포구,상암동,"28,988","1,534","3,328","4,087","3,638","4,407","5,249","3,407","2,176",973,185,4
서울특별시,양천구,,"420,127","21,887","45,562","44,535","51,311","68,358","70,687","62,054","38,963","14,406","2,303",61
서울특별시,양천구,목1동,"29,841","2,251","5,119","2,575","2,570","6,460","5,101","3,116","1,866",689,94,0
서울특별시,양천구,목2동,"27,720","1,036","2,016","3,660","5,178","3,978","4,326","4,210","2,308",874,132,2
서울특별시,양천구,목3동,"20,497",893,"1,226","2,527","3,772","2,823","3,196","3,271","1,933",713,143,0
서울특별시,양천구,목4동,"23,446",865,"2,703","3,219","2,875","3,386","4,634","3,164","1,782",704,112,2
서울특별시,양천구,목5동,"40,317","2,718","7,302","3,483","3,152","8,649","6,635","4,587","2,760",846,180,5
