행정구역,구,동,총인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상
서울특별시,성동구,,"275,093","15,646","17,333","37,645","48,387","39,518","42,734","38,524","22,709","10,916","1,650",31
서울특별시,성동구,왕십리제2동,"15,660",918,"1,003","1,942","2,942","2,241","2,450","2,193","1,314",573,83,1
서울특별시,성동구,왕십리도선동,"25,511","1,783","1,641","3,496","4,422","3,801","4,035","3,339","1,876",954,163,1
서울특별시,성동구,마장동,"21,425",854,"1,339","4,032","3,465","2,428","3,196","3,069","1,965",933,142,2
서울특별시,성동구,사근동,"12,120",244,894,"4,937","1,607",999,"1,263","1,020",684,435,37,0
서울특별시,성동구,행당제1동,"15,699",969,"1,083","2,238","2,890","2,329","2,463","1,951","1,107",576,89,4
서울특별시,성동구,행당제2동,"22,316","1,490","1,750","2,331","3,505","3,317","3,863","3,038","1,906",961,152,3
서울특별시,성동구,응봉동,"14,375",902,"1,341","1,484","2,112","2,366","2,486","1,797","1,170",626,91,0
서울특별시,성동구,금호1가동,"14,264",949,991,"1,322","2,251","2,422","2,218","2,082","1,341",577,108,3
서울특별시,성동구,금호2.3가동,"20,556","1,348","1,147","2,054","3,759","3,246","3,235","2,917","1,827",889,129,5
서울특별시,성동구,금호4가동,"13,791","1,045",890,"1,130","2,400","2,399","2,079","1,914","1,244",584,103,3
서울특별시,성동구,옥수동,"25,190","2,169","1,664","2,159","4,552","4,373","3,693","3,421","2,009",971,175,4
서울특별시,성동구,성수1가제1동,"14,849",742,778,"1,881","2,886","1,937","2,504","2,464","1,141",453,62,1
서울특별시,성동구,성수1가제2동,"14,199",791,779,"1,822","2,992","2,110","2,195","1,938","1,050",464,58,0
서울특별시,성동구,성수2가제1동,"13,536",469,630,"1,543","2,234","1,714","2,256","2,704","1,346",560,80,0
서울특별시,성동구,성수2가제3동,"9,424",338,460,"1,390","1,819","1,218","1,468","1,388",842,437,63,1
서울특별시,성동구,송정동,"9,034",294,423,"1,210","1,591","1,195","1,464","1,605",864,345,41,2
서울특별시,성동구,용답동,"13,144",341,520,"2,674","2,960","1,423","1,866","1,684","1,023",578,74,1
서울특별시,광진구,,"331,123","13,379","22,967","54,538","56,800","45,857","50,875","45,898","27,024","11,883","1,858",44
서울특별시,광진구,화양동,"22,945",271,765,"9,874","4,916","1,908","1,892","1,547","1,154",551,65,2
서울특별시,광진구,군자동,"18,522",507,947,"4,018","3,428","2,348","2,425","2,483","1,533",731,99,3
서울특별시,광진구,중곡제1동,"14,830",426,627,"2,432","3,166","1,854","2,170","2,212","1,279",588,75,1
서울특별시,광진구,중곡제2동,"19,753",606,"1,166","2,961","3,603","2,569","3,093","3,137","1,795",727,95,1
서울특별시,광진구,중곡제3동,"15,179",513,728,"2,013","2,805","1,849","2,419","2,587","1,511",676,77,1
서울특별시,광진구,중곡제4동,"26,838",791,"1,517","3,429","4,127","3,254","4,690","4,887","2,831","1,164",143,5
서울특별시,광진구,능동,"10,735",347,502,"2,047","2,403","1,533","1,406","1,230",836,386,45,0
서울특별시,광진구,광장동,"32,912","2,326","4,990","3,468","3,250","6,427","5,845","3,638","1,872",890,202,4
서울특별시,광진구,자양제1동,"21,478",575,"1,249","3,647","3,993","2,910","3,301","3,049","1,789",847,115,3
서울특별시,광진구,자양제2동,"26,301","1,542","1,827","3,322","4,922","3,821","4,065","3,630","2,196",849,126,1
서울특별시,광진구,자양제3동,"26,594","1,684","2,306","3,227","3,821","4,049","4,333","3,819","2,145",966,235,9
서울특별시,광진구,자양제4동,"19,886",662,826,"3,034","3,825","2,450","3,008","3,123","2,001",811,143,3
서울특별시,광진구,구의제1동,"22,879",685,"1,205","4,458","4,658","3,051","3,413","2,922","1,624",750,108,5
서울특별시,광진구,구의제2동,"24,812","1,032","1,962","3,005","3,487","3,642","4,350","3,845","2,324","1,001",161,3
서울특별시,광진구,구의제3동,"27,459","1,412","2,350","3,603","4,396","4,192","4,465","3,789","2,134",946,169,3
서울특별시,동대문구,,"351,542","17,782","23,502","55,656","55,434","48,216","52,756","48,959","31,741","15,249","2,194",53
서울특별시,동대문구,신설동,"16,373",777,831,"3,045","3,493","2,265","2,312","1,929","1,110",535,75,1
서울특별시,동대문구,용두동,"22,637",914,"1,094","3,720","3,913","3,167","3,485","3,157","2,016","1,007",160,4
서울특별시,동대문구,제기동,"22,213",674,"1,106","4,171","3,160","2,346","3,241","3,474","2,512","1,340",185,4
서울특별시,동대문구,전농제1동,"32,427","1,744","2,190","4,654","4,826","4,587","5,271","4,681","2,849","1,401",217,7
서울특별시,동대문구,전농제2동,"17,231",864,"1,388","1,771","2,186","2,328","2,960","2,877","1,804",933,116,4
서울특별시,동대문구,답십리제1동,"27,241","1,937","1,944","3,458","4,935","4,490","3,853","3,516","2,002",952,152,2
서울특별시,동대문구,답십리제2동,"27,247","1,485","1,588","2,812","4,537","3,629","4,317","4,437","2,873","1,380",186,3
서울특별시,동대문구,장안제1동,"37,025","1,686","2,462","4,629","5,946","5,749","5,675","5,657","3,599","1,432",185,5
서울특별시,동대문구,장안제2동,"32,824","2,252","2,871","3,535","4,871","5,594","5,065","4,482","2,883","1,134",134,3
서울특별시,동대문구,청량리동,"17,747",483,814,"1,944","2,120","1,911","2,728","3,601","2,622","1,282",236,6
서울특별시,동대문구,회기동,"10,319",268,758,"3,486","1,498","1,039","1,181",925,670,420,72,2
서울특별시,동대문구,휘경제1동,"16,767",969,969,"3,892","3,232","2,016","2,169","1,690","1,147",595,85,3
서울특별시,동대문구,휘경제2동,"23,612",806,"1,916","5,489","3,105","2,796","3,364","2,969","2,102",926,136,3
서울특별시,동대문구,이문제1동,"29,956","2,072","2,215","6,696","5,336","3,991","4,050","2,871","1,654",930,139,2
서울특별시,동대문구,이문제2동,"17,923",851,"1,356","2,354","2,276","2,308","3,085","2,693","1,898",982,116,4
서울특별시,중랑구,,"376,665","16,292","23,076","44,575","58,935","50,424","61,275","64,428","38,741","16,508","2,348",63
서울특별시,중랑구,면목제2동,"22,912",780,"1,281","2,461","3,357","3,007","3,977","4,356","2,436","1,097",155,5
서울특별시,중랑구,면목제4동,"17,467",677,"1,027","1,879","2,457","2,419","3,050","2,978","2,009",882,85,4
서울특별시,중랑구,면목제5동,"13,906",971,931,"1,339","2,123","2,294","2,267","2,177","1,247",497,59,1
서울특별시,중랑구,면목본동,"31,579",901,"1,482","4,077","5,363","3,986","5,454","5,485","3,229","1,433",166,3
서울특별시,중랑구,면목제7동,"20,501",826,"1,002","2,316","3,244","2,626","3,373","3,692","2,356",909,155,2
서울특별시,중랑구,면목제3.8동,"23,421",741,"1,119","2,850","3,477","2,862","4,038","4,403","2,640","1,134",153,4
서울특별시,중랑구,상봉제1동,"22,785","1,254","1,649","2,669","3,513","3,094","3,615","3,962","1,998",904,125,2
서울특별시,중랑구,상봉제2동,"21,615",669,684,"4,357","5,405","2,498","2,808","2,762","1,644",688,96,4
서울특별시,중랑구,중화제1동,"17,826",714,"1,074","1,931","3,010","2,335","2,719","3,173","1,995",781,90,4
서울특별시,중랑구,중화제2동,"25,593","1,002","1,041","3,073","4,175","3,273","4,227","4,681","2,741","1,216",163,1
서울특별시,중랑구,묵제1동,"32,914","1,415","2,799","4,328","4,436","4,756","5,508","4,938","3,186","1,355",191,2
서울특별시,중랑구,묵제2동,"17,550",644,948,"2,205","2,591","2,298","2,962","2,995","1,956",835,114,2
서울특별시,중랑구,망우본동,"37,942","2,531","2,341","3,965","6,483","5,517","5,595","6,165","3,641","1,461",236,7
서울특별시,중랑구,망우제3동,"15,202",446,785,"1,618","2,023","1,765","2,759","3,086","1,831",758,130,1
서울특별시,중랑구,신내1동,"36,512","1,855","3,626","3,705","4,516","5,125","5,847","6,261","3,658","1,633",273,13
서울특별시,중랑구,신내2동,"18,940",866,"1,287","1,802","2,762","2,569","3,076","3,314","2,174",925,157,8
서울특별시,성북구,,"422,778","21,184","34,373","62,353","56,908","59,273","70,639","58,635","37,792","18,674","2,880",67
서울특별시,성북구,성북동,"15,534",530,980,"2,316","2,534","2,023","2,648","2,168","1,383",793,151,8
서울특별시,성북구,삼선동,"21,603",666,"1,496","4,012","2,978","2,702","3,750","2,894","1,858","1,103",139,5
서울특별시,성북구,동선동,"14,883",327,926,"4,653","2,407","1,627","1,839","1,465",959,580,95,5
서울특별시,성북구,돈암제1동,"13,703",599,949,"1,650","1,831","1,680","2,437","2,260","1,473",704,119,1
서울특별시,성북구,돈암제2동,"22,897","1,472","2,446","2,525","2,721","3,574","4,243","3,154","1,744",821,193,4
서울특별시,성북구,안암동,"15,616",332,885,"5,827","2,158","1,359","1,871","1,528",981,575,99,1
서울특별시,성북구,보문동,"15,773",803,970,"2,362","2,768","2,200","2,635","2,106","1,226",599,102,2
서울특별시,성북구,정릉제1동,"17,536","1,037","1,637","2,138","2,255","2,653","2,997","2,315","1,602",789,113,0
서울특별시,성북구,정릉제2동,"21,586","1,012","1,484","2,711","2,847","2,875","3,724","3,433","2,234","1,090",172,4
서울특별시,성북구,정릉제3동,"13,887",336,907,"3,396","1,624","1,325","1,936","2,024","1,449",770,120,0
서울특별시,성북구,정릉제4동,"23,514",989,"1,782","2,933","2,772","3,170","4,247","3,695","2,525","1,213",179,9
서울특별시,성북구,길음제1동,"35,386","2,613","5,178","3,454","3,781","6,787","6,413","3,454","2,377","1,171",157,1
서울특별시,성북구,길음제2동,"21,363","1,768","2,134","2,425","2,805","3,697","3,695","2,540","1,565",624,107,3
서울특별시,성북구,종암동,"36,796","1,750","3,136","5,270","4,607","5,144","6,155","5,292","3,305","1,777",352,8
서울특별시,성북구,월곡제1동,"24,523","1,363","2,244","2,537","3,050","3,723","4,225","3,612","2,419","1,208",137,5
서울특별시,성북구,월곡제2동,"18,438",669,"1,261","3,288","2,632","2,232","2,819","2,639","1,828",917,150,3
서울특별시,성북구,장위제1동,"22,603","1,188","1,674","2,629","3,106","3,199","3,965","3,700","2,083",941,118,0
서울특별시,성북구,장위제2동,"15,675",705,865,"1,894","2,584","2,001","2,603","2,421","1,721",763,116,2
서울특별시,성북구,장위제3동,"18,659","1,637","1,553","2,153","2,785","3,138","3,057","2,427","1,338",498,72,1
서울특별시,성북구,석관동,"32,803","1,388","1,866","4,180","4,663","4,164","5,380","5,508","3,722","1,738",189,5
서울특별시,강북구,,"278,786","9,439","17,899","33,835","34,334","35,953","48,461","47,761","32,758","16,178","2,123",45
서울특별시,강북구,삼양동,"24,385","1,003","1,673","2,844","2,974","3,237","4,406","4,166","2,687","1,228",165,2
서울특별시,강북구,미아동,"20,212",405,"1,051","3,236","2,678","2,331","3,334","3,569","2,318","1,144",143,3
서울특별시,강북구,송중동,"27,320","1,009","1,721","3,328","3,559","3,603","4,759","4,695","3,052","1,420",173,1
서울특별시,강북구,송천동,"22,534",663,"1,205","2,368","2,739","2,821","3,946","4,377","2,916","1,342",152,5
서울특별시,강북구,삼각산동,"29,852","1,912","3,523","3,121","3,155","4,976","5,712","3,759","2,426","1,109",157,2
서울특별시,강북구,번1동,"16,007",397,727,"2,631","2,351","2,129","2,610","2,534","1,728",792,104,4
서울특별시,강북구,번2동,"14,199",365,753,"1,466","1,588","1,712","2,396","2,651","2,070","1,070",124,4
서울특별시,강북구,번3동,"15,443",541,985,"1,404","1,592","1,704","2,656","2,689","2,391","1,335",143,3
서울특별시,강북구,수유1동,"19,279",567,"1,138","2,471","2,593","2,398","3,144","3,467","2,269","1,063",167,2
서울특별시,강북구,수유2동,"19,827",662,"1,127","2,246","2,236","2,368","3,535","3,588","2,508","1,355",197,5
서울특별시,강북구,수유3동,"22,376",425,932,"3,719","3,381","2,693","3,809","3,685","2,400","1,185",145,2
서울특별시,강북구,우이동,"19,393",645,"1,247","2,042","2,222","2,458","3,398","3,413","2,413","1,362",189,4
서울특별시,강북구,인수동,"27,959",845,"1,817","2,959","3,266","3,523","4,756","5,168","3,580","1,773",264,8
서울특별시,도봉구,,"299,065","11,572","21,113","32,852","37,084","39,262","51,695","53,236","33,828","15,937","2,412",74
서울특별시,도봉구,창제1동,"23,009",936,"1,753","2,586","3,122","3,221","4,000","3,690","2,344","1,180",171,6
서울특별시,도봉구,창제2동,"27,518","1,050","1,853","3,255","3,824","3,694","4,766","4,702","2,847","1,353",171,3
서울특별시,도봉구,창제3동,"12,602",372,863,"1,293","1,396","1,664","2,336","2,333","1,497",754,89,5
서울특별시,도봉구,창제4동,"25,917","1,256","2,137","3,150","3,633","3,612","4,540","4,138","2,203","1,042",202,4
서울특별시,도봉구,창제5동,"23,286",989,"1,608","2,838","3,361","3,014","3,975","3,936","2,307","1,059",191,8
서울특별시,도봉구,도봉제1동,"19,385",440,969,"1,784","1,978","2,216","3,339","3,912","3,035","1,512",196,4
서울특별시,도봉구,도봉제2동,"25,454","1,203","1,357","2,327","3,236","3,274","4,016","4,697","3,543","1,561",231,9
서울특별시,도봉구,쌍문제1동,"20,513",739,"1,404","2,528","2,351","2,527","3,595","3,559","2,375","1,262",166,7
서울특별시,도봉구,쌍문제2동,"17,315",618,"1,072","1,851","2,221","2,283","2,995","3,160","2,038",902,170,5
서울특별시,도봉구,쌍문제3동,"15,915",529,865,"2,053","2,263","2,117","2,619","2,679","1,771",920,95,4
서울특별시,도봉구,쌍문제4동,"17,581",790,"1,692","1,860","2,044","2,474","3,058","3,122","1,687",720,133,1
서울특별시,도봉구,방학제1동,"27,683",957,"2,038","3,144","3,081","3,615","4,993","5,071","3,162","1,410",205,7
서울특별시,도봉구,방학제2동,"17,575",489,"1,049","1,766","1,859","2,104","3,241","3,511","2,281","1,146",128,1
서울특별시,도봉구,방학제3동,"25,312","1,204","2,453","2,417","2,715","3,447","4,222","4,726","2,738","1,116",264,10
서울특별시,노원구,,"482,487","22,652","44,192","60,387","61,151","68,484","83,212","72,445","45,611","20,720","3,547",86
서울특별시,노원구,월계1동,"20,147",742,"1,405","3,599","2,401","2,541","3,205","3,009","2,152",974,115,4
서울특별시,노원구,월계2동,"24,657","1,089","1,866","2,431","2,654","3,470","4,180","4,321","3,107","1,309",225,5
서울특별시,노원구,월계3동,"27,732","1,499","1,707","2,706","4,434","3,797","4,322","4,414","3,195","1,416",237,5
서울특별시,노원구,공릉1동,"35,223","1,197","2,372","6,400","4,856","4,558","5,254","5,403","3,528","1,456",196,3
서울특별시,노원구,공릉2동,"40,744","2,527","4,077","6,658","5,398","6,123","6,414","5,071","2,994","1,266",215,1
서울특별시,노원구,하계1동,"25,512",797,"2,767","4,291","2,733","2,947","4,509","3,913","2,303","1,039",205,8
서울특별시,노원구,하계2동,"19,499","1,081","2,196","2,191","2,441","3,076","3,483","2,862","1,402",642,124,1
서울특별시,노원구,중계본동,"22,132","1,035","3,973","2,599","1,666","3,973","4,460","2,616","1,166",531,111,2
서울특별시,노원구,중계1동,"25,835","1,609","5,065","2,460","1,864","5,514","4,825","2,617","1,204",576,99,2
서울특별시,노원구,중계4동,"18,578",770,"1,816","2,051","1,798","2,542","3,548","2,808","2,043","1,021",178,3
서울특별시,노원구,중계2.3동,"31,303","1,249","2,357","3,247","3,921","4,140","5,390","4,933","3,730","1,989",340,7
서울특별시,노원구,상계1동,"35,950","1,503","2,726","4,053","4,326","4,636","6,317","6,524","3,891","1,691",274,9
서울특별시,노원구,상계2동,"18,589",566,"1,412","2,584","2,213","2,249","3,542","3,247","1,828",803,141,4
서울특별시,노원구,상계3.4동,"26,490","1,126","2,031","2,789","2,689","3,432","4,875","4,696","3,087","1,567",192,6
서울특별시,노원구,상계5동,"22,062",640,"1,527","2,478","2,513","2,610","4,172","4,003","2,560","1,309",243,7
서울특별시,노원구,상계6.7동,"30,180","1,558","2,340","3,592","4,882","4,271","5,296","4,310","2,536","1,134",253,8
서울특별시,노원구,상계8동,"21,183","1,760","1,588","2,142","4,730","3,320","2,990","2,271","1,594",665,121,2
서울특별시,노원구,상계9동,"18,877",879,"1,548","2,084","2,675","2,656","3,391","2,841","1,868",777,152,6
서울특별시,노원구,상계10동,"17,794","1,025","1,419","2,032","2,957","2,629","3,039","2,586","1,423",555,126,3
서울특별시,은평구,,"454,109","20,056","33,334","55,080","66,801","63,989","76,475","69,092","44,799","21,327","3,081",75
서울특별시,은평구,녹번동,"35,170","1,648","2,033","4,051","5,497","4,958","5,711","5,526","3,666","1,808",268,4
서울특별시,은평구,불광제1동,"33,807","1,398","2,108","4,045","5,106","4,480","5,565","5,528","3,477","1,801",295,4
서울특별시,은평구,불광제2동,"26,159",605,"1,303","3,348","3,886","3,099","4,386","4,744","3,051","1,554",179,4
서울특별시,은평구,갈현제1동,"13,969",349,863,"1,846","2,095","1,774","2,357","2,329","1,546",713,93,4
서울특별시,은평구,갈현제2동,"26,694",801,"2,000","3,471","3,640","3,621","4,796","4,258","2,705","1,229",171,2
서울특별시,은평구,구산동,"30,576","1,035","2,273","3,664","3,825","4,043","5,563","5,185","3,295","1,486",202,5
서울특별시,은평구,대조동,"26,986",767,"1,289","4,475","5,346","3,251","3,994","3,754","2,556","1,370",181,3
서울특별시,은평구,응암제1동,"31,998","1,762","2,463","3,995","5,099","4,980","5,242","4,227","2,708","1,329",190,3
서울특별시,은평구,응암제2동,"26,690","2,272","2,698","2,211","3,894","5,212","4,176","3,090","2,070",933,131,3
서울특별시,은평구,응암제3동,"22,782",579,"1,141","2,849","3,301","2,802","3,668","3,904","2,783","1,522",226,7
서울특별시,은평구,역촌동,"44,356","1,641","3,034","5,140","6,456","6,408","7,557","7,045","4,679","2,132",257,7
서울특별시,은평구,신사제1동,"25,618",982,"1,630","3,142","3,736","3,442","4,374","4,227","2,674","1,242",166,3
서울특별시,은평구,신사제2동,"19,330",802,"1,412","2,133","2,876","2,704","3,159","3,199","2,073",834,135,3
서울특별시,은평구,증산동,"15,195",823,"1,089","1,820","2,142","2,090","2,695","2,241","1,531",674,86,4
서울특별시,은평구,수색동,"21,125","1,737","1,418","2,426","3,689","3,009","3,644","2,831","1,530",691,145,5
서울특별시,은평구,진관동,"53,654","2,855","6,580","6,464","6,213","8,116","9,588","7,004","4,455","2,009",356,14
서울특별시,서대문구,,"300,594","14,952","21,978","44,908","45,159","41,851","47,567","41,912","26,127","13,873","2,215",52
서울특별시,서대문구,천연동,"16,320",948,"1,170","1,794","2,402","2,216","2,830","2,457","1,490",845,166,2
서울특별시,서대문구,북아현동,"15,139","1,147",982,"1,754","2,844","2,365","2,428","1,970","1,003",550,93,3
서울특별시,서대문구,충현동,"19,223",880,"1,287","2,636","3,378","2,774","2,954","2,811","1,537",813,149,4
서울특별시,서대문구,신촌동,"20,660",386,"1,048","8,518","3,914","1,838","1,902","1,438",942,583,89,2
서울특별시,서대문구,연희동,"33,122","1,033","1,944","7,170","5,395","4,146","4,797","4,081","2,706","1,548",294,8
서울특별시,서대문구,홍제제1동,"24,316","1,182","1,651","2,828","3,632","3,298","4,261","3,691","2,374","1,235",162,2
서울특별시,서대문구,홍제제3동,"17,260",884,"1,039","2,032","2,394","2,215","2,910","2,750","1,794","1,090",150,2
서울특별시,서대문구,홍제제2동,"11,850",582,730,"1,262","1,803","1,445","2,012","2,098","1,186",635,94,3
서울특별시,서대문구,홍은제1동,"23,302","1,169","1,538","2,576","3,361","3,198","3,921","3,837","2,332","1,156",209,5
서울특별시,서대문구,홍은제2동,"27,141","1,169","2,106","3,544","3,775","3,772","4,561","4,224","2,500","1,282",203,5
서울특별시,서대문구,남가좌제1동,"17,221","1,770","2,056","1,473","2,280","3,441","2,574","1,846","1,115",571,93,2
서울특별시,서대문구,남가좌제2동,"28,385","1,906","2,598","3,812","3,815","4,610","4,357","3,449","2,400","1,252",180,6
서울특별시,서대문구,북가좌제1동,"17,143",944,"1,904","1,734","2,086","2,765","2,976","2,377","1,513",724,117,3
서울특별시,서대문구,북가좌제2동,"29,512",952,"1,925","3,775","4,080","3,768","5,084","4,883","3,235","1,589",216,5
서울특별시,마포구,,"356,966","17,975","25,727","54,160","64,534","54,242","55,715","42,682","25,972","13,651","2,258",50
서울특별시,마포구,아현동,"28,702","2,702","2,306","2,721","5,640","5,325","4,191","3,263","1,601",807,143,3
서울특별시,마포구,공덕동,"35,837","1,629","2,062","5,079","6,758","4,828","5,890","5,068","2,777","1,508",233,5
서울특별시,마포구,도화동,"20,168","1,152","1,395","2,339","3,622","2,814","3,169","2,918","1,641",929,187,2
서울특별시,마포구,용강동,"21,220","1,724","2,240","1,876","3,339","4,126","3,301","2,317","1,381",744,166,6
서울특별시,마포구,대흥동,"14,221",466,900,"3,503","2,471","1,852","2,114","1,507",837,494,72,5
서울특별시,마포구,염리동,"16,761","1,192","1,835","2,213","2,558","3,186","2,608","1,607",962,513,86,1
서울특별시,마포구,신수동,"21,924","1,278","1,768","3,198","3,404","3,352","3,776","2,603","1,574",839,129,3
서울특별시,마포구,서강동,"24,346","1,370","1,681","4,568","4,040","3,577","3,753","2,761","1,572",864,159,1
서울특별시,마포구,서교동,"23,514",574,987,"5,342","5,398","3,298","3,070","2,357","1,513",813,162,0
서울특별시,마포구,합정동,"15,562",476,706,"2,473","3,627","2,322","2,113","1,885","1,215",642,99,4
서울특별시,마포구,망원제1동,"18,409",563,925,"2,778","3,616","2,706","2,806","2,433","1,638",834,110,0
서울특별시,마포구,망원제2동,"17,131",648,"1,251","2,266","2,890","2,594","2,900","2,176","1,551",763,88,4
서울특별시,마포구,연남동,"13,819",415,607,"2,561","2,989","1,977","1,935","1,579","1,059",594,101,2
서울특별시,마포구,성산제1동,"18,288",553,"1,172","2,741","3,424","2,765","3,082","2,265","1,449",753,83,1
서울특별시,마포구,성산제2동,"38,027","1,619","2,547","6,371","7,109","5,036","5,803","4,592","3,089","1,592",260,9
서울특별시,마포구,상암동,"29,037","1,614","3,345","4,131","3,649","4,484","5,204","3,351","2,113",962,180,4
서울특별시,양천구,,"423,666","22,532","45,931","45,775","51,668","69,101","71,492","62,346","38,364","14,149","2,242",66
서울특별시,양천구,목1동,"29,946","2,328","5,100","2,633","2,587","6,494","5,090","3,110","1,839",664,101,0
서울특별시,양천구,목2동,"27,724","1,033","2,030","3,722","5,137","3,975","4,366","4,209","2,278",853,119,2
서울특별시,양천구,목3동,"20,537",903,"1,229","2,623","3,743","2,823","3,200","3,277","1,917",694,128,0
서울특별시,양천구,목4동,"23,553",882,"2,758","3,285","2,780","3,438","4,712","3,114","1,775",693,114,2
