행정구역,,,총인구수,세대수,세대당 인구
서울특별시,용산구,원효로제2동,"13,390","6,280",2.13
서울특별시,용산구,효창동,"10,390","4,696",2.21
서울특별시,용산구,용문동,"11,050","5,292",2.09
서울특별시,용산구,한강로동,"20,889","11,226",1.86
서울특별시,용산구,이촌제1동,"24,919","9,114",2.73
서울특별시,용산구,이촌제2동,"7,737","3,570",2.17
서울특별시,용산구,이태원제1동,"5,898","3,368",1.75
서울특별시,용산구,이태원제2동,"8,350","4,673",1.79
서울특별시,용산구,한남동,"13,719","6,977",1.97
서울특별시,용산구,서빙고동,"12,045","4,999",2.41
서울특별시,용산구,보광동,"6,684","3,791",1.76
서울특별시,성동구,,"274,606","133,173",2.06
서울특별시,성동구,왕십리제2동,"15,774","7,311",2.16
서울특별시,성동구,왕십리도선동,"25,540","11,982",2.13
서울특별시,성동구,마장동,"21,438","11,014",1.95
서울특별시,성동구,사근동,"11,950","8,278",1.44
서울특별시,성동구,행당제1동,"15,457","7,252",2.13
서울특별시,성동구,행당제2동,"22,412","9,131",2.45
서울특별시,성동구,응봉동,"14,433","5,856",2.46
서울특별시,성동구,금호1가동,"14,277","6,359",2.25
서울특별시,성동구,금호2.3가동,"20,566","9,357",2.2
서울특별시,성동구,금호4가동,"13,869","6,322",2.19
서울특별시,성동구,옥수동,"25,080","10,664",2.35
서울특별시,성동구,성수1가제1동,"14,906","7,288",2.05
서울특별시,성동구,성수1가제2동,"13,548","6,709",2.02
서울특별시,성동구,성수2가제1동,"13,692","7,298",1.88
서울특별시,성동구,성수2가제3동,"9,508","4,988",1.91
서울특별시,성동구,송정동,"9,116","5,121",1.78
서울특별시,성동구,용답동,"13,040","8,243",1.58
서울특별시,광진구,,"331,167","171,133",1.94
서울특별시,광진구,화양동,"22,755","17,996",1.26
서울특별시,광진구,군자동,"18,459","11,147",1.66
서울특별시,광진구,중곡제1동,"14,865","8,631",1.72
서울특별시,광진구,중곡제2동,"19,752","10,484",1.88
서울특별시,광진구,중곡제3동,"15,164","8,414",1.8
서울특별시,광진구,중곡제4동,"26,759","13,001",2.06
서울특별시,광진구,능동,"10,811","6,446",1.68
서울특별시,광진구,광장동,"32,964","11,676",2.82
서울특별시,광진구,자양제1동,"21,509","12,083",1.78
서울특별시,광진구,자양제2동,"26,401","12,217",2.16
서울특별시,광진구,자양제3동,"26,669","10,926",2.44
서울특별시,광진구,자양제4동,"19,835","11,307",1.75
서울특별시,광진구,구의제1동,"22,856","13,259",1.72
서울특별시,광진구,구의제2동,"24,857","11,490",2.16
서울특별시,광진구,구의제3동,"27,511","12,056",2.28
서울특별시,동대문구, ,"346,241","176,684",1.96
서울특별시,동대문구,신설동,"16,375","9,531",1.72
서울특별시,동대문구,용두동,"22,573","12,708",1.78
서울특별시,동대문구,제기동,"22,291","12,859",1.73
서울특별시,동대문구,전농제1동,"32,262","16,302",1.98
서울특별시,동대문구,전농제2동,"17,349","7,367",2.35
서울특별시,동대문구,답십리제1동,"27,251","12,866",2.12
서울특별시,동대문구,답십리제2동,"27,346","12,656",2.16
서울특별시,동대문구,장안제1동,"37,034","18,522",2
서울특별시,동대문구,장안제2동,"32,786","14,783",2.22
서울특별시,동대문구,청량리동,"18,005","9,832",1.83
서울특별시,동대문구,회기동,"10,102","6,549",1.54
서울특별시,동대문구,휘경제1동,"16,660","8,954",1.86
서울특별시,동대문구,휘경제2동,"23,607","12,580",1.88
서울특별시,동대문구,이문제1동,"24,539","13,009",1.89
서울특별시,동대문구,이문제2동,"18,061","8,166",2.21
서울특별시,중랑구,,"376,916","189,383",1.99
서울특별시,중랑구,면목제2동,"22,978","12,054",1.91
서울특별시,중랑구,면목제4동,"17,509","8,852",1.98
서울특별시,중랑구,면목제5동,"14,058","6,306",2.23
서울특별시,중랑구,면목본동,"31,605","17,635",1.79
서울특별시,중랑구,면목제7동,"20,530","10,469",1.96
서울특별시,중랑구,면목제3.8동,"23,476","12,712",1.85
서울특별시,중랑구,상봉제1동,"22,807","10,257",2.22
서울특별시,중랑구,상봉제2동,"21,225","13,533",1.57
서울특별시,중랑구,중화제1동,"17,881","8,727",2.05
서울특별시,중랑구,중화제2동,"25,489","14,327",1.78
서울특별시,중랑구,묵제1동,"32,991","14,844",2.22
서울특별시,중랑구,묵제2동,"17,626","9,173",1.92
서울특별시,중랑구,망우본동,"37,916","18,793",2.02
서울특별시,중랑구,망우제3동,"15,196","8,209",1.85
서울특별시,중랑구,신내1동,"36,607","14,665",2.5
서울특별시,중랑구,신내2동,"19,022","8,827",2.15
서울특별시,성북구,,"422,559","198,800",2.13
서울특별시,성북구,성북동,"15,470","7,983",1.94
서울특별시,성북구,삼선동,"21,619","11,370",1.9
서울특별시,성북구,동선동,"14,743","9,721",1.52
서울특별시,성북구,돈암제1동,"13,729","5,963",2.3
서울특별시,성북구,돈암제2동,"22,878","8,480",2.7
서울특별시,성북구,안암동,"15,447","10,332",1.5
서울특별시,성북구,보문동,"15,748","8,068",1.95
서울특별시,성북구,정릉제1동,"17,566","7,335",2.39
서울특별시,성북구,정릉제2동,"21,668","9,590",2.26
서울특별시,성북구,정릉제3동,"13,795","7,859",1.76
서울특별시,성북구,정릉제4동,"23,513","10,728",2.19
서울특별시,성북구,길음제1동,"35,437","12,812",2.77
서울특별시,성북구,길음제2동,"21,362","8,656",2.47
서울특별시,성북구,종암동,"36,798","17,123",2.15
서울특별시,성북구,월곡제1동,"24,661","10,581",2.33
서울특별시,성북구,월곡제2동,"18,338","9,563",1.92
서울특별시,성북구,장위제1동,"22,700","10,572",2.15
서울특별시,성북구,장위제2동,"15,649","7,806",2
서울특별시,성북구,장위제3동,"18,641","7,658",2.43
서울특별시,성북구,석관동,"32,797","16,600",1.98
서울특별시,강북구,,"278,928","142,256",1.96
서울특별시,강북구,삼양동,"24,459","11,750",2.08
서울특별시,강북구,미아동,"20,202","11,749",1.72
서울특별시,강북구,송중동,"27,370","13,579",2.02
서울특별시,강북구,송천동,"21,936","11,805",1.86
서울특별시,강북구,삼각산동,"29,987","11,484",2.61
서울특별시,강북구,번1동,"16,040","9,642",1.66
서울특별시,강북구,번2동,"14,328","7,408",1.93
서울특별시,강북구,번3동,"15,610","7,560",2.06
서울특별시,강북구,수유1동,"19,298","10,406",1.85
서울특별시,강북구,수유2동,"19,954","9,690",2.06
서울특별시,강북구,수유3동,"22,375","13,574",1.65
서울특별시,강북구,우이동,"19,349","9,574",2.02
서울특별시,강북구,인수동,"28,020","14,035",2
서울특별시,도봉구,,"299,899","139,018",2.16
서울특별시,도봉구,창제1동,"23,378","10,874",2.15
서울특별시,도봉구,창제2동,"27,480","12,666",2.17
서울특별시,도봉구,창제3동,"12,742","6,361",2
서울특별시,도봉구,창제4동,"25,942","11,314",2.29
서울특별시,도봉구,창제5동,"23,284","10,285",2.26
서울특별시,도봉구,도봉제1동,"19,440","10,205",1.9
서울특별시,도봉구,도봉제2동,"25,554","11,807",2.16
서울특별시,도봉구,쌍문제1동,"20,482","9,677",2.12
서울특별시,도봉구,쌍문제2동,"17,333","8,404",2.06
서울특별시,도봉구,쌍문제3동,"15,949","8,206",1.94
서울특별시,도봉구,쌍문제4동,"17,657","7,081",2.49
서울특별시,도봉구,방학제1동,"27,628","13,170",2.1
서울특별시,도봉구,방학제2동,"17,645","9,056",1.95
서울특별시,도봉구,방학제3동,"25,385","9,912",2.56
서울특별시,노원구,,"483,541","216,559",2.23
서울특별시,노원구,월계1동,"20,078","10,031",2
서울특별시,노원구,월계2동,"24,822","11,594",2.14
서울특별시,노원구,월계3동,"27,839","12,810",2.17
서울특별시,노원구,공릉1동,"35,191","18,763",1.88
서울특별시,노원구,공릉2동,"40,695","17,854",2.28
서울특별시,노원구,하계1동,"25,422","12,198",2.08
서울특별시,노원구,하계2동,"19,608","7,584",2.59
서울특별시,노원구,중계본동,"22,233","7,865",2.83
서울특별시,노원구,중계1동,"25,977","8,919",2.91
서울특별시,노원구,중계4동,"18,600","8,116",2.29
서울특별시,노원구,중계2.3동,"31,490","14,961",2.1
서울특별시,노원구,상계1동,"35,997","15,537",2.32
서울특별시,노원구,상계2동,"18,580","8,528",2.18
서울특별시,노원구,상계3.4동,"26,613","12,328",2.16
서울특별시,노원구,상계5동,"22,152","10,818",2.05
서울특별시,노원구,상계6.7동,"30,309","13,732",2.21
서울특별시,노원구,상계8동,"21,239","9,072",2.34
서울특별시,노원구,상계9동,"18,959","8,275",2.29
서울특별시,노원구,상계10동,"17,737","7,574",2.34
서울특별시,은평구,,"455,137","214,276",2.12
서울특별시,은평구,녹번동,"35,103","17,426",2.01
서울특별시,은평구,불광제1동,"34,424","16,582",2.08
서울특별시,은평구,불광제2동,"26,181","14,087",1.86
서울특별시,은평구,갈현제1동,"13,993","7,200",1.94
서울특별시,은평구,갈현제2동,"26,779","12,717",2.11
서울특별시,은평구,구산동,"30,648","13,444",2.28
서울특별시,은평구,대조동,"26,990","15,516",1.74
서울특별시,은평구,응암제1동,"32,004","15,109",2.12
서울특별시,은평구,응암제2동,"26,878","10,930",2.46
서울특별시,은평구,응암제3동,"22,889","12,526",1.83
서울특별시,은평구,역촌동,"44,528","21,280",2.09
서울특별시,은평구,신사제1동,"25,725","11,954",2.15
서울특별시,은평구,신사제2동,"18,759","8,801",2.13
서울특별시,은평구,증산동,"15,257","6,620",2.3
서울특별시,은평구,수색동,"21,143","8,578",2.46
서울특별시,은평구,진관동,"53,836","21,506",2.5
서울특별시,서대문구, ,"300,147","146,113",2.05
서울특별시,서대문구,천연동,"16,323","7,585",2.15
서울특별시,서대문구,북아현동,"15,106","7,020",2.15
서울특별시,서대문구,충현동,"19,224","9,912",1.94
서울특별시,서대문구,신촌동,"20,222","15,077",1.34
서울특별시,서대문구,연희동,"33,123","18,570",1.78
서울특별시,서대문구,홍제제1동,"24,281","11,120",2.18
서울특별시,서대문구,홍제제3동,"17,290","7,930",2.18
서울특별시,서대문구,홍제제2동,"11,949","5,243",2.28
서울특별시,서대문구,홍은제1동,"23,241","10,334",2.25
서울특별시,서대문구,홍은제2동,"27,231","12,725",2.14
서울특별시,서대문구,남가좌제1동,"16,716","6,203",2.69
서울특별시,서대문구,남가좌제2동,"28,483","13,235",2.15
서울특별시,서대문구,북가좌제1동,"17,276","6,737",2.56
서울특별시,서대문구,북가좌제2동,"29,682","14,422",2.06
서울특별시,마포구,,"357,616","180,260",1.98
서울특별시,마포구,아현동,"28,994","12,322",2.35
서울특별시,마포구,공덕동,"35,929","18,458",1.95
서울특별시,마포구,도화동,"20,222","9,280",2.18
서울특별시,마포구,용강동,"21,114","9,247",2.28
서울특별시,마포구,대흥동,"14,212","8,612",1.65
서울특별시,마포구,염리동,"16,820","7,714",2.18
서울특별시,마포구,신수동,"21,906","10,023",2.19
서울특별시,마포구,서강동,"24,288","12,174",2
서울특별시,마포구,서교동,"23,500","15,053",1.56
서울특별시,마포구,합정동,"15,629","8,933",1.75
서울특별시,마포구,망원제1동,"18,437","10,030",1.84
서울특별시,마포구,망원제2동,"17,184","8,180",2.1
서울특별시,마포구,연남동,"13,782","8,241",1.67
서울특별시,마포구,성산제1동,"18,316","9,594",1.91
서울특별시,마포구,성산제2동,"38,164","19,675",1.94
서울특별시,마포구,상암동,"29,119","12,724",2.29
서울특별시,양천구,,"425,088","179,514",2.37
서울특별시,양천구,목1동,"29,901","10,297",2.9
서울특별시,양천구,목2동,"27,851","13,201",2.11
서울특별시,양천구,목3동,"20,674","10,104",2.05
서울특별시,양천구,목4동,"23,687","9,884",2.4
서울특별시,양천구,목5동,"40,547","13,506",3
서울특별시,양천구,신월1동,"18,527","9,832",1.88
서울특별시,양천구,신월2동,"20,395","8,673",2.35
서울특별시,양천구,신월3동,"13,612","7,459",1.82
서울특별시,양천구,신월4동,"16,714","6,769",2.47
서울특별시,양천구,신월5동,"13,667","6,335",2.16
서울특별시,양천구,신월6동,"13,694","5,321",2.57
서울특별시,양천구,신월7동,"17,890","9,037",1.98
서울특별시,양천구,신정1동,"19,444","6,922",2.81
서울특별시,양천구,신정2동,"18,457","6,794",2.72
서울특별시,양천구,신정3동,"47,403","19,302",2.46
서울특별시,양천구,신정4동,"31,065","16,467",1.89
서울특별시,양천구,신정6동,"23,845","8,164",2.92
서울특별시,양천구,신정7동,"27,715","11,447",2.42
서울특별시,강서구,,"549,711","273,604",2.01
서울특별시,강서구,염창동,"41,090","16,828",2.44
서울특별시,강서구,등촌제1동,"24,864","14,295",1.74
서울특별시,강서구,등촌제2동,"18,979","8,638",2.2
서울특별시,강서구,등촌제3동,"28,563","15,027",1.9
서울특별시,강서구,화곡제1동,"49,493","28,087",1.76
서울특별시,강서구,화곡제2동,"16,676","8,199",2.03
서울특별시,강서구,화곡제3동,"20,535","9,658",2.13
서울특별시,강서구,화곡제4동,"18,974","9,591",1.98
서울특별시,강서구,화곡본동,"31,745","17,135",1.85
서울특별시,강서구,화곡제6동,"25,428","13,452",1.89
서울특별시,강서구,화곡제8동,"22,412","11,487",1.95
서울특별시,강서구,가양제1동,"33,391","21,021",1.59
서울특별시,강서구,가양제2동,"12,947","7,920",1.63
서울특별시,강서구,가양제3동,"13,381","7,541",1.77
서울특별시,강서구,발산제1동,"34,773","13,573",2.56
서울특별시,강서구,우장산동,"43,655","17,367",2.51
서울특별시,강서구,공항동,"28,684","13,707",2.09
서울특별시,강서구,방화제1동,"40,009","16,572",2.41
서울특별시,강서구,방화제2동,"22,761","12,406",1.83
서울특별시,강서구,방화제3동,"21,351","11,100",1.92
서울특별시,구로구,,"383,829","184,270",2.08
서울특별시,구로구,신도림동,"35,749","14,431",2.48
서울특별시,구로구,구로제1동,"20,120","8,399",2.4
서울특별시,구로구,구로제2동,"21,742","12,029",1.81
서울특별시,구로구,구로제3동,"22,617","13,554",1.67
서울특별시,구로구,구로제4동,"17,726","10,048",1.76
서울특별시,구로구,구로제5동,"28,571","15,579",1.83
서울특별시,구로구,가리봉동,"8,739","6,084",1.44
서울특별시,구로구,고척제1동,"26,193","11,625",2.25
서울특별시,구로구,고척제2동,"24,924","11,303",2.21
서울특별시,구로구,개봉제1동,"33,192","15,293",2.17
서울특별시,구로구,개봉제2동,"29,240","12,661",2.31
서울특별시,구로구,개봉제3동,"18,700","8,561",2.18
서울특별시,구로구,오류제1동,"22,660","13,018",1.74
서울특별시,구로구,오류제2동,"35,878","15,596",2.3
서울특별시,구로구,수궁동,"21,832","9,911",2.2
서울특별시,구로구,항동,"15,946","6,178",2.58
서울특별시,금천구,,"223,290","121,572",1.84
서울특별시,금천구,가산동,"25,373","18,766",1.35
서울특별시,금천구,독산제1동,"47,506","26,555",1.79
서울특별시,금천구,독산제2동,"17,115","9,297",1.84
서울특별시,금천구,독산제3동,"22,673","12,669",1.79
서울특별시,금천구,독산제4동,"13,822","7,367",1.88
서울특별시,금천구,시흥제1동,"31,290","16,331",1.92
서울특별시,금천구,시흥제2동,"19,912","8,149",2.44
서울특별시,금천구,시흥제3동,"9,981","4,663",2.14
서울특별시,금천구,시흥제4동,"18,352","8,813",2.08
서울특별시,금천구,시흥제5동,"17,266","8,962",1.93
서울특별시,영등포구, ,"371,362","192,407",1.93
서울특별시,영등포구,영등포본동,"20,288","10,323",1.97
서울특별시,영등포구,영등포동,"31,162","22,375",1.39
서울특별시,영등포구,여의동,"34,066","14,197",2.4
서울특별시,영등포구,당산제1동,"21,052","11,917",1.77
서울특별시,영등포구,당산제2동,"36,289","18,926",1.92
서울특별시,영등포구,도림동,"17,605","9,906",1.78
서울특별시,영등포구,문래동,"31,258","12,987",2.41
서울특별시,영등포구,양평제1동,"18,215","10,062",1.81
서울특별시,영등포구,양평제2동,"22,502","11,354",1.98
서울특별시,영등포구,신길제1동,"18,947","11,648",1.63
서울특별시,영등포구,신길제3동,"16,010","7,780",2.06
서울특별시,영등포구,신길제4동,"11,828","5,687",2.08
서울특별시,영등포구,신길제5동,"9,547","4,445",2.15
서울특별시,영등포구,신길제6동,"17,754","9,169",1.94
서울특별시,영등포구,신길제7동,"19,394","7,841",2.47
서울특별시,영등포구,대림제1동,"13,204","6,771",1.95
서울특별시,영등포구,대림제2동,"11,436","6,801",1.68
서울특별시,영등포구,대림제3동,"20,805","10,218",2.04
서울특별시,동작구,,"371,924","186,834",1.99
서울특별시,동작구,노량진제1동,"32,742","18,053",1.81
서울특별시,동작구,노량진제2동,"7,782","5,496",1.42
서울특별시,동작구,상도제1동,"43,752","22,955",1.91
서울특별시,동작구,상도제2동,"26,876","12,349",2.18
서울특별시,동작구,상도제3동,"23,377","12,213",1.91
서울특별시,동작구,상도제4동,"28,787","14,733",1.95
서울특별시,동작구,흑석동,"29,846","12,968",2.3
서울특별시,동작구,사당제1동,"22,140","13,913",1.59
서울특별시,동작구,사당제2동,"27,677","12,485",2.22
서울특별시,동작구,사당제3동,"23,093","10,363",2.23
서울특별시,동작구,사당제4동,"13,534","7,263",1.86
서울특별시,동작구,사당제5동,"13,791","6,656",2.07
서울특별시,동작구,대방동,"33,698","16,068",2.1
서울특별시,동작구,신대방제1동,"22,775","10,388",2.19
서울특별시,동작구,신대방제2동,"22,054","10,931",2.02
서울특별시,관악구,,"477,605","288,778",1.65
서울특별시,관악구,보라매동,"22,968","12,922",1.78
서울특별시,관악구,청림동,"14,276","6,347",2.25
서울특별시,관악구,성현동,"29,674","12,955",2.29
서울특별시,관악구,행운동,"28,418","18,225",1.56
서울특별시,관악구,낙성대동,"17,524","12,433",1.41
서울특별시,관악구,청룡동,"35,843","24,597",1.46
서울특별시,관악구,은천동,"31,396","16,028",1.96
서울특별시,관악구,중앙동,"15,167","10,527",1.44
서울특별시,관악구,인헌동,"24,908","14,952",1.67
서울특별시,관악구,남현동,"17,248","9,808",1.76
서울특별시,관악구,서원동,"22,792","15,456",1.47
서울특별시,관악구,신원동,"17,199","11,298",1.52
서울특별시,관악구,서림동,"23,462","15,663",1.5
서울특별시,관악구,신사동,"22,012","14,704",1.5
서울특별시,관악구,신림동,"23,109","19,412",1.19
서울특별시,관악구,난향동,"14,435","6,129",2.36
서울특별시,관악구,조원동,"19,780","12,581",1.57
서울특별시,관악구,대학동,"24,672","18,143",1.36
서울특별시,관악구,삼성동,"20,039","9,806",2.04
서울특별시,관악구,미성동,"28,472","14,050",2.03
서울특별시,관악구,난곡동,"24,211","12,742",1.9
서울특별시,서초구,,"414,428","173,506",2.39
서울특별시,서초구,서초1동,"19,981","9,512",2.1
서울특별시,서초구,서초2동,"24,696","11,427",2.16
서울특별시,서초구,서초3동,"32,031","15,572",2.06
서울특별시,서초구,서초4동,"29,968","10,642",2.82
서울특별시,서초구,잠원동,"34,773","13,567",2.56
서울특별시,서초구,반포본동,216,104,2.08
서울특별시,서초구,반포1동,"33,256","14,463",2.3
서울특별시,서초구,반포2동,"26,441","8,560",3.09
서울특별시,서초구,반포3동,"23,629","8,207",2.88
서울특별시,서초구,반포4동,"18,267","6,976",2.62
서울특별시,서초구,방배본동,"19,972","7,862",2.54
서울특별시,서초구,방배1동,"16,274","7,494",2.17
서울특별시,서초구,방배2동,"17,558","7,743",2.27
서울특별시,서초구,방배3동,"15,518","5,790",2.68
서울특별시,서초구,방배4동,"23,818","10,054",2.37
서울특별시,서초구,양재1동,"40,612","17,528",2.32
서울특별시,서초구,양재2동,"20,726","10,980",1.89
서울특별시,서초구,내곡동,"16,692","7,025",2.38
서울특별시,강남구,,"556,330","245,264",2.27
서울특별시,강남구,신사동,"15,081","6,538",2.31
서울특별시,강남구,논현1동,"20,647","13,417",1.54
서울특별시,강남구,논현2동,"20,109","11,172",1.8
서울특별시,강남구,압구정동,"25,444","9,930",2.56
서울특별시,강남구,청담동,"25,217","11,033",2.29
서울특별시,강남구,삼성1동,"12,689","5,489",2.31
서울특별시,강남구,삼성2동,"30,301","13,799",2.2
서울특별시,강남구,대치1동,"23,762","7,206",3.3
서울특별시,강남구,대치2동,"38,483","13,403",2.87
서울특별시,강남구,대치4동,"17,980","9,537",1.89
서울특별시,강남구,역삼1동,"34,174","23,856",1.43
서울특별시,강남구,역삼2동,"36,100","15,548",2.32
서울특별시,강남구,도곡1동,"20,720","8,383",2.47
서울특별시,강남구,도곡2동,"32,088","11,414",2.81
서울특별시,강남구,개포1동,"26,627","9,134",2.92
서울특별시,강남구,개포2동,"42,035","14,953",2.81
서울특별시,강남구,개포3동,"15,920","7,127",2.23
서울특별시,강남구,개포4동,"22,974","10,041",2.29
서울특별시,강남구,세곡동,"45,955","20,299",2.26
서울특별시,강남구,일원본동,"22,417","7,953",2.82
서울특별시,강남구,일원1동,"14,074","7,420",1.9
서울특별시,강남구,수서동,"13,533","7,612",1.78
서울특별시,송파구,,"643,350","285,903",2.25
서울특별시,송파구,풍납1동,"10,753","5,176",2.08
서울특별시,송파구,풍납2동,"22,922","10,415",2.2
서울특별시,송파구,거여1동,"11,725","5,602",2.09
서울특별시,송파구,거여2동,"23,058","10,041",2.3
서울특별시,송파구,마천1동,"15,169","7,257",2.09
서울특별시,송파구,마천2동,"16,961","8,404",2.02
서울특별시,송파구,방이1동,"14,926","6,175",2.42
서울특별시,송파구,방이2동,"26,189","16,098",1.63
서울특별시,송파구,오륜동,"17,522","5,842",3
서울특별시,송파구,오금동,"37,150","15,763",2.36
서울특별시,송파구,송파1동,"22,867","12,497",1.83
서울특별시,송파구,송파2동,"19,313","7,542",2.56
서울특별시,송파구,석촌동,"30,086","17,057",1.76
서울특별시,송파구,삼전동,"28,369","16,102",1.76
서울특별시,송파구,가락본동,"24,534","11,622",2.11
서울특별시,송파구,가락1동,"26,960","9,666",2.79
서울특별시,송파구,가락2동,"28,574","11,746",2.43
서울특별시,송파구,문정1동,"19,614","8,957",2.19
서울특별시,송파구,문정2동,"28,687","15,859",1.81
서울특별시,송파구,장지동,"30,677","13,180",2.33
서울특별시,송파구,위례동,"44,962","14,984",3
서울특별시,송파구,잠실본동,"27,298","16,145",1.69
서울특별시,송파구,잠실2동,"34,626","11,527",3
서울특별시,송파구,잠실3동,"33,638","11,799",2.85
서울특별시,송파구,잠실4동,"21,148","7,268",2.91
서울특별시,송파구,잠실6동,"16,299","5,817",2.8
서울특별시,송파구,잠실7동,"9,323","3,362",2.77
서울특별시,강동구,,"499,127","222,624",2.24
서울특별시,강동구,강일동,"34,345","13,797",2.49
서울특별시,강동구,상일제1동,"39,009","13,553",2.88
서울특별시,강동구,상일제2동,"13,310","5,295",2.51
서울특별시,강동구,명일제1동,"24,637","9,983",2.47
서울특별시,강동구,명일제2동,"16,868","6,399",2.64
서울특별시,강동구,고덕제1동,"23,684","8,164",2.9
서울특별시,강동구,고덕제2동,"26,256","10,360",2.53
서울특별시,강동구,암사제1동,"32,675","15,835",2.06
서울특별시,강동구,암사제2동,"14,539","6,413",2.27
서울특별시,강동구,암사제3동,"16,830","6,046",2.78
서울특별시,강동구,천호제1동,"25,025","12,871",1.94
서울특별시,강동구,천호제2동,"34,829","18,743",1.86
서울특별시,강동구,천호제3동,"26,294","15,076",1.74
서울특별시,강동구,성내제1동,"18,917","8,204",2.31
서울특별시,강동구,성내제2동,"24,236","14,061",1.72
서울특별시,강동구,성내제3동,"21,539","10,589",2.03
서울특별시,강동구,길동,"48,199","24,353",1.98
서울특별시,강동구,둔촌제1동,"32,743","11,954",2.74
서울특별시,강동구,둔촌제2동,"25,192","10,928",2.31
부산광역시,,,"3,241,600","1,573,996",2.06
부산광역시,중구,,"36,518","23,261",1.57
부산광역시,중구,중앙동,"3,083","2,474",1.25
부산광역시,중구,동광동,"2,286","1,538",1.49
부산광역시,중구,대청동,"5,477","3,372",1.62
부산광역시,중구,보수동,"9,798","6,028",1.63
부산광역시,중구,부평동,"3,977","2,580",1.54
부산광역시,중구,광복동,825,511,1.61
부산광역시,중구,남포동,752,561,1.34
부산광역시,중구,영주제1동,"4,217","2,837",1.49
부산광역시,중구,영주제2동,"6,103","3,360",1.82
부산광역시,서구,,"101,892","53,445",1.91
부산광역시,서구,동대신제1동,"5,022","2,609",1.92
부산광역시,서구,동대신제2동,"6,227","3,273",1.9
부산광역시,서구,동대신제3동,"6,927","3,737",1.85
부산광역시,서구,서대신제1동,"14,472","6,765",2.14
부산광역시,서구,서대신제3동,"7,242","3,127",2.32
부산광역시,서구,서대신제4동,"6,873","2,927",2.35
부산광역시,서구,부민동,"7,258","4,184",1.73
부산광역시,서구,아미동,"6,108","3,943",1.55
부산광역시,서구,초장동,"3,527","2,277",1.55
부산광역시,서구,충무동,"9,289","5,444",1.71
부산광역시,서구,남부민제1동,"4,203","2,481",1.69
부산광역시,서구,남부민제2동,"7,300","4,242",1.72
부산광역시,서구,암남동,"17,444","8,436",2.07
부산광역시,동구,,"83,851","46,249",1.81
부산광역시,동구,초량제1동,"4,831","3,172",1.52
부산광역시,동구,초량제2동,"4,914","3,114",1.58
부산광역시,동구,초량제3동,"12,775","6,503",1.96
부산광역시,동구,초량제6동,"4,906","2,800",1.75
부산광역시,동구,수정제1동,"3,927","2,114",1.86
부산광역시,동구,수정제2동,"8,697","4,739",1.84
부산광역시,동구,수정제4동,"3,236","1,948",1.66
부산광역시,동구,수정제5동,"4,443","2,495",1.78
부산광역시,동구,좌천동,"10,715","5,652",1.9
부산광역시,동구,범일제1동,"10,309","5,955",1.73
부산광역시,동구,범일제2동,"6,145","3,620",1.7
부산광역시,동구,범일제5동,"8,953","4,137",2.16
부산광역시,영도구,,"101,580","53,292",1.91
부산광역시,영도구,남항동,"9,813","5,489",1.79
부산광역시,영도구,영선제1동,"3,534","1,788",1.98
