region,area,people,수요,입주,매매,전세,전세가율
부산,기장군(113),"175,273",897,0,971,766,78%
부산,사상구(125),"192,718","1,046",0,785,642,79%
부산,강서구(69),"153,175",723,"3,159","1,143",836,72%
부산,영도구(71),"100,748",556,0,758,606,76%
대구,중구(80),"101,643",390,507,"1,569",906,56%
대구,수성구(285),"408,527","2,101","1,201","1,537",901,57%
대구,동구(212),"338,260","1,725","1,139",997,693,68%
대구,북구(235),"407,548","2,202","1,672",847,649,75%
대구,서구(44),"163,748",830,0,"1,117",733,62%
대구,남구(59),"140,620",723,"5,024","1,059",711,66%
대구,달성군(144),"252,210","1,329",0,765,581,75%
대구,달서구(263),"514,075","2,752","1,429",919,660,70%
인천,부평구(264),"488,829","2,479",126,"1,436","1,027",71%
인천,연수구(226),"410,308","1,959",0,"1,742","1,114",63%
인천,미추홀구(218),"417,725","2,063","2,947","1,196",899,74%
인천,서구(406),"660,464","2,891","9,734","1,441",946,65%
인천,동구(30),"57,836",302,"1,321",920,702,75%
인천,남동구(268),"479,343","2,598",0,"1,202",885,73%
인천,계양구(191),"276,563","1,488","1,285","1,136",869,76%
인천,중구(164),"178,490",743,871,"1,094",776,69%
광주,남구(184),"206,083","1,089",746,973,739,73%
광주,광산구(295),"384,040","2,038",951,884,698,78%
광주,동구(82),"105,005",528,"1,269","1,074",882,74%
광주,북구(309),"416,326","2,152","7,088",822,661,77%
광주,서구(219),"274,925","1,465","1,106",933,753,77%
대전,서구(218),"463,601","2,392","2,009","1,341",921,68%
대전,유성구(231),"371,147","1,785","2,783","1,377",959,69%
대전,동구(101),"218,505","1,120",425,930,751,78%
대전,대덕구(70),"164,379",884,0,864,673,76%
대전,중구(122),"224,581","1,164",749,"1,013",774,73%
울산,남구(240),"304,385","1,586","1,327","1,405","1,045",72%
울산,울주군(129),"218,259","1,123","2,278",867,697,78%
울산,중구(122),"203,216","1,074",931,"1,261","1,016",76%
울산,북구(124),"213,772","1,106",0,919,758,80%
울산,동구(79),"147,834",785,0,781,699,85%
세종,세종시(241),"391,064","1,909",301,"1,646",822,50%
경기도,광명시(112),"303,479","1,473","1,862","3,251","1,666",49%
경기도,용인시 수지구(227),"369,798","1,904",0,"2,883","1,696",59%
경기도,성남시 중원구(77),"201,051","1,052",0,"3,210","1,712",53%
경기도,하남시(174),"327,571","1,621",0,"3,640","2,080",57%
경기도,구리시(119),"187,463",969,"1,180","2,736","1,659",61%
경기도,화성시 동탄구(270),"428,440","1,738","1,765","2,545","1,430",56%
경기도,안양시 동안구(173),"328,922","1,582",458,"3,255","1,783",54%
경기도,성남시(457),"903,747","4,690","1,629","5,036","2,184",43%
경기도,성남시 수정구(85),"234,328","1,190","1,629","4,416","2,226",50%
경기도,용인시(595),"1,089,693","5,457",820,"2,178","1,369",63%
경기도,안양시(296),"562,341","2,774","1,163","2,921","1,674",57%
경기도,성남시 분당구(295),"468,368","2,448",0,"5,654","2,296",41%
경기도,용인시 기흥구(253),"434,363","2,228",472,"1,845","1,228",66%
경기도,안양시 만안구(123),"233,419","1,192",705,"2,170","1,419",65%
경기도,수원시 팔달구(121),"193,364",928,"1,154","2,213","1,301",58%
경기도,군포시(111),"249,770","1,357",0,"1,862","1,252",67%
경기도,수원시 영통구(182),"362,168","1,833",0,"2,519","1,612",64%
경기도,화성시(546),"997,713","4,520","3,259","1,870","1,159",62%
경기도,수원시(614),"1,186,120","6,000","3,332","2,103","1,353",64%
경기도,수원시 권선구(203),"360,343","1,857","2,178","1,626","1,112",68%
경기도,수원시 장안구(108),"270,245","1,382",0,"1,965","1,269",64%
경기도,의왕시(110),"163,071",820,"4,785","2,357","1,472",60%
경기도,부천시 원미구(212),"382,692","2,051",0,"2,030","1,373",67%
경기도,용인시 처인구(115),"285,532","1,325",348,"1,342",972,71%
경기도,남양주시(411),"727,717","3,719",635,"1,541","1,139",74%
경기도,화성시 병점구(90),"174,699","1,002",688,"1,452","1,044",72%
경기도,동두천시(55),"86,243",471,0,617,511,82%
경기도,부천시(407),"756,037","4,049","1,599","1,885","1,298",68%
경기도,고양시 덕양구(263),"483,267","2,449",0,"1,840","1,294",70%
경기도,화성시 효행구(81),"159,975",641,806,"1,225",877,71%
경기도,의정부시(284),"461,816","2,348","2,781","1,252",944,75%
경기도,부천시 소사구(125),"224,399","1,203","1,234","1,752","1,263",72%
경기도,양주시(176),"296,976","1,203","1,263","1,007",749,74%
경기도,안산시 단원구(185),"288,673","1,521",472,"1,689","1,097",65%
경기도,포천시(47),"140,464",751,0,699,544,77%
경기도,안산시(252),"609,712","3,289",472,"1,574","1,034",65%
경기도,김포시(277),"484,047","2,450",0,"1,354","1,014",74%
경기도,오산시(145),"252,414","1,165","2,828","1,152",876,75%
경기도,부천시 오정구(70),"148,946",795,365,"1,453",946,64%
경기도,광주시(152),"398,250","1,968","2,530","1,342",985,72%
경기도,양평군(35),"126,746",618,0,"1,138",880,77%
경기도,시흥시(343),"514,804","2,591","1,202","1,368",977,71%
경기도,안산시 상록구(67),"321,039","1,768",0,"1,413",946,67%
경기도,고양시(620),"1,057,471","5,451","1,834","1,619","1,187",73%
경기도,안성시(96),"198,631",959,992,729,604,81%
경기도,과천시(33),"80,384",367,0,"7,377","2,807",38%
경기도,파주시(251),"532,124","2,463","4,374","1,128",840,73%
경기도,화성시 만세구(105),"234,599","1,139",0,"1,184",850,73%
경기도,평택시(395),"618,234","2,865","8,012",995,730,74%
경기도,고양시 일산동구(192),"297,895","1,511","1,834","1,608","1,205",75%
경기도,여주시(49),"113,541",570,0,764,632,82%
경기도,고양시 일산서구(165),"276,309","1,491",0,"1,351","1,039",77%
경기도,이천시(146),"223,635","1,129","5,137",773,665,84%
충북,청주시 흥덕구(188),"292,288","1,355","4,415","1,077",823,75%
충북,증평군(23),"36,724",186,414,605,503,78%
충북,청주시(516),"859,441","4,291","8,604",878,726,81%
충북,청주시 청원구(113),"186,312",983,0,786,656,82%
충북,청주시 상당구(106),"193,425",978,742,836,732,85%
충북,옥천군(19),"50,423",253,0,648,550,75%
충북,음성군(73),"95,787",467,0,524,444,72%
충북,청주시 서원구(109),"187,416",975,"3,447",708,640,88%
충북,충주시(116),"206,179","1,058",0,679,551,80%
충북,진천군(63),"85,558",433,0,682,500,71%
충북,제천시(75),"128,306",667,0,577,496,81%
충남,논산시(45),"106,094",576,433,721,574,73%
충남,당진시(94),"172,285",846,0,638,535,82%
충남,태안군(19),"59,083",313,0,548,406,71%
충남,홍성군(50),"101,443",501,293,607,486,72%
충남,공주시(50),"99,841",523,366,748,570,75%
충남,계룡시(24),"45,972",219,0,711,544,77%
충남,서산시(87),"171,306",892,410,658,563,82%
충남,천안시 서북구(281),"402,306","2,034",0,873,711,79%
충남,천안시(428),"665,858","3,329",719,805,666,81%
충남,예산군(43),"78,337",389,0,575,460,70%
충남,천안시 동남구(147),"263,552","1,295",719,695,596,83%
충남,보령시(47),"91,353",499,"1,793",692,552,80%
충남,아산시(229),"363,223","1,655","6,651",753,601,79%
전남,무안군(68),"95,807",459,0,921,750,76%
전남,영암군(25),"50,069",270,0,317,226,72%
전남,순천시(155),"274,685","1,417",0,755,632,80%
전남,나주시(58),"116,791",589,0,719,598,80%
전남,목포시(159),"199,813","1,103",70,546,468,81%
전남,화순군(31),"60,008",316,0,621,477,71%
전남,광양시(105),"155,909",768,0,443,383,81%
전남,여수시(158),"260,913","1,397",0,687,565,78%
경북,안동시(97),"152,246",792,0,736,584,74%
경북,상주시(36),"89,382",484,0,719,497,68%
경북,김천시(74),"132,840",708,0,671,599,80%
경북,영천시(43),"94,331",514,0,474,375,74%
경북,구미시(218),"402,867","2,078",0,613,521,81%
경북,경산시(153),"263,639","1,354",0,688,549,78%
경북,경주시(136),"243,141","1,271",0,651,573,78%
경북,영주시(47),"96,511",514,763,682,670,80%
경북,칠곡군(53),"103,618",575,0,414,343,80%
경북,예천군(17),"53,467",282,0,801,685,84%
경북,포항시 북구(164),"273,722","1,372","3,100",611,506,77%
경북,포항시(275),"487,055","2,532","3,100",629,535,78%
경북,포항시 남구(111),"213,333","1,160",0,663,604,80%
경남,진주시(182),"334,984","1,748",0,"1,066",875,76%
경남,창원시 성산구(136),"245,920","1,220","1,509","1,403",901,63%
경남,거창군(21),"58,874",307,0,709,548,65%
경남,밀양시(52),"98,619",523,232,685,597,78%
경남,창원시(535),"986,759","5,212","3,474","1,057",782,71%
경남,양산시(213),"361,433","1,790",330,782,611,76%
경남,창원시 의창구(87),"208,424","1,157","1,965","1,201",871,69%
경남,창원시 마산합포구(121),"174,767",909,0,796,701,83%
경남,창원시 마산회원구(90),"174,485",944,0,845,718,81%
경남,통영시(97),"115,818",641,506,584,561,82%
경남,김해시(276),"532,665","2,722","1,868",726,603,82%
경남,거제시(170),"229,221","1,213",343,482,409,82%
경남,창원시 진해구(101),"183,163",982,0,707,591,83%
경남,함안군(25),"56,985",315,0,496,436,85%
경남,사천시(55),"107,808",556,677,548,488,84%
제주,제주시(221),"484,171","2,499",336,"1,586","1,019",64%
제주,서귀포시(82),"178,798",933,144,"1,102",814,71%
강원,삼척시(40),"60,408",326,0,637,476,69%
강원,동해시(75),"85,608",455,0,648,510,72%
강원,태백시(45),"36,853",206,0,391,286,71%
강원,춘천시(160),"285,160","1,444","1,417",915,721,78%
강원,강릉시(162),"205,790","1,075","1,882",830,725,81%
강원,홍천군(24),"65,889",345,703,658,485,70%
강원,원주시(258),"364,570","1,816","2,137",688,576,80%
강원,속초시(97),"78,805",420,925,787,608,76%
전북,전주시 완산구(226),"314,034","1,699","1,914",900,728,77%
전북,전주시(422),"621,760","3,315","2,308",943,770,78%
전북,완주군(53),"100,033",462,516,750,609,78%
전북,전주시 덕진구(196),"307,726","1,616",394,990,812,78%
전북,남원시(38),"73,937",399,0,633,506,67%
전북,김제시(44),"81,665",411,0,509,464,79%
전북,익산시(189),"266,818","1,399","1,363",543,502,84%
전북,군산시(178),"255,649","1,341","2,529",505,440,80%
전북,정읍시(53),"100,683",536,0,576,455,75%
