region,area,people,수요,입주,매매,전세,전세가율
부산,영도구(71),"101,252",555,0,772,601,75%
대구 ,중구(79),"101,099",389,152,"1,527",896,57%
대구 ,수성구(284),"409,332","2,101","1,055","1,511",889,57%
대구 ,북구(235),"408,890","2,201","1,672",838,641,75%
대구 ,동구(212),"339,167","1,725","1,139",987,701,70%
대구 ,달성군(144),"254,213","1,329",0,767,577,74%
대구 ,서구(44),"164,018",830,0,"1,095",700,60%
대구 ,남구(59),"136,497",724,"5,024","1,019",718,67%
대구 ,달서구(263),"516,497","2,756","1,429",913,655,71%
인천,연수구(220),"409,814","1,959",0,"1,707","1,069",61%
인천,부평구(263),"490,227","2,477",0,"1,424",986,69%
인천,미추홀구(218),"417,198","2,063","2,947","1,171",866,73%
인천,서구(401),"655,469","2,896","8,740","1,436",940,64%
인천,동구(30),"56,469",302,"1,321",927,717,76%
인천,중구(164),"177,090",744,871,"1,112",765,67%
인천,남동구(267),"480,148","2,595",0,"1,207",877,72%
인천,계양구(191),"277,636","1,484","1,285","1,133",860,75%
광주,북구(308),"416,262","2,151","7,062",835,683,79%
광주,동구(82),"104,794",527,"1,269","1,096",913,75%
광주,광산구(295),"387,048","2,038","1,008",894,712,78%
광주,서구(219),"275,318","1,466","2,033",947,759,77%
광주,남구(184),"207,236","1,089",746,979,752,74%
대전,동구(101),"218,109","1,120",649,927,733,76%
대전,서구(217),"463,443","2,392","2,207","1,312",913,69%
대전,유성구(229),"368,354","1,785","2,783","1,377",965,70%
대전,대덕구(70),"165,221",885,0,866,665,75%
대전,중구(121),"225,423","1,163",749,"1,014",751,71%
울산,남구(239),"304,542","1,586","1,327","1,384","1,020",71%
울산,동구(79),"148,986",783,0,790,677,81%
울산,중구(122),"203,968","1,074",931,"1,251",990,75%
울산,북구(124),"214,819","1,106",0,928,751,79%
울산,울주군(129),"218,966","1,123","2,278",843,685,78%
세종시,세종시(240),"391,477","1,911",301,"1,659",820,49%
경기도,성남시 분당구(290),"469,871","2,447",0,"5,389","2,224",41%
경기도,성남시(450),"906,160","4,689","1,629","4,774","2,111",44%
경기도,성남시 수정구(85),"233,273","1,190","1,629","4,182","2,179",52%
경기도,광명시(111),"297,468","1,474","1,862","2,963","1,463",49%
경기도,하남시(173),"328,048","1,623",0,"3,379","1,998",59%
경기도,용인시 수지구(227),"373,960","1,904",0,"2,640","1,623",61%
경기도,안양시 동안구(174),"329,711","1,581",458,"3,056","1,723",56%
경기도,과천시(34),"79,951",367,0,"7,531","2,800",37%
경기도,안양시(297),"563,348","2,774","1,163","2,753","1,612",58%
경기도,성남시 중원구(75),"203,016","1,052",0,"2,936","1,612",55%
경기도,구리시(119),"186,118",970,"1,180","2,525","1,563",62%
경기도,용인시(592),"1,090,978","5,456",820,"2,026","1,307",64%
경기도,화성시 동탄구(267),"432,008","1,735","1,765","2,343","1,327",57%
경기도,안양시 만안구(123),"233,637","1,193",705,"2,075","1,351",65%
경기도,수원시 영통구(182),"362,278","1,833",0,"2,412","1,540",64%
경기도,용인시 기흥구(252),"434,484","2,227",472,"1,729","1,160",67%
경기도,수원시(611),"1,186,010","5,997","3,332","2,016","1,295",64%
경기도,군포시(112),"251,038","1,356",0,"1,790","1,211",68%
경기도,화성시(543),"1,039,295","4,507","3,259","1,773","1,100",62%
경기도,수원시 팔달구(121),"191,972",927,"1,154","2,114","1,250",58%
경기도,용인시 처인구(113),"282,534","1,325",348,"1,292",945,70%
경기도,수원시 권선구(201),"360,806","1,855","2,178","1,577","1,064",67%
경기도,의왕시(111),"160,842",819,"5,609","2,272","1,425",61%
경기도,수원시 장안구(107),"270,954","1,382",0,"1,861","1,216",64%
경기도,화성시 효행구(80),"159,302",640,806,"1,213",862,70%
경기도,화성시 병점구(91),"212,784",999,688,"1,430","1,002",70%
경기도,부천시 원미구(213),"384,011","2,051",0,"1,984","1,338",67%
경기도,부천시(407),"758,212","4,050","1,573","1,856","1,255",67%
경기도,남양주시(409),"729,552","3,721","1,627","1,499","1,112",74%
경기도,광주시(151),"397,364","1,970","2,530","1,322","1,016",75%
경기도,양평군(35),"126,986",618,0,"1,149",866,75%
경기도,안산시 단원구(186),"289,531","1,521",472,"1,683","1,077",64%
경기도,여주시(49),"113,885",570,0,775,622,80%
경기도,부천시 소사구(124),"225,290","1,199","1,234","1,745","1,197",68%
경기도,부천시 오정구(70),"148,911",800,339,"1,460",945,64%
경기도,안산시(254),"611,860","3,288",472,"1,572","1,018",65%
경기도,의정부시(284),"461,541","2,348","2,781","1,241",920,74%
경기도,안산시 상록구(68),"322,329","1,767",0,"1,415",936,66%
경기도,오산시(144),"250,128","1,165","2,828","1,128",843,73%
경기도,고양시 덕양구(265),"485,174","2,450",0,"1,806","1,267",70%
경기도,포천시(47),"140,461",751,0,696,535,76%
경기도,고양시 일산동구(192),"297,178","1,511","1,834","1,630","1,178",72%
경기도,파주시(249),"527,182","2,465","3,439","1,144",832,72%
경기도,양주시(173),"296,463","1,204","1,263","1,001",722,72%
경기도,고양시(622),"1,059,998","5,451","1,834","1,617","1,164",72%
경기도,시흥시(341),"514,778","2,591","1,202","1,369",951,69%
경기도,안성시(96),"196,679",958,992,732,593,79%
경기도,김포시(275),"484,694","2,451",0,"1,355",997,73%
경기도,화성시 만세구(105),"235,201","1,134",0,"1,197",840,71%
경기도,고양시 일산서구(165),"277,646","1,490",0,"1,377","1,026",74%
경기도,동두천시(55),"86,331",471,0,602,511,84%
경기도,평택시(389),"612,095","2,868","8,012",988,706,71%
경기도,이천시(146),"222,879","1,130","5,137",795,692,85%
충북,청주시 흥덕구(188),"292,310","1,355","4,415","1,041",829,78%
충북,청주시 청원구(113),"186,849",983,0,781,658,82%
충북,충주시(116),"206,270","1,058",90,684,547,79%
충북,청주시(512),"856,629","4,292","7,862",863,726,82%
충북,증평군(23),"36,656",186,414,592,515,82%
충북,제천시(75),"127,803",667,0,582,473,80%
충북,청주시 상당구(103),"194,463",979,0,826,722,85%
충북,진천군(63),"85,969",433,0,670,479,68%
충북,청주시 서원구(108),"183,007",975,"3,447",711,634,88%
충북,옥천군(19),"50,000",253,0,633,526,72%
충북,음성군(73),"94,729",467,0,492,387,72%
충남,논산시(45),"106,615",576,433,709,579,75%
충남,공주시(49),"99,730",523,366,747,563,74%
충남,당진시(94),"172,414",847,0,629,522,81%
충남,서산시(87),"172,297",892,410,655,559,82%
충남,보령시(46),"91,882",498,"1,382",697,557,80%
충남,아산시(226),"360,019","1,658","6,970",754,606,78%
충남,홍성군(50),"100,835",501,293,600,471,72%
충남,태안군(19),"59,379",313,0,533,438,80%
충남,천안시 서북구(275),"401,916","2,034",0,869,702,78%
충남,예산군(43),"78,722",389,0,575,451,69%
충남,계룡시(24),"45,885",219,0,713,551,77%
충남,천안시(421),"664,269","3,329",719,799,653,79%
충남,천안시 동남구(146),"262,353","1,295",719,686,575,80%
전남,무안군(68),"95,710",459,0,858,700,75%
전남,영암군(25),"50,051",270,0,305,223,74%
전남,순천시(155),"275,014","1,417",0,730,617,81%
전남,나주시(58),"117,028",588,0,703,592,81%
전남,광양시(105),"155,497",768,0,450,376,80%
전남,목포시(159),"201,544","1,102",70,531,463,83%
전남,화순군(31),"60,205",316,0,592,471,74%
전남,여수시(156),"262,832","1,398",0,698,570,77%
경북,안동시(96),"152,149",792,0,712,584,75%
경북,영천시(43),"94,943",514,0,469,370,74%
경북,예천군(17),"53,879",282,0,819,672,81%
경북,김천시(74),"133,444",708,0,658,591,81%
경북,상주시(34),"89,795",483,0,706,489,70%
경북,영주시(47),"97,021",514,763,688,648,79%
경북,경주시(136),"243,781","1,271",0,644,566,77%
경북,구미시(219),"403,649","2,076",0,596,516,81%
경북,경산시(151),"263,381","1,355",0,691,548,77%
경북,칠곡군(53),"104,596",575,0,422,350,79%
경북,포항시 남구(111),"214,869","1,160",0,694,637,81%
경북,포항시(275),"488,683","2,531","3,100",639,546,80%
경북,포항시 북구(164),"273,814","1,371","3,100",612,506,79%
경남,창원시 성산구(135),"247,164","1,220","1,509","1,340",883,65%
경남,진주시(181),"335,342","1,748",166,"1,008",865,80%
경남,거창군(21),"58,898",307,0,655,515,68%
경남,창원시(532),"990,407","5,199","3,474","1,033",769,72%
경남,창원시 의창구(86),"207,050","1,146","1,965","1,193",870,70%
경남,창원시 마산회원구(90),"176,002",944,0,836,704,80%
경남,양산시(211),"361,349","1,790",330,772,604,76%
경남,밀양시(50),"99,087",523,232,672,589,79%
경남,창원시 마산합포구(120),"175,634",908,0,788,683,82%
경남,사천시(55),"107,954",556,677,557,487,82%
경남,창원시 진해구(101),"184,557",981,0,723,591,81%
경남,김해시(274),"533,275","2,724","1,868",726,604,82%
경남,통영시(97),"116,419",639,506,586,549,81%
경남,함안군(25),"57,548",315,0,507,430,82%
경남,거제시(170),"230,871","1,214",343,481,402,81%
제주,제주시(220),"484,763","2,499",292,"1,584","1,010",63%
제주,서귀포시(82),"179,232",933,144,"1,113",824,71%
강원,삼척시(40),"60,307",326,0,609,486,73%
강원,동해시(75),"86,225",455,0,603,485,72%
강원,홍천군(23),"66,008",345,703,656,512,73%
강원,태백시(45),"36,972",206,0,386,297,76%
강원,춘천시(160),"284,895","1,444","1,417",910,716,78%
강원,속초시(97),"79,586",420,925,807,631,77%
강원,강릉시(161),"205,966","1,075","1,882",805,718,82%
강원,원주시(258),"363,496","1,817","2,137",700,568,78%
전북,완주군(53),"100,372",462,516,734,588,77%
전북,전주시 덕진구(194),"308,441","1,617",394,968,810,80%
전북,전주시(420),"624,241","3,317","2,308",921,760,79%
전북,전주시 완산구(226),"315,800","1,700","1,914",876,712,78%
전북,남원시(38),"74,364",399,0,609,502,68%
전북,김제시(44),"81,823",411,0,511,453,76%
전북,정읍시(53),"101,129",536,0,572,416,74%
전북,익산시(188),"266,967","1,398","1,104",542,492,84%
전북,군산시(178),"256,127","1,340","2,529",490,448,84%
