사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
202604,5호선,하남시청(덕풍?신장),38,1,7230,180,16328,3881,34521,7768,32550,19621,21774,9414,16925,10941,16010,10304,16705,10310,15177,13830,13878,12348,14986,18613,17557,20857,16859,20453,16861,29142,9406,26568,7112,15251,6118,14984,3871,13424,1358,7448,310,3702,0,0,0,0,0,0,20260503
202604,5호선,하남풍산,19,0,2161,378,6171,2794,12160,8793,13032,19863,8819,11000,7594,7248,7680,6467,7883,5736,7994,7393,7658,6844,9268,7081,11123,9477,14362,8325,15302,12330,6051,11189,4488,6653,3914,5803,2820,5626,828,3454,177,1365,0,0,0,0,0,0,20260503
202604,5호선,행당,34,0,4178,760,13468,2798,36707,5284,46834,10589,23245,7156,15676,5543,13566,6658,13072,8273,12192,9146,10137,10992,10053,13314,10297,17372,10396,22087,10347,33269,6721,22031,5375,14954,4469,13864,3280,12002,1117,6489,238,1948,0,3,0,0,0,0,20260503
202604,5호선,화곡,684,6,25352,1851,47866,10527,126572,17227,155268,39762,80322,28194,51836,21065,45241,22355,47086,25646,43422,30587,36714,34403,35519,43298,38698,56870,42608,77692,43974,134044,26247,93445,19653,59348,15983,57256,12022,48524,4910,30578,798,9120,0,0,0,0,0,0,20260503
202604,6호선,고려대(종암),48,0,3807,1020,8506,4944,23609,14392,29902,33399,16657,16729,13135,18921,13533,13795,14396,11788,16985,15955,16111,13569,16762,12040,24398,14823,28449,18033,23745,29852,12723,20544,11147,13434,14075,13049,9584,12729,4753,9102,831,2917,1,43,0,0,0,0,20260503
202604,6호선,공덕,164,4,5031,2462,9317,13055,25088,47706,36324,105647,25823,52860,21839,27029,24061,23425,25379,23279,26305,25059,27106,23691,32509,24940,39090,30387,63971,37334,87972,48732,39864,31037,32620,20662,29343,18641,21627,15628,10168,11154,1530,4864,0,186,0,0,0,0,20260503
202604,6호선,광흥창(서강),27,0,3194,1622,9249,6619,25520,18139,31463,37311,19510,20866,15151,12808,15570,11002,16994,12287,14922,12560,13816,12505,15741,13961,18117,15462,26602,20078,33174,27863,15859,19836,10710,12975,10143,11718,6493,11225,2611,6480,441,2054,0,0,0,0,0,0,20260503
202604,6호선,구산,33,1,6618,320,13869,2964,34608,8009,41262,8454,23214,5929,15931,5804,13857,6989,14361,8061,12675,8770,11529,9845,12619,13081,13792,16486,11678,17665,10335,25050,6684,22113,5273,12268,4427,10929,3727,8961,1164,5387,251,1671,0,0,0,0,0,0,20260503
202604,6호선,녹사평(용산구청),31,2,1262,683,2139,5037,5243,9863,8127,20265,7054,10102,5437,8675,5702,8461,6251,10455,7415,10984,8190,10784,10172,12295,14239,12287,16850,14393,21924,16867,13986,11162,13199,7485,13982,6008,11154,5622,5511,3059,734,1024,0,0,0,0,0,0,20260503
202604,6호선,대흥(서강대앞),4,0,2451,1186,6507,6316,18623,22518,25542,39066,16684,24166,12612,24371,13656,17445,14927,16973,20197,21384,17855,15753,19121,16800,25116,19208,30066,23057,33132,31297,16808,18697,14592,11966,15543,10640,14827,9370,5407,6969,834,2041,0,1,0,0,0,0,20260503
202604,6호선,독바위,9,0,2178,247,4976,818,13778,2198,13636,3312,7274,2898,4731,2959,4174,2648,4399,3200,3820,3347,3571,3856,3441,4843,3806,6199,3488,7628,2972,11874,1877,10055,1292,6446,937,5352,715,5297,324,3234,73,1246,0,0,0,0,0,0,20260503
202604,6호선,돌곶이,33,1,7931,1205,21289,4134,60410,7765,61589,21243,30940,14997,19943,12615,17059,10739,19104,13476,18771,14950,16442,14608,15529,19500,17215,23861,18362,31459,18479,48782,12918,39477,8848,23193,9228,20506,5948,19948,2654,12259,544,4082,0,0,0,0,0,0,20260503
202604,6호선,동묘앞,155,2,4655,1124,5799,4585,12301,9962,18493,29827,15259,20686,13946,17810,16680,19127,19164,19851,19788,23562,22834,22754,25359,21533,28038,21008,30518,20770,30549,22847,17535,16540,11793,12110,10152,12009,7100,11956,3539,8971,651,2854,0,121,0,0,0,0,20260503
202604,6호선,디지털미디어시티,230,27,6852,2559,20120,13997,56627,35599,59811,70065,33356,31986,21599,13760,17684,12418,17985,14468,17063,15340,15587,16542,17543,19207,24185,26084,39813,35396,50363,55387,22177,38771,12668,25001,11287,23285,7120,21854,3577,12396,881,5380,0,15,0,0,0,0,20260503
202604,6호선,마포구청,16,2,6516,1761,16192,8485,47820,17370,62130,40130,39052,20058,26260,14609,24526,14574,24299,18663,22935,20302,20870,17975,22145,22742,25160,25395,28592,32519,38583,48760,19780,35862,14785,24456,13098,22054,9601,21414,4333,13570,763,3776,0,0,0,0,0,0,20260503
202604,6호선,망원,13,0,6461,992,11707,6311,29864,11430,40127,36177,28165,35569,21303,30316,23282,35892,30366,38810,30708,42497,30478,37699,32192,42632,35248,43001,39873,48241,48142,57582,37129,40089,32430,22280,28164,18987,21785,16407,9795,11369,1445,2916,0,0,0,0,0,0,20260503
202604,6호선,버티고개,1,0,735,345,2115,1561,6111,2856,8188,6557,5386,3748,3988,2937,3488,2519,3246,2823,3362,3533,3367,3658,3948,4031,4135,4582,5336,5400,7366,7403,3594,5469,2390,4000,1950,3704,1464,3137,870,2014,158,516,0,30,0,0,0,0,20260503
202604,6호선,보문,39,0,4770,904,9354,5235,26064,12511,36824,22730,19908,12792,12856,8751,11627,9937,12291,9579,13078,11093,11559,10025,12938,12300,15773,14114,17732,20454,19876,28503,10224,21594,9005,14031,8368,13231,7042,13363,3721,9184,876,3070,0,0,0,0,0,0,20260503
202604,6호선,봉화산(서울의료원),29,0,6326,871,19018,2806,47963,6406,42261,13194,20932,7750,15065,6597,13664,6849,14074,8782,11618,10776,10239,10410,9992,14456,11948,17180,13173,22514,11529,31866,5944,28401,4132,17615,3320,15194,2727,14426,1036,8351,129,3216,1,255,0,0,0,0,20260503
202604,6호선,불광,7,0,1638,369,4475,2876,12515,4155,14238,8586,8232,7410,6838,6845,7722,6938,8869,7438,9905,8165,10222,7626,11487,8722,12415,9654,11787,11793,11208,16079,7249,11579,5810,7067,4435,5840,2218,5418,930,3392,163,1133,0,0,0,0,0,0,20260503
202604,6호선,삼각지(전쟁기념관),3,0,1873,683,3778,5863,10253,15970,16192,28579,11787,13960,8173,11618,10253,11248,12191,11991,13919,12014,14384,10630,17022,11881,20839,12959,26352,14539,29565,19365,14847,11660,12785,8292,12434,7795,10122,7947,5487,5384,1010,1514,0,5,0,0,0,0,20260503
202604,6호선,상수,43,2,5169,1452,7553,5544,11373,7826,15973,29985,12059,38064,10373,23362,11405,19951,15147,22009,16316,24446,17008,20358,19304,19662,26378,22733,30063,27606,32739,39022,24280,25557,23333,17767,26976,14191,27136,13744,18034,10972,3516,3977,0,0,0,0,0,0,20260503
202604,6호선,상월곡(한국과학기술연구원),76,0,5674,518,9946,2080,27789,4468,30706,16982,17279,12066,11542,12973,11130,10284,11606,7660,11177,9526,11784,8227,10292,10040,12382,12402,11704,15683,12659,21467,7776,18198,4991,11160,4858,10780,3062,10106,1376,6750,180,2503,0,0,0,0,0,0,20260503
202604,6호선,새절(신사),138,1,12326,726,24483,4622,60909,9808,67473,18057,35427,15647,22638,11534,20413,12828,22350,15005,19757,18203,18003,17138,19136,23491,23688,27237,20314,36193,17908,54478,11553,42993,8389,26723,6930,22788,5169,20531,2024,13328,349,4927,0,3,0,0,0,0,20260503
202604,6호선,석계,1346,1,9550,1887,22484,7661,53547,10750,56904,19658,31112,13602,22111,12719,19089,15171,20401,15928,18570,17572,16791,17171,17137,22585,19103,28655,20126,36597,17369,55253,12504,42359,9164,26323,8526,23458,7013,21897,3737,13569,799,4441,1,8,0,0,0,0,20260503
202604,6호선,신내,0,0,0,0,3,0,1,0,5,0,5,0,5,0,7,0,1,0,5,0,5,0,4,0,8,0,3,0,3,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20260503
202604,6호선,신당,80,1,5131,1245,5498,10474,8419,17131,13573,38641,10420,21503,9389,13655,11140,11294,12431,12001,12858,12305,13517,11036,16397,10746,19667,13109,23015,15605,28232,21676,18713,20935,17377,12025,17967,9338,16758,9831,7680,7751,1569,2624,1,28,0,0,0,0,20260503
202604,6호선,안암(고대병원앞),15,1,1786,1637,3533,7483,10231,23344,14248,64886,13540,43870,15560,50875,19824,32514,20999,24248,23569,32072,30055,24663,31096,16789,49069,17308,59444,19890,43043,27398,26024,18493,23207,12412,25433,13132,25183,13784,15790,9477,3137,3818,0,132,0,0,0,0,20260503
202604,6호선,약수,2,0,1307,327,2283,2466,5631,7065,8110,16729,6255,8951,5145,5682,5193,5372,5757,5045,5603,5517,5901,5249,6859,6029,8080,6294,9719,7951,13283,10293,7396,6345,5912,4008,5604,3616,4146,2821,2446,1818,439,663,1,2,0,0,0,0,20260503
202604,6호선,역촌,1,0,2498,346,6808,3762,17735,3808,17531,9358,10072,4612,7412,3731,6640,4990,6877,5861,6421,5326,5964,5873,5410,7029,5815,9572,6045,12481,5458,19032,3194,14358,2313,8675,1882,8877,1380,8055,609,5241,84,1565,0,0,0,0,0,0,20260503
202604,6호선,연신내,0,0,0,0,0,0,1,0,3,0,3,0,11,0,10,0,9,0,9,0,2,0,6,0,3,0,4,0,8,0,5,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20260503
202604,6호선,월곡(동덕여대),33,1,7214,955,16968,4293,46767,9280,53544,30958,26821,20499,19630,19079,19439,16406,19688,14243,20373,17028,21712,16350,20569,19351,24734,25283,25087,30294,27803,46182,14452,34161,12207,20652,9200,19258,5921,17130,2729,11597,532,3726,0,3,0,0,0,0,20260503
202604,6호선,월드컵경기장(성산),28,0,1105,1359,3144,4218,8387,6799,10014,10691,7687,10554,9514,10186,8713,12201,8411,17764,9268,22622,10379,13301,13651,10756,28979,9861,15129,10630,11577,14226,7531,10115,7011,5394,11167,4096,3838,3107,909,1774,304,495,0,1,0,0,0,0,20260503
202604,6호선,응암,47,0,12929,1366,30516,5844,77615,11156,94454,21209,51169,23258,32399,19283,29788,17820,31569,21357,28883,23845,25278,26116,26226,34761,30712,42766,29952,57508,26459,84935,18668,63823,14719,41587,11415,33800,7599,30176,3119,19765,536,6343,1,0,0,0,0,0,20260503
202604,6호선,이태원,183,2,11843,3665,10351,25785,8928,14647,10561,37359,10684,31516,9819,22563,11261,17791,12608,18908,14442,21067,17011,19476,24180,20913,41397,24541,38913,28164,41575,32354,32259,28152,26879,23769,26941,23021,25303,22921,18046,19222,3588,7728,0,0,0,0,0,0,20260503
202604,6호선,증산(명지대앞),57,0,7932,776,16212,3862,39455,5360,47930,11766,26981,9745,18010,8943,15555,10406,16350,11645,15439,13310,13398,14089,14007,16997,15033,21897,14343,28501,13890,43149,8373,32286,6682,20352,4734,19640,3783,15996,1632,9526,379,3176,0,0,0,0,0,0,20260503
202604,6호선,창신,1,0,2869,333,6118,2472,17560,6714,18914,6636,9991,4867,6077,3776,5348,3644,5233,4013,4871,4520,4662,4289,5276,4754,6927,5891,6300,8627,5284,11302,3949,8571,3802,5794,2311,5579,1410,5180,757,3344,130,1026,0,0,0,0,0,0,20260503
202604,6호선,청구,21,2,1488,537,3177,3811,7755,8060,10844,23342,6544,11775,5460,5016,5300,4320,5191,4498,5459,4910,5372,4750,5787,5182,7578,6026,8623,6803,14618,8441,9192,5682,5353,3894,5082,3860,4059,3549,1918,2331,370,855,0,1,0,0,0,0,20260503
202604,6호선,태릉입구,17,1,4337,812,8393,3310,21604,4615,23471,12303,13543,8746,10354,6711,9947,10458,10021,8111,9735,9319,9356,10434,9902,10804,10600,13633,10388,17117,10684,26060,7279,20360,5592,12384,5255,11920,3884,10576,2213,8164,493,3855,0,5,0,0,0,0,20260503
202604,6호선,한강진,15,0,807,1034,1599,10948,4670,26825,6694,48024,6203,32502,5037,24779,6522,22827,8728,21170,10368,26221,13697,22057,20643,24249,29071,23939,40791,24071,45806,24264,31171,12540,27369,5560,18114,4625,19006,3974,4069,2732,550,1858,2,219,0,0,0,0,20260503
202604,6호선,합정,26,0,3606,1442,5883,6689,14991,18297,22247,44090,18031,31617,14613,21742,16452,21663,20312,22493,21982,25017,23445,22428,26295,25061,29948,30060,37848,35264,51270,48385,36213,31013,33436,17959,36547,14885,30245,12755,16631,9606,2606,2969,0,0,0,0,0,0,20260503
202604,6호선,화랑대(서울여대입구),42,2,7664,1344,23955,4675,60425,10686,55677,22816,28398,17212,19035,10852,18587,12208,19127,10469,19067,12280,17547,11976,19093,14647,23181,18376,22561,27095,17620,39428,8905,33746,6410,20332,5298,17694,4022,15877,1377,10503,194,4016,0,18,0,0,0,0,20260503
202604,6호선,효창공원앞,4,0,2675,585,6563,5312,20788,8970,31632,28970,18774,16692,12217,13070,11466,11171,12745,10045,12702,11715,11795,11198,13840,11359,17589,13862,20219,15826,25888,23845,11586,16664,7960,10874,6986,9716,5876,8832,2713,5732,515,2200,0,0,0,0,0,0,20260503
202604,7호선,가산디지털단지,804,13,6877,5585,12122,30057,27843,149579,33143,414886,23741,231068,22793,61568,27834,38504,36668,36799,41041,38043,46035,32710,58080,30917,85501,30370,226801,34847,322966,41996,125794,30684,69768,19436,52753,16177,29387,15327,13209,9606,1846,3305,3,2,0,0,0,0,20260503
202604,7호선,강남구청,9,0,1631,1941,4006,17798,8850,39867,11500,112182,10812,107195,10698,45221,13302,26283,15958,23773,19007,25158,22951,21404,29772,19818,34716,19454,56216,21241,91104,22373,57449,14113,36300,9869,31347,7398,21934,6153,9185,4074,1711,1892,0,1,0,0,0,0,20260503
202604,7호선,건대입구,67,5,4505,1369,6204,11043,14572,22339,22026,48159,17994,37832,17238,31881,19410,26815,21576,27964,24498,29850,29262,27618,33928,24987,39391,26876,48840,33986,40071,42679,30827,28881,31825,17355,27570,15687,23556,12437,12171,7290,2162,3768,1,241,0,0,0,0,20260503
202604,7호선,고속터미널,32,0,1572,3144,3475,26221,13900,46578,22206,56482,26412,41337,27426,33418,29172,30298,31055,27593,30762,31237,32739,28322,43440,23865,47416,24306,65671,27022,55306,29620,37848,18760,38932,12058,33708,10945,26503,6504,9816,3615,1034,937,0,1,0,0,0,0,20260503
202604,7호선,공릉(서울과학기술대),79,0,6795,1055,16390,4869,40862,14833,46333,29848,25858,23746,20932,17782,20291,15666,22362,18239,22001,20602,20608,18306,24859,21765,27294,25609,28732,31434,28001,46013,16722,38239,14416,21939,13072,19503,10380,18654,5763,12299,988,4055,0,0,0,0,0,0,20260503
202604,7호선,광명사거리,194,2,21641,7812,38188,14357,98985,18070,99061,30830,55335,25069,37252,26340,34313,31342,37468,35096,35925,35924,33738,34903,35871,43679,43259,50240,41084,65571,36756,92936,25161,71016,17243,40647,13008,33998,9223,28535,4053,17522,846,5120,1,46,0,0,0,0,20260503
202604,7호선,군자(능동),88,0,9483,879,16159,6484,39706,10826,62007,29063,41758,20021,24330,13469,21005,14136,22692,14939,22486,16509,21325,17323,22250,21277,24698,24526,31721,32125,37091,47249,24621,36281,20914,23370,19877,20206,15392,17939,8289,10354,1710,3717,1,41,0,0,0,0,20260503
202604,7호선,남구로,179,3,19178,1363,17471,8599,33870,37795,37635,100016,26136,49057,18454,20365,16604,16168,18749,16530,17390,17099,16275,15764,18826,19354,22824,24974,49420,34287,75783,33946,32374,24630,17074,17234,11394,18922,7245,15753,3414,8632,547,2181,0,0,0,0,0,0,20260503
202604,7호선,남성,43,0,6304,1002,15830,3909,42661,7547,57864,18339,36279,13730,23131,12409,18786,12638,19189,13167,18474,14667,16403,15723,15741,19988,17183,23296,15608,32482,16030,46778,10500,33915,9216,22161,8088,19148,5453,17133,2258,10414,395,3417,0,4,0,0,0,0,20260503
202604,7호선,내방,8,0,2767,1791,9482,13793,23715,29454,33766,83348,24597,47629,18727,23683,18412,18465,19955,19771,22102,20916,22959,19373,25341,19877,30910,22214,48551,29207,70910,37720,28807,24275,20747,15832,20519,13531,14557,11442,4397,7068,884,3382,0,226,0,0,0,0,20260503
202604,7호선,노원,65,0,8265,2492,16942,8292,43598,18492,46289,51270,31592,47177,30469,35327,33879,35033,38922,36095,38092,39909,41021,40246,44131,42506,45787,46901,46680,53439,49522,67877,32947,53098,28882,28089,24039,22999,20546,19484,8489,13171,1696,4230,0,0,0,0,0,0,20260503
202604,7호선,논현,23,0,3037,1198,4777,17060,9869,45246,15853,113845,13428,101297,13313,40124,15759,25741,18022,24712,20186,26494,25149,24808,29623,22819,37515,25206,67246,31577,105136,36933,60179,21037,40002,13017,38559,10984,34279,8538,17157,5812,3098,2621,0,1,0,0,0,0,20260503
202604,7호선,대림(구로구청),171,3,11495,817,9003,4193,18516,8320,24404,18919,18923,15268,14012,18659,14362,19035,16275,16312,17592,16783,18650,16272,18504,18530,19282,20087,20539,24975,20421,24629,13633,16885,10607,12963,8494,14849,7131,11393,3553,6128,546,1614,0,0,0,0,0,0,20260503
202604,7호선,도봉산,113,0,5867,1122,20429,4597,53738,9379,41577,16899,23827,17020,14578,16348,13912,14096,13467,14244,12937,14896,11863,14529,14062,16929,16522,20838,14372,26082,12726,38588,6180,38442,4416,23763,3222,19891,2638,17032,999,11030,177,4599,0,160,0,0,0,0,20260503
202604,7호선,마들,23,0,12750,1230,29729,3286,70642,9927,69691,13815,35696,11285,24910,10589,23090,11990,24031,14789,19960,16016,17800,18092,18426,22972,17123,28223,15320,35281,13821,52547,9219,51720,6356,28929,4872,24025,3393,22193,1487,13672,205,4552,0,0,0,0,0,0,20260503
202604,7호선,먹골,80,2,7813,691,15251,3188,36249,6410,46725,17431,27176,11264,19444,10053,17495,11480,17734,12423,17437,14076,15422,15227,14832,18986,15729,24115,16149,28515,18792,40767,12041,33582,8860,22008,7393,18219,4866,16756,2315,10335,552,3430,0,134,0,0,0,0,20260503
202604,7호선,면목,62,1,13760,809,26101,5159,59351,10296,75844,31949,42603,18903,26987,15313,23448,14720,25340,18712,23590,19186,21245,19865,22425,26520,25793,33171,22632,39387,23382,56492,16527,49015,10935,30628,8515,26733,5997,24944,2716,13451,529,4778,0,20,0,0,0,0,20260503
202604,7호선,반포,14,0,1299,910,4364,10594,11524,13534,16809,21632,12171,17972,9375,11931,9182,11856,10482,11837,11481,12283,12009,11479,15022,11843,18034,12548,19522,13762,20563,16500,14268,10720,12018,7028,10730,6021,7574,5928,2579,3488,408,1056,0,0,0,0,0,0,20260503
202604,7호선,보라매,9,1,3902,956,6884,3363,18081,10662,27223,23656,15474,10862,10804,8632,10141,8945,11243,10190,11142,10001,10945,9836,11218,10976,13350,12799,14237,17652,17859,26015,8763,17904,7838,12050,6878,10568,5150,9298,2261,6027,401,2393,1,27,0,0,0,0,20260503
202604,7호선,사가정,37,1,12517,1323,26482,8022,59883,13466,75372,30003,45174,20348,29664,17673,26088,17822,26815,20230,24850,21570,23444,23987,23345,30550,25322,37505,26365,46044,26593,68837,19434,53474,14036,32863,11260,29188,8636,24999,4226,13557,695,4656,0,0,0,0,0,0,20260503
202604,7호선,상도,5,1,5873,1387,14762,6594,38799,9356,49164,30915,31203,21404,21063,22089,18329,18838,20184,19144,21297,17729,19808,19918,21466,19780,24483,22744,28128,31342,26776,47314,14875,32244,13354,22123,13878,18900,10234,17869,6128,11897,1360,3526,0,0,0,0,0,0,20260503
202604,7호선,상봉,456,17,11656,2274,22388,7967,60395,14766,83874,30816,44588,23238,28259,18722,27236,19244,28937,21140,27611,23998,26476,24168,27187,27651,31170,35446,33675,47397,34855,74552,24412,62226,19402,37672,18639,29795,14023,29920,7819,17609,1548,7905,1,108,0,0,0,0,20260503
202604,7호선,수락산,97,5,10827,801,23023,6157,50866,9185,50663,18389,32443,15224,23195,16340,21789,16432,23141,19325,21991,17283,21426,17926,22452,22627,21800,27953,20614,34164,19560,46185,12258,43345,8736,27260,6241,22030,4283,19544,2101,12134,327,4500,0,2,1,0,0,0,20260503
202604,7호선,숭실대입구(살피재),7,0,6296,1059,14975,3919,43010,9943,52812,44621,34769,26441,24011,37726,22379,29212,23271,21693,25269,26894,28508,24233,26143,23789,37353,27560,40623,36314,27936,52603,19131,37008,18527,24513,17701,22175,15806,21247,9212,13810,1888,4320,0,0,0,0,0,0,20260503
202604,7호선,신대방삼거리,68,2,10013,711,21596,4541,57215,9727,81292,20713,46654,17365,28009,14677,24885,15251,27092,16741,23857,19473,21232,20582,19630,25500,21555,30696,21006,41420,22095,66961,13824,48059,11696,30640,10053,27304,7363,24472,3627,15201,832,5969,0,0,0,0,0,0,20260503
202604,7호선,신중동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20260503
202604,7호선,신풍,330,2,13594,1395,18516,6341,45364,14202,56111,22430,33496,14050,20527,12369,17967,12686,19142,13890,18027,14938,16398,15510,17819,19622,19767,24519,19652,33517,20266,47536,12639,33178,9913,21455,8247,19133,5865,16487,2480,9606,529,3356,3,407,0,0,0,0,20260503
202604,7호선,어린이대공원(세종대),13,1,3389,1125,8426,8440,21726,20179,36190,92696,26507,55604,20245,60660,23292,49448,25638,36831,33938,46066,39881,38573,43046,28961,55819,28148,73596,30501,65184,39534,36180,28098,29461,18481,28504,17085,24266,16440,13780,11687,2601,3593,0,0,0,0,0,0,20260503
202604,7호선,온수(성공회대입구),202,2,9648,944,21462,3812,47498,13902,53534,23816,24296,16355,14600,8502,13890,9891,14752,10176,13366,11767,12507,11249,14488,14061,19044,17215,20459,24409,16333,40211,7741,30085,6020,18804,5879,15291,3529,13386,1724,8660,322,4670,5,1086,0,0,0,0,20260503
202604,7호선,용마산(용마폭포공원),8,0,5171,671,11746,2283,24583,4651,31254,10802,17459,6592,11004,6145,9274,5766,9305,6480,8513,7299,7256,7591,7517,9943,8344,12721,7618,15738,8042,23827,5432,18140,3658,12121,2913,11272,1889,10157,1036,6124,229,2116,0,0,0,0,0,0,20260503
202604,7호선,이수,46,3,4605,1665,11717,22130,33000,20290,47033,47639,32068,32878,23233,22780,22398,21517,25663,22229,27037,24575,27415,25168,29102,27756,39555,32598,40482,45370,50230,64047,30649,40670,27540,23789,29299,19536,24886,16962,12475,10516,2079,3645,2,21,0,0,0,0,20260503
202604,7호선,자양(뚝섬한강공원),11,0,5585,690,11355,4192,25468,8492,34587,15683,23454,12331,15152,10506,12063,13255,13107,17848,13765,22381,14766,25164,17435,29394,22283,33223,27997,40950,30661,52931,31364,38516,30617,24559,35527,18017,23111,14012,10234,6942,1517,2167,1,0,0,0,0,0,20260503
202604,7호선,장승배기,14,0,5574,2483,11953,9929,29935,10641,40973,24855,26003,14323,17969,10657,15864,11331,16360,12965,15791,15477,14668,13973,15450,16694,18980,18833,20014,22660,20197,34057,10324,24198,8702,16601,7426,14450,5213,13009,2039,8575,560,2759,0,0,0,0,0,0,20260503
202604,7호선,장암,1,0,2233,181,8752,1219,19888,1477,13268,2066,6096,2812,3441,3016,2951,3818,3781,3373,3940,2168,4465,1835,4522,1958,4510,2434,4237,2808,3785,4039,2478,2926,1430,1876,919,953,525,847,142,574,18,244,0,0,0,0,0,0,20260503
202604,7호선,중계,66,1,10999,2701,27622,6321,68786,20257,69090,34117,37361,18704,26352,13882,24375,15741,27532,16262,24188,17347,21600,17289,21439,20927,27023,25938,24088,35255,20073,51857,11258,49707,9418,29012,9821,24432,7137,21724,2754,12949,423,3890,0,0,0,0,0,0,20260503
202604,7호선,중곡,30,6,6606,774,14160,4937,32869,18251,48844,33959,29820,16232,19376,10845,17762,9976,17056,11672,16409,12971,14599,13703,16597,17398,21167,20824,24067,24742,26114,36195,13302,28800,9381,18692,7164,16871,5622,14768,2140,8856,552,2844,0,0,0,0,0,0,20260503
202604,7호선,중화,117,1,8615,954,18622,4874,42210,11309,53315,25304,30009,12915,19880,11019,18134,11467,18151,13169,17114,14442,14717,15192,15776,19967,18076,23912,18826,29036,20769,43272,12422,36692,9145,22807,7778,20303,5366,19050,2474,10722,427,3345,0,53,0,0,0,0,20260503
202604,7호선,천왕,67,0,9034,913,22902,5475,62104,11312,64768,22162,35464,9617,21269,8098,18016,10325,17858,13133,15184,14258,13732,15685,15552,20121,17590,25790,17240,35663,16747,51081,8374,40318,5978,24484,4282,20951,3022,17918,1235,11466,316,3079,4,160,0,0,0,0,20260503
202604,7호선,철산,69,2,13155,3741,39708,12082,104486,20280,100420,41459,56768,29619,38342,21724,36907,22609,34390,26057,31091,29137,28266,30039,32680,36979,33416,46772,36206,72595,38931,105746,23301,80383,20180,44696,18924,39561,15451,34700,6936,20658,1477,6597,0,29,0,0,0,0,20260503
202604,7호선,청담,11,0,2727,3687,8019,30343,14448,63349,19383,141948,16719,94610,14934,37837,18353,24169,21344,23335,22384,24571,26941,22224,34699,21215,46093,21094,75266,22804,106660,23247,51588,17684,30618,12225,27173,10690,21047,7876,5841,4562,834,2999,0,1,0,0,0,0,20260503
202604,7호선,태릉입구,197,0,8399,1289,8773,5234,20656,9898,27523,23723,17943,15515,13875,11475,13525,15102,15066,11596,15725,13485,15739,13749,19362,13685,20397,16353,23009,19332,23536,26270,13765,21813,10242,14457,9117,13093,6636,12310,3266,7885,553,3374,0,1300,0,0,0,0,20260503
202604,7호선,하계,37,2,9555,1736,30303,8036,74220,20396,77302,31816,42679,25397,31739,18693,30891,19097,32439,24278,28405,29249,28150,25224,32854,28906,36913,34638,35887,41922,28427,64011,15928,55687,13942,32867,12165,27811,8542,26444,3021,17164,633,5334,0,0,0,0,0,0,20260503
202604,7호선,학동,8,0,2081,1916,5048,25916,9395,59579,13837,186034,12915,138992,13051,55891,16410,29318,21262,25838,24719,30157,29691,23275,37901,19836,49209,20069,93665,21288,163491,21852,76537,13715,41048,9255,33441,8406,24797,6122,9247,3569,1583,1507,0,0,0,0,0,0,20260503
202604,8호선,가락시장,198,0,4133,2879,7200,7337,14033,16940,15215,45602,12581,19370,11695,13318,11533,12986,12659,12459,13321,13407,14986,13087,16508,13586,17650,16853,23400,20829,31393,24779,14631,17187,12895,11703,12479,9583,10169,7945,4625,5178,1179,2140,1,518,0,0,0,0,20260503
202604,8호선,강동구청,43,0,5978,1014,14047,6547,34092,18112,41593,38514,27127,17584,19464,12904,16528,11659,16834,13238,16373,16068,15135,15682,16139,18732,18681,21187,23753,27971,31325,37627,12502,26545,9450,18098,8224,16191,5832,13195,1900,7532,456,2159,0,0,0,0,0,0,20260503
202604,8호선,남위례,4,0,2547,1535,9772,5009,29166,11398,32924,28852,18309,13433,12753,8314,11391,7862,12186,8776,12458,11122,11493,10930,14664,13190,17190,17002,19937,21982,22020,31854,10569,23424,8296,14764,7914,11648,5936,11252,2444,6637,865,1750,0,1,0,0,0,0,20260503
