호선명,역명,년월일,요일,구분,합계(전체),05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시
3호선,수성구민운동장,202511,전체,승차,54514,688,836,3406,5217,3088,2958,3203,3444,3919,4065,3687,3784,4214,4542,1842,1835,1653,1499,634
3호선,수성구민운동장,202511,전체,하차,52135,127,783,1781,4802,3225,2618,2639,3297,3342,3200,3636,4399,4995,5267,2723,1786,1526,1225,764
3호선,어린이회관,202511,전체,승차,37578,537,461,1808,2952,2111,1685,2077,2348,3123,2629,2860,3086,3025,3257,1682,1248,1259,767,663
3호선,어린이회관,202511,전체,하차,35419,54,763,1692,3305,2257,1970,2387,2316,2312,2103,2218,2738,2746,3510,1550,1170,1022,728,578
3호선,황금,202511,전체,승차,83946,1003,1816,5041,6854,5383,5014,5498,6078,6178,5972,5565,6109,6050,6078,2901,2617,2491,1912,1386
3호선,황금,202511,전체,하차,82324,97,1350,2377,6135,4382,4046,4591,4945,5154,5647,5661,7162,7470,8904,4446,3711,2636,2235,1375
3호선,수성못,202511,전체,승차,73535,614,1263,2505,3717,2787,2923,3206,4640,5052,6005,6962,7195,6053,5401,3188,3300,3788,2839,2097
3호선,수성못,202511,전체,하차,74886,87,1032,1717,4047,3401,4251,5644,5456,6065,5668,6377,6534,6837,7447,3938,2240,1707,1356,1082
3호선,지산,202511,전체,승차,69902,1332,2260,5495,7576,5465,4832,4827,4819,5163,4655,4643,4228,4357,3443,1710,1543,1381,1157,1016
3호선,지산,202511,전체,하차,63775,160,717,1227,4349,2572,2704,2876,3529,3934,3682,4924,5513,7079,7615,3998,2754,2644,1984,1514
3호선,범물,202511,전체,승차,113911,2470,3156,7848,10553,8226,8046,8562,8773,8735,7489,7487,7022,7305,6392,3474,3110,2150,1678,1435
3호선,범물,202511,전체,하차,107665,103,1075,2102,5347,4771,5134,5555,6647,6883,8341,8834,11232,10776,11444,5933,4439,4031,3000,2018
3호선,용지,202511,전체,승차,66391,1292,1467,4127,5982,5642,4788,5423,5739,5476,5014,4795,4387,4221,3502,1614,1064,867,605,386
3호선,용지,202511,전체,하차,63273,30,1381,1665,4332,3750,3642,4429,4286,4817,4700,4907,5189,4850,5230,2856,2444,2176,1521,1068
