사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
202511,5호선,목동,32,1,8828,1400,20653,5593,57674,14302,70612,27288,38134,21146,27840,16108,25831,15230,25695,18964,24131,24120,22883,23761,23019,28366,24966,36549,28175,51583,27740,82237,15733,53044,13521,31918,12713,29751,12558,26362,4187,14123,675,4596,0,0,0,0,0,0,20251203
202511,5호선,목동,32,1,8828,1400,20653,5593,57674,14302,70612,27288,38134,21146,27840,16108,25831,15230,25695,18964,24131,24120,22883,23761,23019,28366,24966,36549,28175,51583,27740,82237,15733,53044,13521,31918,12713,29751,12558,26362,4187,14123,675,4596,0,0,0,0,0,0,20251203
202511,5호선,미사,18,0,8441,837,22315,7142,68808,14406,66761,27085,35708,23637,27509,19394,25529,19806,27642,22228,27475,22855,25157,26921,28926,27175,29414,37603,32109,49472,32919,69701,20133,63154,18029,35300,17638,28271,15480,25704,7624,16386,1931,4953,0,0,0,0,0,0,20251203
202511,5호선,미사,18,0,8441,837,22315,7142,68808,14406,66761,27085,35708,23637,27509,19394,25529,19806,27642,22228,27475,22855,25157,26921,28926,27175,29414,37603,32109,49472,32919,69701,20133,63154,18029,35300,17638,28271,15480,25704,7624,16386,1931,4953,0,0,0,0,0,0,20251203
202511,5호선,발산,0,0,3802,2436,11690,15784,30556,45933,34057,122872,22847,67300,24114,37542,29011,35880,33939,36270,35908,38172,38952,34428,48466,34419,56293,37073,81686,45025,92342,58193,42769,39284,37657,23182,34950,19210,27688,15926,11035,9142,1461,3053,0,0,0,0,0,0,20251203
202511,5호선,발산,0,0,3802,2436,11690,15784,30556,45933,34057,122872,22847,67300,24114,37542,29011,35880,33939,36270,35908,38172,38952,34428,48466,34419,56293,37073,81686,45025,92342,58193,42769,39284,37657,23182,34950,19210,27688,15926,11035,9142,1461,3053,0,0,0,0,0,0,20251203
202511,5호선,방이,4,0,2531,873,7342,3789,19177,8799,19427,24264,13500,14112,11942,10153,10683,9830,12790,11235,12724,11324,11012,12818,12067,13775,13479,16929,17515,22050,19810,23919,10201,18226,9466,10205,12219,8733,12948,7417,2346,4709,253,1234,0,0,0,1,0,0,20251203
202511,5호선,방이,4,0,2531,873,7342,3789,19177,8799,19427,24264,13500,14112,11942,10153,10683,9830,12790,11235,12724,11324,11012,12818,12067,13775,13479,16929,17515,22050,19810,23919,10201,18226,9466,10205,12219,8733,12948,7417,2346,4709,253,1234,0,0,0,1,0,0,20251203
202511,5호선,방화,31,0,5544,8,11567,3771,26538,5932,26070,13650,15693,8213,12949,6842,12361,7021,12414,8075,11845,9086,10080,9930,11807,11811,12679,13919,11651,16575,10509,22911,5422,19566,3882,12382,2895,11103,2097,10596,902,6230,114,2285,0,247,0,0,0,0,20251203
202511,5호선,방화,31,0,5544,8,11567,3771,26538,5932,26070,13650,15693,8213,12949,6842,12361,7021,12414,8075,11845,9086,10080,9930,11807,11811,12679,13919,11651,16575,10509,22911,5422,19566,3882,12382,2895,11103,2097,10596,902,6230,114,2285,0,247,0,0,0,0,20251203
