호선명,역명,년월(YYYYMM),요일,구분,합계(전체),01시-02시,02시-03시,03시-04시,04시-05시,05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시,24시-01시
1호선,연산,202511,전체,하차,555016,4,0,7,30,2665,6120,12480,46028,35656,29181,31060,32363,36350,34049,37423,46129,53322,60842,30117,20489,18065,13260,8301,1075
1호선,교대,202511,전체,승차,433115,13,13,0,72,3809,11700,30517,52467,32776,26292,26821,25178,27786,24316,24472,31239,33630,39295,15362,10640,9044,5099,2318,256
1호선,교대,202511,전체,하차,417903,8,16,0,14,3491,6229,13562,42260,21895,19838,20406,21944,23610,24716,28628,32346,39169,44998,21956,18318,16011,11797,6005,686
1호선,동래,202511,전체,승차,506691,63,12,20,182,7779,11276,27425,42991,33139,30198,31858,32108,31947,30780,31658,32822,35339,32928,24011,22310,20642,16895,9500,808
1호선,동래,202511,전체,하차,569683,65,29,23,25,5296,17733,19300,38961,26649,24920,29075,29968,32170,33416,38564,46993,58621,66468,33528,24068,19726,13916,9105,1064
1호선,명륜,202511,전체,승차,319251,8,0,0,85,4780,8447,24426,39882,22106,17263,18983,20264,20009,19791,21386,22390,22420,19846,11555,12214,6698,4550,1965,183
1호선,명륜,202511,전체,하차,331266,6,10,0,26,1810,4499,6948,19017,17118,16316,17330,19211,20798,20595,23720,29801,33178,38149,18381,14201,13117,10009,5960,1066
1호선,온천장,202511,전체,승차,506334,13,15,2,209,9878,14616,36651,58613,36946,30440,31467,34828,34818,32596,33177,35089,35747,30515,17171,13102,10908,6322,3018,193
1호선,온천장,202511,전체,하차,507108,4,21,2,50,4148,8625,13372,29244,26716,25875,29303,31585,31918,31151,35745,41709,49262,54752,28421,21188,19259,14084,8474,2200
1호선,부산대,202511,전체,승차,465155,5,0,0,125,5147,8303,20751,32556,21440,20194,22818,25844,27653,27261,33054,44549,43834,41880,24166,20486,20873,15007,8872,337
1호선,부산대,202511,전체,하차,468233,7,7,0,10,2224,3703,10816,42274,30935,32142,26980,29358,32548,28211,29845,33668,40957,45581,24799,17080,15463,11673,7791,2161
1호선,장전,202511,전체,승차,336462,0,2,0,78,5014,8595,21282,33512,24126,21115,21748,22279,23113,20178,22751,25217,26302,23094,12057,8886,8170,5774,3030,139
1호선,장전,202511,전체,하차,340006,0,4,0,6,1947,4748,8065,25860,17583,17373,16630,20083,19180,18527,21116,26504,29076,32360,19045,16517,16841,16199,9837,2505
1호선,구서,202511,전체,승차,300702,14,3,0,139,3712,6394,18469,28025,18990,16773,17475,19352,19338,17379,19438,24218,25733,26150,12545,9900,8201,5495,2812,147
1호선,구서,202511,전체,하차,282342,12,7,0,40,271,5679,11313,23095,14924,13757,14520,16762,17629,17044,21007,23591,25889,26925,15041,11255,9966,7492,4786,1337
1호선,두실,202511,전체,승차,214206,3,9,0,154,3712,6564,16031,23759,17179,15164,14741,16082,15240,13095,14246,14218,15173,13079,5729,3978,2646,2231,1079,94
1호선,두실,202511,전체,하차,186972,3,16,2,9,143,4558,5547,16553,10497,8768,9642,10623,10940,11534,13465,14745,17109,16638,10009,7988,7597,5443,4107,1036
1호선,남산,202511,전체,승차,171208,10,8,0,200,3440,4883,11244,17930,13539,11644,11074,12023,11814,10142,10565,11682,14430,10811,5407,3972,2834,2361,1137,58
1호선,남산,202511,전체,하차,169419,7,11,0,13,47,2995,3531,11259,9708,8348,8519,9640,9361,9527,11714,13376,14921,15957,10275,8371,8649,7090,4680,1420
1호선,범어사,202511,전체,승차,269292,15,4,3,252,3217,6362,16168,24146,18674,17119,19620,23464,20705,20116,21119,24003,21845,15451,7089,4823,2893,1648,527,29
1호선,범어사,202511,전체,하차,216122,18,3,0,5,56,6073,7224,19615,18802,16562,15809,14958,13522,12290,13726,15128,14360,14958,8827,7240,6899,5633,3040,1374
1호선,노포,202511,전체,승차,348206,17,7,0,412,2837,5093,15117,21980,20736,22610,27375,27225,26504,24945,26552,26883,30165,25104,14679,11204,8876,7078,2788,19
1호선,노포,202511,전체,하차,330310,10,17,0,19,37,11928,17208,20814,24680,24948,24335,21191,21964,22779,22179,22411,21962,22267,13961,12090,11433,7856,4749,1472
2호선,장산,202511,전체,승차,471262,4,2,1,262,5614,10661,31929,41381,29535,25850,26578,28704,28361,28623,31560,34801,40602,36683,20325,16614,16507,11936,4726,3
2호선,장산,202511,전체,하차,454627,7,9,2,14,31,8184,14372,30948,24176,21740,23918,25352,28531,28874,32249,36450,43227,44852,28483,20794,18031,13973,7088,3322
2호선,중동,202511,전체,승차,253338,11,5,1,70,2505,5618,17132,23005,16620,14977,15361,15091,15715,15373,17578,20653,21604,19745,10317,7955,6879,5265,1810,48
2호선,중동,202511,전체,하차,229725,9,7,6,39,140,4932,6857,16771,12024,13043,12606,13418,13642,14872,16753,19077,20218,21323,13540,11084,8107,6344,3405,1508
2호선,해운대,202511,전체,승차,444833,1,0,0,106,3444,4823,12951,20350,22211,24474,27882,27729,27439,28322,35523,41826,43578,38725,23654,20592,18303,15441,7210,249
2호선,해운대,202511,전체,하차,465468,1,6,0,19,308,11069,11853,28455,24172,23806,26013,29032,30371,30672,32769,38347,41916,42344,27620,25185,19000,14083,6965,1462
2호선,동백,202511,전체,승차,219802,0,8,0,85,2006,4643,13193,19421,14966,13010,13134,12987,13600,13454,15076,16929,17636,17422,8918,9760,7148,4559,1749,98
2호선,동백,202511,전체,하차,226254,0,14,4,1,228,6045,8005,16073,10399,9427,11447,12245,14178,13426,16179,18800,23469,24584,13812,9585,8690,5469,3402,772
2호선,벡스코,202511,전체,승차,354618,11,8,3,21,2160,8743,18943,31185,25450,22324,20370,25702,23407,24478,24418,29751,30868,29353,13884,9297,7624,4078,2373,167
2호선,벡스코,202511,전체,하차,334518,12,8,6,10,930,9331,13748,24920,20993,22004,19430,21397,19888,21070,22336,26050,25839,28315,15838,14726,13444,8834,4624,765
2호선,센텀시티,202511,전체,승차,698521,9,13,3,67,1010,3333,10447,18498,13994,14127,22650,31169,37188,46288,58608,70052,89744,110265,61654,61882,28233,14960,4189,138
2호선,센텀시티,202511,전체,하차,678406,11,15,3,19,433,7642,19407,78408,73371,54404,52157,51769,51816,50405,47560,48129,48048,41953,20690,12247,9198,6926,3053,742
2호선,민락,202511,전체,승차,116791,10,0,0,43,1510,3609,9611,15281,9752,7491,7396,6709,6790,6569,6385,7132,7193,6777,3413,4244,3853,2100,851,72
2호선,민락,202511,전체,하차,110614,10,7,0,29,168,1253,2116,4754,4170,3889,5486,6020,6235,6595,9184,11025,12613,13915,7445,5109,4630,3856,1654,451
2호선,수영,202511,전체,승차,500916,12,12,8,319,8361,12722,27866,52991,36137,29568,30771,31494,32213,30340,29540,30924,34597,30506,18293,21941,22075,13610,6361,255
2호선,수영,202511,전체,하차,475490,13,10,9,113,1520,5934,9605,32729,23639,22559,24845,26173,28786,27823,32565,38709,48565,56976,30311,21704,18785,13488,8021,2608
2호선,광안,202511,전체,승차,358105,29,4,1,197,3560,6455,16269,31277,21506,18322,19941,20002,19804,19600,22493,23362,23949,21720,21221,23503,21250,15677,7612,351
2호선,광안,202511,전체,하차,408375,16,134,5,28,1338,4587,6248,19003,13831,14905,17898,21412,24345,27996,33287,42601,49640,57132,28078,17968,12742,8463,4919,1799
2호선,금련산,202511,전체,승차,258560,4,0,0,62,1921,3268,9511,18337,13078,13578,15635,15419,14722,15673,17319,17851,20203,18333,15186,17086,16065,10536,4601,172
2호선,금련산,202511,전체,하차,308642,4,9,0,31,970,3492,7071,21328,14129,12522,14317,16272,19589,21392,24162,29774,35766,41213,19171,11643,7498,4958,2735,596
2호선,남천,202511,전체,승차,262546,1,1,51,44,2083,4439,13040,22618,15470,12988,16180,18633,15649,15544,18545,22917,20220,17515,10169,14769,12659,6168,2719,124
2호선,남천,202511,전체,하차,261855,1,1,2,31,1323,3559,5956,19571,16721,15738,15191,15359,19627,16755,18755,21988,24861,27617,13279,9067,7498,5622,2695,638
2호선,경성대부경대,202511,전체,승차,533815,3,5,0,69,4676,8363,22481,38228,26726,21823,25867,29889,29681,34290,41679,55198,58097,45451,23259,20428,21638,15446,10100,418
2호선,경성대부경대,202511,전체,하차,542644,6,3,2,24,1605,4840,10838,50299,56596,33046,26040,33686,33846,28765,28508,34644,42074,53422,28511,21066,21620,19253,11159,2791
2호선,대연,202511,전체,승차,311633,4,4,0,133,5731,9010,17951,32301,23943,19980,20628,20994,20448,19309,19487,22278,24525,21681,11247,8250,6910,4499,2210,110
2호선,대연,202511,전체,하차,303833,0,4,0,57,1355,3704,8136,22983,16723,13041,15127,16713,16460,18511,20551,24093,27070,32664,18155,13458,13579,12648,7961,840
2호선,못골,202511,전체,승차,160208,0,6,0,18,2369,4761,10608,16981,11799,10136,10209,10491,10075,8927,10122,14994,12553,12349,4942,3334,2697,1883,915,39
2호선,못골,202511,전체,하차,164897,0,6,0,4,2207,5682,7810,16473,8034,6529,7544,7752,8871,9218,10917,13427,14139,17142,9057,6654,6158,4372,2572,329
2호선,지게골,202511,전체,승차,85638,2,0,0,36,2207,2767,5507,8544,6202,5131,5557,5631,5446,4546,6249,8477,7329,5678,2301,1717,1231,712,335,33
2호선,지게골,202511,전체,하차,85120,3,2,0,3,1738,2617,4154,9645,4427,4060,4138,4293,4399,4464,5725,6995,7679,7661,4193,3081,2697,1924,1077,145
2호선,문현,202511,전체,승차,165442,4,2,0,58,2767,4471,9343,15301,10931,9477,9415,10164,10665,9926,10132,12641,14963,18210,6223,4300,3286,2079,1014,70
2호선,문현,202511,전체,하차,155933,7,4,0,30,1234,3870,6170,18247,8529,7638,8552,9343,8433,8737,9259,11035,12372,14019,7615,6653,6002,4695,3146,343
2호선,국제금융센터부산은행,202511,전체,승차,153501,3,3,0,26,1615,2558,5754,9024,6864,6367,8110,7281,7684,7636,8967,11155,16812,32052,7222,5059,3802,4464,973,70
2호선,국제금융센터부산은행,202511,전체,하차,160433,1,5,0,46,1043,3573,11865,41428,10919,6033,6357,7934,8692,7194,7176,7726,9581,11116,5901,4281,4493,2953,1839,277
2호선,전포,202511,전체,승차,290022,12,9,0,88,3326,5160,11649,21176,13621,10525,11058,14061,14958,16515,20253,24352,26533,26461,16367,16418,16450,13264,7565,201
2호선,전포,202511,전체,하차,357387,6,34,10,5,952,2610,10391,26481,13628,13987,19892,22902,23930,22497,24654,28522,36560,46015,23707,14926,11641,8360,4526,1151
2호선,서면,202511,전체,승차,760282,10,1,1,173,6830,7666,14730,23828,24247,30230,36388,44059,50852,57735,68325,74651,74878,69957,47311,45396,37378,27445,17979,212
2호선,서면,202511,전체,하차,768827,4,4,0,22,3607,7426,14461,47505,56029,49852,61222,59211,61625,57127,56381,57821,65279,68640,34886,24849,19261,13998,7209,2408
2호선,부암,202511,전체,승차,199346,3,1,0,44,4133,5658,14398,22441,15336,12305,13303,12318,11606,10838,12856,14034,17521,15359,6281,4225,3320,2452,869,45
2호선,부암,202511,전체,하차,182617,3,12,0,27,2085,4800,7034,23194,12956,8850,8803,8886,10028,10408,11252,12922,15014,16659,9133,6905,6499,4411,2141,595
2호선,가야,202511,전체,승차,111471,5,0,0,27,3659,4909,10674,14183,10481,7968,7475,7510,7477,6065,5258,6371,6335,5975,2652,1834,1299,847,412,55
2호선,가야,202511,전체,하차,104718,5,3,0,10,877,2159,2845,5733,3410,3614,4978,5465,5554,6505,8239,10236,11147,12088,6521,4826,4720,3366,1900,517
2호선,동의대,202511,전체,승차,223816,0,1,0,29,3367,5389,13468,19010,12916,11646,13824,15400,16848,17320,19138,21976,21208,12407,6205,4572,4030,3223,1726,113
2호선,동의대,202511,전체,하차,203558,0,5,0,4,1334,2462,5467,20947,20923,16742,11422,12659,10513,10044,11138,12906,14828,16996,9080,7612,7483,6436,3843,714
2호선,개금,202511,전체,승차,254600,3,0,0,42,5031,8444,20307,29834,20710,18891,19037,18125,16158,15765,15540,15644,18952,13307,6238,4576,3596,2780,1491,129
2호선,개금,202511,전체,하차,245408,6,4,0,21,1326,4152,9060,17748,12809,10940,11264,12503,15538,15023,17210,19438,24653,28278,12898,10364,9101,7561,4688,823
2호선,냉정,202511,전체,승차,190936,6,11,0,19,3108,4696,10444,15982,10923,9376,10646,11739,12628,11647,14443,19221,21954,13867,6161,4882,4357,2849,1810,167
2호선,냉정,202511,전체,하차,176687,13,16,4,5,940,2807,4802,19494,18059,11297,7866,10182,9646,8823,8693,10417,13038,14837,7675,6968,7297,6689,5814,1305
