"주소1","주소2","주소3","주소4","학교명","분류","국어","영어","수학","평균","특목고계"
"서울","서대문구","북아현동","","한성중학교","사립","68.7","71.8","65.5","68.7","1"
"전북","익산시","함열읍","","함열중학교","공립","68.7","61.3","66.5","65.5",""
"인천","남동구","만수동","","만성중학교","공립","68.7","61.4","67.7","65.9","2"
"서울","성북구","","","남대문중학교","사립","68.7","62.1","73.2","68.0","1"
"충북","청주시","상당구","영동","청주중학교","공립","68.7","71.2","71.9","70.6","7"
"대전","대덕구","","","대전법동중학교","공립","68.7","65.1","65.8","66.5","1"
"경북","성주군","초전면","","초전중학교","공립","68.6","68.8","68.6","68.7","0"
"대구","수성구","","","대구중앙중학교","사립","68.6","68.9","75.2","70.9","3"
"대구","달서구","도원동","","도원중학교","공립","68.6","68.0","69.5","68.7","2"
"대구","동구","신기동","","신기중학교","공립","68.6","70.5","69.0","69.4","2"
"전북","익산시","황등면","황등리","황등중학교","사립","68.6","61.6","68.6","66.3",""
"경북","의성군","단북면","노연리","삼성중학교","사립","68.6","64.9","57.7","63.7","0"
"충남","천안시","서북구","성환읍","성환중학교","공립","68.6","65.4","73.8","69.3","2"
"경남","김해시","진영읍","여래리","한얼중학교","공립","68.6","62.1","53.8","61.5","5"
"경북","경주시","양남면","하서리","양남중학교","공립","68.6","63.4","67.4","66.5","0"
"대구","달성군","화원읍","구라리","천내중학교","공립","68.6","63.1","70.1","67.3","0"
"경북","고령군","다산면","월성리","다산중학교","사립","68.5","59.4","70.6","66.2","3"
"전남","장성군","장성읍","","장성여자중학교","공립","68.5","72.0","78.0","72.8","0"
"대구","서구","","","경운중학교","공립","68.5","61.1","64.7","64.8","1"
"인천","중구","도원동","","광성중학교","사립","68.5","60.1","60.1","62.9","0"
"경북","울진군","후포면","","후포중학교","공립","68.5","58.1","55.1","60.6","0"
"인천","부평구","갈산동","","갈산중학교","공립","68.5","63.5","58.6","63.5","2"
"전남","순천시","풍덕동","","순천남산중학교","공립","68.5","65.3","62.6","65.5","1"
"경기","수원시","권선구","오목천동","영신중학교","사립","68.5","66.9","62.7","66.0","0"
"전남","영암군","삼호읍","용당리","삼호서중학교","공립","68.5","61.3","63.4","64.4","0"
"전북","군산시","나운동","","군산동원중학교","공립","68.4","60.6","70.3","66.4",""
"광주","동구","산수동","","광주충장중학교","공립","68.4","67.3","70.0","68.6","0"
"전북","완주군","용진면","상운리","용진중학교","공립","68.4","74.8","72.6","71.9",""
"세종","대평동","","","금호중학교","공립","68.4","68.5","73.6","70.2","4"
"인천","남동구","논현동","","인천고잔중학교","공립","68.4","66.9","67.6","67.6","1"
"전남","순천시","생목동","","순천이수중학교","공립","68.4","59.5","68.5","65.5","2"
"경남","김해시","내동","","경운중학교","공립","68.4","64.1","69.7","67.4","5"
"경기","광명시","","","하안중학교","공립","68.4","73.0","69.2","70.2","1"
"경기","부천시","소사구","괴안동","부천동중학교","공립","68.4","64.3","63.8","65.5","0"
"충북","청주시","서원구","현도면","현도중학교","공립","68.4","62.4","70.3","67.0","0"
"제주","서귀포시","대정읍","무릉리","무릉중학교","공립","68.4","61.9","64.4","64.9","2"
"강원","속초시","금호동","","속초해랑중학교","공립","68.4","67.4","69.2","68.3",""
"경기","시흥시","은행동","","소래중학교","공립","68.4","66.8","69.5","68.2","0"
"경기","파주시","문산읍","선유리","선유중학교","공립","68.3","69.5","64.8","67.5","0"
"충남","천안시","동남구","병천면","병천중학교","공립","68.3","63.9","54.5","62.2","0"
"인천","부평구","부평동","","부원중학교","공립","68.3","64.5","73.9","68.9","11"
"충남","천안시","동남구","원성동","천안중학교","공립","68.3","62.9","71.2","67.5","0"
"충남","청양군","청양읍","","청양중학교","공립","68.3","76.1","66.2","70.2","0"
"충남","천안시","서북구","백석동","천안백석중학교","공립","68.3","67.4","72.4","69.4","4"
"전남","영광군","홍농읍","","영광홍농중학교","공립","68.3","76.4","77.2","74.0","1"
"전북","남원시","향교동","","남원중학교","공립","68.3","67.7","72.1","69.4",""
"경남","창원시","마산회원구","봉암동","창신중학교","사립","68.3","67.0","70.9","68.7","2"
"경남","창원시","진해구","신항동로","진해신항중학교","공립","68.3","65.9","68.5","67.6","0"
"강원","고성군","토성면","백촌리","동광중학교","공립","68.3","68.8","62.2","66.4",""
"경기","수원시","권선구","호매실동","호매실중학교","공립","68.3","72.9","73.5","71.6","3"
"부산","기장군","정관면","방곡리","부산중앙중학교","공립","68.2","71.0","71.6","70.3","4"
"강원","홍천군","홍천읍","","홍천중학교","공립","68.2","56.9","65.8","63.6",""
"서울","광진구","","","광진중학교","공립","68.2","72.9","70.1","70.4","2"
"전북","임실군","임실읍","이도리","임실동중학교","공립","68.2","67.9","71.5","69.2",""
"전북","고창군","흥덕면","흥덕리","흥덕중학교","공립","68.2","63.2","62.6","64.7",""
"서울","동대문구","","","휘경중학교","공립","68.2","69.5","69.7","69.1","1"
"경기","평택시","장안웃길","","은혜중학교","사립","68.2","63.5","63.5","65.1","0"
"경북","경산시","사동","","사동중학교","공립","68.2","64.4","64.0","65.5","1"
"전남","고흥군","남양면","","고흥남양중학교","공립","68.2","61.4","62.0","63.9","0"
"서울","중랑구","망우동","","동원중학교","공립","68.2","67.0","76.9","70.7","1"
"제주","제주시","우도면","","우도중학교","공립","68.2","66.3","59.1","64.5","0"
"전북","군산시","","","군산영광중학교","사립","68.2","66.4","64.4","66.3",""
"경남","거제시","고현동","","거제고현중학교","공립","68.1","57.6","65.7","63.8","0"
"경남","창원시","의창구","도계동","창원중학교","사립","68.1","68.2","63.8","66.7","7"
"인천","부평구","","","구산중학교","공립","68.1","66.1","70.1","68.1","5"
"경북","구미시","인의동","","인동중학교","공립","68.1","70.2","55.4","64.6","3"
"강원","횡성군","둔내면","둔방내리","둔내중학교","공립","68.1","66.1","60.4","64.9",""
"강원","인제군","기린면","현리","기린중학교","공립","68.1","70.5","75.0","71.2",""
"광주","광산구","신가동","","신가중학교","공립","68.0","62.9","63.8","64.9","1"
"인천","남구","관교동","","남인천여자중학교","공립","68.0","68.4","66.0","67.5","3"
"인천","서구","연희동","","인천초은중학교","공립","68.0","70.0","69.3","69.1","10"
"충남","청양군","정산면","역촌리","정산중학교","공립","68.0","66.7","72.2","69.0","0"
"서울","동대문구","청량리동","","청량중학교","공립","68.0","69.9","70.5","69.5","3"
"경남","진주시","상봉동","","진주봉원중학교","공립","68.0","55.2","58.4","60.5","0"
"전남","여수시","돌산읍","군내리","돌산중학교","공립","68.0","73.5","67.0","69.5","0"
"서울","마포구","아현동","","아현중학교","공립","68.0","76.7","69.1","71.3","5"
"경기","파주시","법원읍","","율곡중학교","사립","68.0","62.8","52.5","61.1","0"
"경남","양산시","평산동","","웅상중학교","공립","68.0","71.2","70.6","69.9","0"
"경기","평택시","서정동","","라온중학교","사립","68.0","55.6","64.7","62.8","0"
"전남","신안군","암태면","장단고길","암태중학교","공립","68.0","55.9","68.6","64.2","0"
"경기","안산시","상록구","부곡동","안산부곡중학교","공립","67.9","64.4","67.6","66.6","0"
"전남","고흥군","도양읍","봉암리","녹동중학교","공립","67.9","61.4","64.1","64.5","0"
"인천","서구","신현동","","인천가현중학교","공립","67.9","57.0","65.1","63.3","4"
"경남","합천군","가야면","황산리","해인중학교","사립","67.9","53.9","56.0","59.3","0"
"광주","광산구","","","송정중학교","공립","67.9","63.3","63.6","64.9","0"
"경기","고양시","일산동구","식사동","일산양일중학교","공립","67.9","71.6","72.1","70.5","38"
"경북","안동시","용상동","","길주중학교","공립","67.9","60.1","65.7","64.6","2"
"경남","통영시","봉평동","","통영중학교","공립","67.9","60.9","59.3","62.7","0"
"전북","부안군","부안읍","","부안중학교","공립","67.9","67.3","61.0","65.4",""
"경남","양산시","동면","","금오중학교","공립","67.9","62.5","65.6","65.3","3"
"경북","구미시","광평동","","광평중학교","공립","67.8","60.4","60.1","62.8","3"
"경기","남양주시","오남읍","오남리","어람중학교","공립","67.8","72.9","78.4","73.0","0"
"강원","강릉시","포남동","","동명중학교","공립","67.8","69.9","63.8","67.2",""
"경남","거창군","거창읍","가지리","거창대성중학교","사립","67.8","61.3","56.4","61.8","0"
"전북","정읍시","감곡면","","감곡중학교","공립","67.8","59.3","59.6","62.2",""
"경기","광명시","","","충현중학교","공립","67.8","71.9","70.5","70.1","3"
"강원","횡성군","횡성읍","읍하리","횡성중학교","공립","67.8","64.0","63.5","65.1",""
"경북","상주시","함창읍","증촌리","함창중학교","사립","67.8","59.8","68.8","65.5","0"
"경남","양산시","삼호동","","서창중학교","공립","67.8","60.7","72.7","67.1","5"
"경북","구미시","고아읍","항곡리","현일중학교","사립","67.8","73.8","76.5","72.7","1"
"경남","하동군","진교면","진교리","진교중학교","공립","67.8","71.8","70.9","70.2","0"
"서울","동대문구","","","장평중학교","공립","67.8","74.6","75.9","72.8","3"
"충남","논산시","노성면","교촌리","노성중학교","공립","67.7","68.8","76.9","71.1","0"
"경남","김해시","내동","","가야중학교","공립","67.7","73.5","68.5","69.9","8"
"경남","통영시","용남면","장평리","충렬여자중학교","사립","67.7","61.1","63.7","64.2","2"
"경기","수원시","영통구","매탄동","수원원일중학교","공립","67.7","65.5","73.8","69.0","0"
"강원","춘천시","사농동","","소양중학교","공립","67.7","65.8","71.2","68.2",""
"경기","용인시","기흥구","","신갈중학교","공립","67.7","61.0","63.5","64.1","1"
"충북","음성군","대소면","삼정리","대소중학교","공립","67.7","69.1","66.8","67.9","0"
"경기","포천시","신북면","삼성당길","삼성중학교","공립","67.6","67.6","71.5","68.9","0"
"충남","서산시","석림동","","서산석림중학교","공립","67.6","67.7","63.9","66.4","1"
"경기","평택시","지산동","","송탄중학교","공립","67.6","68.0","66.2","67.3","0"
"경북","구미시","도량동","","구미중학교","공립","67.6","70.2","70.1","69.3","1"
"대구","북구","관음동","","관음중학교","공립","67.6","64.8","65.7","66.0","0"
"강원","원주시","신림면","신림리","신림중학교","공립","67.6","52.9","62.3","60.9",""
"대구","수성구","","","지산중학교","공립","67.6","67.5","65.4","66.8","0"
"서울","노원구","","","광운중학교","사립","67.6","74.5","81.2","74.4","1"
"부산","사하구","","","다선중학교","공립","67.5","75.6","76.9","73.3","3"
"경북","청송군","진보면","이촌리","진성중학교","사립","67.5","68.8","68.3","68.2","0"
"경남","함안군","대산면","평림리","대산중학교","사립","67.5","59.7","52.4","59.9","0"
"전북","고창군","대산면","매산리","대성중학교","공립","67.5","75.8","71.0","71.4",""
"서울","서초구","","","언남중학교","공립","67.5","70.0","72.3","69.9","1"
"강원","양구군","양구읍","","양구중학교","공립","67.5","50.2","49.9","55.9",""
"광주","북구","삼각동","","고려중학교","사립","67.5","68.7","70.4","68.9","2"
"충북","보은군","보은읍","교사리","보은여자중학교","공립","67.5","56.5","62.0","62.0","0"
"서울","은평구","불광동","","연신중학교","공립","67.5","58.6","64.1","63.4","0"
"경기","화성시","향남읍","평리","발안중학교","공립","67.5","68.9","72.1","69.5","0"
"전남","강진군","병영면","성남리","병영중학교","공립","67.5","62.3","72.5","67.4","0"
"대구","수성구","지산동","","능인중학교","사립","67.5","72.9","65.5","68.6","4"
"경남","하동군","하동읍","광평리","하동중학교","사립","67.5","62.1","61.6","63.7","0"
"강원","속초시","교동","","설악중학교","공립","67.4","63.9","65.5","65.6",""
"경북","김천시","지좌동","","성의중학교","사립","67.4","55.3","54.4","59.0","1"
"경남","거창군","거창읍","중앙리","거창여자중학교","공립","67.4","69.6","66.4","67.8","0"
"전북","완주군","구이면","항가리","전주예술중학교","사립","67.4","58.7","64.2","63.4",""
"전남","나주시","공산면","","나주공산중학교","공립","67.4","53.6","66.0","62.3","0"
"경북","안동시","송현동","","경안중학교","사립","67.4","65.7","74.9","69.3","0"
"충북","청주시","서원구","신성화로","성화중학교","공립","67.4","70.3","65.2","67.6","13"
"경북","봉화군","명호면","도천리","청량중학교","공립","67.4","60.4","61.9","63.2","0"
"충남","서산시","대산읍","대로리","서산명지중학교","공립","67.4","77.0","63.0","69.1","0"
"경기","이천시","모가면","진가리","모가중학교","공립","67.3","58.3","55.6","60.4","0"
"전북","남원시","월락동","","남원한빛중학교","공립","67.3","66.3","60.8","64.8",""
"대구","중구","대신동","","계성중학교","사립","67.3","70.2","70.3","69.3","0"
"전북","익산시","익산대로","","이리북중학교","공립","67.3","60.6","60.8","62.9",""
"전남","구례군","구례읍","봉남리","구례여자중학교","공립","67.3","67.9","65.6","66.9","0"
"서울","금천구","독산동","","세일중학교","공립","67.3","70.9","73.1","70.4","0"
"강원","태백시","황지동","","황지중학교","공립","67.3","71.0","70.8","69.7",""
"서울","양천구","","","양천중학교","공립","67.3","74.3","58.7","66.8","0"
"제주","제주시","연동","","제주서중학교","공립","67.2","69.5","75.5","70.7","7"
"광주","광산구","월곡동","","영천중학교","공립","67.2","62.3","62.8","64.1","0"
"충남","천안시","서북구","","천안성정중학교","공립","67.2","72.1","65.9","68.4","1"
"경북","의성군","의성읍","도동리","의성중학교","공립","67.2","71.4","72.4","70.3","0"
"충북","충주시","동량면","대전리","중원중학교","공립","67.2","59.3","66.6","64.4","0"
"강원","원주시","단계동","","평원중학교","공립","67.2","64.2","63.8","65.1",""
"충북","보은군","보은읍","뱃들로","보은중학교","공립","67.2","60.3","63.0","63.5","1"
"경남","밀양시","하남읍","수산리","동명중학교","사립","67.2","55.7","60.4","61.1","0"
"충남","보령시","명천동","","대천중학교","공립","67.2","58.3","66.5","64.0","0"
"충남","홍성군","서부면","이호리","홍성서부중학교","공립","67.1","50.0","65.4","60.8","0"
"경남","창원시","의창구","팔용동","팔룡중학교","공립","67.1","62.7","65.6","65.1","9"
"인천","강화군","강화읍","관청리","강화여자중학교","공립","67.1","70.1","69.6","68.9","0"
"서울","중랑구","중화동","","중랑중학교","공립","67.1","62.6","62.7","64.1","2"
"경북","안동시","도산면","온천로","웅부중학교","공립","67.1","62.7","80.0","69.9","6"
"경남","창원시","성산구","중앙동","경원중학교","공립","67.1","62.3","65.5","65.0","1"
"경남","창원시","마산합포구","월영동","마산서중학교","공립","67.0","69.2","69.5","68.6","11"
"경남","의령군","부림면","신반리","신반중학교","공립","67.0","59.4","80.8","69.1","0"
"경남","창원시","마산회원구","내서읍","광려중학교","공립","67.0","69.2","71.5","69.2","4"
"전북","남원시","산내면","대정리","산내중학교","공립","67.0","69.1","60.6","65.6",""
"경기","포천시","일동면","","일동중학교","공립","67.0","71.9","69.8","69.6","0"
"대구","동구","서호동","","안심중학교","공립","67.0","66.4","65.0","66.1","4"
"경기","고양시","일산서구","일산동","현산중학교","공립","67.0","66.7","70.0","67.9","1"
"전북","진안군","진안읍","군상리","진안중학교","공립","67.0","63.2","67.3","65.8",""
"세종","고운동","","","고운중학교","공립","67.0","69.6","73.1","69.9","5"
"충남","당진군","대호지면","조금리","당진중학교대호지분교장","공립","67.0","69.2","60.8","65.7","0"
"경기","안산시","단원구","원곡동","관산중학교","공립","67.0","68.7","65.6","67.1","0"
"경남","김해시","장유면","","능동중학교","공립","66.9","69.0","72.5","69.5","9"
"경북","경주시","건천읍","천포리","무산중학교","사립","66.9","50.8","75.5","64.4","0"
"경북","포항시","남구","오천읍","신흥중학교","공립","66.9","58.0","54.6","59.8","1"
"전남","장성군","삼계면","사창리","삼계중학교","공립","66.8","71.3","73.0","70.4","0"
"경기","화성시","비봉면","","비봉중학교","사립","66.8","62.5","61.5","63.6","0"
"서울","노원구","월계동","","염광중학교","사립","66.8","70.3","68.0","68.4","3"
"서울","강서구","","","백석중학교","공립","66.7","62.6","67.9","65.7","4"
"인천","남구","","","제물포여자중학교","공립","66.7","62.5","65.1","64.8","1"
"전북","고창군","심원면","연화리","심원중학교","공립","66.7","66.9","67.1","66.9",""
"대구","북구","서변동","","서변중학교","공립","66.7","70.5","65.9","67.7","3"
"경북","울진군","울진읍","읍내리","울진중학교","공립","66.7","77.1","74.0","72.6","0"
"대구","달성군","구지면","창리","구지중학교","공립","66.7","58.4","67.0","64.0","2"
"경북","김천시","부곡동","","김천중학교","사립","66.7","60.5","64.8","64.0","1"
"광주","서구","쌍촌동","","상무중학교","공립","66.7","63.4","67.5","65.9","1"
"경기","군포시","당동","","군포중학교","공립","66.7","72.1","66.5","68.4","0"
"서울","도봉구","쌍문동","","효문중학교","공립","66.7","69.6","67.8","68.0","2"
"경남","창원시","성산구","가양로","대방중학교","공립","66.6","65.7","73.1","68.5","3"
"경기","성남시","중원구","은행동","은행중학교","공립","66.6","65.8","66.8","66.4","0"
"전남","여수시","소라면","죽림리","여수삼일중학교","공립","66.6","69.9","68.2","68.2","2"
"인천","부평구","","","부평서중학교","공립","66.6","64.3","68.6","66.5","1"
"충남","논산시","가야곡면","강청리","가야곡중학교","공립","66.6","60.1","63.3","63.3","0"
"경북","구미시","임은동","","상모중학교","공립","66.6","58.7","59.4","61.6","2"
"전북","김제시","봉남면","대송리","봉남중학교","공립","66.6","62.4","68.8","65.9",""
"인천","계양구","방축동","","인천예일중학교","공립","66.6","69.2","68.2","68.0","0"
"충북","증평군","증평읍","증천리","증평중학교","공립","66.6","71.9","68.7","69.1","2"
"경북","구미시","","","형곡중학교","공립","66.6","70.2","72.0","69.6","16"
"광주","광산구","월계동","","비아중학교","사립","66.6","66.6","54.9","62.7",""
"충남","공주시","계룡면","경천리","경천중학교","사립","66.5","68.5","74.2","69.7","0"
"전남","고흥군","도덕면","신양리","고흥도덕중학교","공립","66.5","69.1","61.4","65.7","0"
"충북","청주시","서원구","수곡동","청주남중학교","공립","66.5","66.7","67.6","66.9","0"
"대구","남구","봉덕동","","협성경복중학교","사립","66.5","69.8","67.2","67.8","1"
"강원","강릉시","사천면","석교리","사천중학교","공립","66.4","67.8","51.7","62.0",""
"경남","김해시","진영읍","진영리","진영중학교","공립","66.4","64.3","70.0","66.9","2"
"서울","영등포구","영등포동","","영원중학교","공립","66.4","69.8","70.1","68.8","2"
"강원","원주시","지정면","간현리","지정중학교","공립","66.4","68.8","61.2","65.5",""
"인천","서구","당하동","","인천당하중학교","공립","66.4","63.2","66.8","65.5","5"
"경기","파주시","월롱면","","파주광일중학교","사립","66.4","66.6","64.0","65.7","0"
"인천","옹진군","영흥면","","영흥중학교","공립","66.4","67.6","66.4","66.8","0"
"인천","남동구","논현동","","인천사리울중학교","공립","66.4","65.1","64.1","65.2","15"
"경북","경산시","자인면","","자인중학교","공립","66.4","72.6","65.2","68.1","0"
"서울","강동구","강일동","","강동중학교","공립","66.4","66.5","68.5","67.1","3"
"대구","달성군","현풍읍","성하리","현풍중학교","사립","66.4","68.0","65.3","66.6","1"
"경남","진주시","칠암동","","진주남중학교","공립","66.4","66.5","65.9","66.3","4"
"경남","합천군","묘산면","산제리","묘산중학교","사립","66.3","42.0","62.0","56.8","0"
"강원","원주시","","","태장중학교","공립","66.3","55.8","66.5","62.9",""
"광주","서구","쌍촌동","","상일중학교","공립","66.3","70.8","66.4","67.8","1"
"경기","시흥시","정왕동","","정왕중학교","공립","66.3","67.1","67.4","66.9","0"
"경기","파주시","적성면","청송로","삼광중학교","사립","66.2","52.4","61.2","59.9","0"
"경북","경산시","백천동","","삼성현중학교","공립","66.2","69.6","68.3","68.0","1"
"전북","부안군","줄포면","줄포리","줄포중학교","공립","66.2","53.5","66.5","62.1",""
"전남","광양시","중동","","광양중동중학교","공립","66.2","62.7","68.1","65.7","1"
"경남","거제시","장목면","외포리","외포중학교","사립","66.2","53.3","49.1","56.2","0"
"경북","봉화군","춘양면","서동리","춘양중학교","공립","66.2","61.0","67.0","64.7","0"
"인천","서구","원당동","","인천이음중학교","공립","66.2","68.7","71.5","68.8","6"
"대구","수성구","만촌동","","대구동부중학교","공립","66.2","63.3","66.3","65.3","1"
"충남","태안군","소원면","신덕리","만리포중학교","공립","66.2","52.3","51.9","56.8","0"
"대구","달성군","다사읍","매곡리","왕선중학교","공립","66.1","72.7","66.9","68.6","3"
"전남","함평군","해보면","","함평해보중학교","공립","66.1","69.4","68.6","68.0","0"
"경북","성주군","선남면","도성리","명인중학교","사립","66.1","48.1","67.1","60.4","0"
"경북","의성군","안계면","용기리","안계중학교","공립","66.1","61.4","54.5","60.7","0"
"경기","수원시","권선구","","고색중학교","공립","66.1","70.9","68.7","68.6","0"
"대구","남구","","","경상중학교","공립","66.0","55.3","63.5","61.6","0"
"전남","해남군","송지면","미야리","송지중학교","공립","66.0","54.6","67.3","62.6","0"
"전북","진안군","안천면","백화리","안천중학교","공립","66.0","78.0","71.0","71.7",""
"충남","부여군","석성면","증산리","석성중학교","공립","66.0","65.8","57.9","63.2","0"
"경남","거창군","고제면","농산리","거창중학교고제분교장","공립","66.0","58.5","64.3","62.9","0"
"경북","칠곡군","왜관읍","왜관리","순심중학교","사립","66.0","66.2","70.6","67.6","0"
"경기","파주시","광탄면","신산리","광탄중학교","사립","66.0","66.2","75.5","69.2","0"
"충남","부여군","세도면","간대리","세도중학교","공립","66.0","65.7","78.7","70.1","0"
"인천","계양구","작전동","","작전중학교","공립","66.0","64.8","63.1","64.6","0"
"전남","무안군","현경면","","무안현경중학교","공립","66.0","62.8","69.5","66.1","0"
"대전","동구","신흥동","","충남중학교","공립","66.0","72.8","65.5","68.1","1"
"대전","유성구","지족동","","대전새미래중학교","공립","66.0","76.5","75.5","72.7","2"
"인천","","","","인천안남중학교","공립","66.0","60.4","65.2","63.9","0"
"인천","연수구","연수동","","연화중학교","공립","66.0","68.2","64.2","66.1","3"
"경북","김천시","개령면","동부리","개령중학교","공립","65.9","50.8","58.0","58.2","1"
"전북","부안군","계화면","창북리","계화중학교","공립","65.9","53.4","58.3","59.2",""
"충남","논산시","연무읍","동산리","연무여자중학교","사립","65.9","60.6","59.0","61.8","0"
"충북","증평군","증평읍","미암리","형석중학교","사립","65.9","69.8","69.1","68.3","0"
"경기","수원시","권선구","권선동","곡선중학교","공립","65.9","64.5","68.5","66.3","3"
"세종","만남로","","","두루중학교","공립","65.9","73.7","63.8","67.8","5"
"경북","영덕군","영덕읍","화개리","영덕중학교","공립","65.9","45.1","59.2","56.7","0"
"경북","의성군","금성면","탑리리","금성중학교","공립","65.8","55.0","58.6","59.8","0"
"경기","광명시","","","광남중학교","공립","65.8","66.3","67.9","66.7","1"
"인천","","","","인천효성중학교","공립","65.8","70.9","77.9","71.5","3"
"경기","가평군","조종면","연등윗길","조종중학교","공립","65.7","66.2","66.6","66.2","0"
"경기","남양주시","진접읍","금곡리","주곡중학교","공립","65.7","70.4","69.3","68.5","1"
"강원","화천군","상서면","파포리","상서중학교","공립","65.7","54.7","70.7","63.7",""
"강원","속초시","배움터길","","설온중학교","공립","65.7","56.8","62.0","61.5",""
"경기","포천시","신북면","","포천중학교","공립","65.7","70.0","71.9","69.2","2"
"충남","보령시","천북면","하만리","천북중학교","공립","65.7","61.8","64.1","63.9","0"
"강원","춘천시","","","봉의중학교","공립","65.7","67.4","60.8","64.6",""
"서울","도봉구","쌍문동","","신도봉중학교","공립","65.7","66.1","77.3","69.7","1"
"경북","영천시","야사동","","영동중학교","사립","65.7","63.6","67.4","65.6","1"
"인천","서구","가정동","","인천루원중학교","공립","65.7","55.8","65.5","62.3","1"
"인천","서구","경서동","","인천해원중학교","공립","65.7","72.7","68.0","68.8","12"
"서울","강서구","가양동","","경서중학교","공립","65.7","72.3","69.0","69.0","1"
"광주","광산구","월계동","","월계중학교","공립","65.6","72.9","62.6","67.0","2"
"충북","음성군","감곡면","오향리","감곡중학교","공립","65.6","51.8","60.0","59.1","0"
"대구","서구","평리동","","서대구중학교","공립","65.6","65.7","62.2","64.5","0"
"경남","창원시","마산합포구","완월남로","성지여자중학교","사립","65.6","72.3","76.2","71.4","4"
"서울","강동구","천호동","","천일중학교","공립","65.6","56.3","61.1","61.0","2"
"강원","평창군","방림면","계촌리","계촌중학교","공립","65.6","69.2","70.4","68.4",""
"경남","양산시","하북면","순지리","보광중학교","사립","65.6","71.2","75.7","70.8","0"
"충북","영동군","양산면","송호리","정수중학교","사립","65.5","59.8","49.8","58.4","0"
"경남","거제시","고현동","","신현중학교","공립","65.5","67.2","75.9","69.5","5"
"경기","고양시","덕양구","충장로","신능중학교","공립","65.5","69.4","70.7","68.5","3"
"경남","고성군","영오면","영산리","영천중학교","공립","65.4","57.8","69.6","64.3","0"
"대구","달성군","논공읍","","북동중학교","공립","65.4","64.0","65.9","65.1","0"
"서울","강북구","번동","","번동중학교","공립","65.4","65.9","64.4","65.2","6"
"인천","서구","당하동","","인천아라중학교","공립","65.4","65.8","65.9","65.7","2"
"전북","군산시","대야면","지경리","옥구중학교","공립","65.4","68.1","68.1","67.2",""
"강원","홍천군","화촌면","내삼포리","화촌중학교","공립","65.4","69.9","57.9","64.4",""
"경남","창원시","성산구","신월동","신월중학교","공립","65.4","53.5","47.7","55.5","1"
"경북","경주시","황성동","","계림중학교","공립","65.4","56.8","55.2","59.1","3"
"경북","김천시","지좌동","","문성중학교","사립","65.4","65.6","79.9","70.3","0"
"경기","부천시","오정구","작동","성곡중학교","공립","65.3","68.1","69.4","67.6","1"
"경남","거제시","고현동","","계룡중학교","공립","65.3","62.5","67.3","65.0","6"
"충북","청주시","흥덕구","복대동","가경중학교","공립","65.3","58.0","70.4","64.6","4"
"전북","군산시","옥구읍","","군산자양중학교","공립","65.3","53.4","66.6","61.8",""
"경기","수원시","권선구","구운동","구운중학교","공립","65.3","61.4","62.3","63.0","0"
"경북","포항시","남구","대도동","상도중학교","공립","65.3","65.2","54.7","61.7","0"
"전남","여수시","","","여수구봉중학교","공립","65.3","67.7","65.8","66.3","0"
"인천","서구","석남동","","인천석남중학교","공립","65.3","60.2","43.8","56.4","0"
"경북","포항시","남구","오천읍","포항포은중학교","공립","65.3","57.5","57.9","60.2","0"
"강원","원주시","단구동","","남원주중학교","공립","65.3","64.2","63.5","64.3",""
"강원","강릉시","용강동","","강릉해람중학교","공립","65.3","55.8","55.0","58.7",""
"경남","밀양시","내이동","","밀성여자중학교","사립","65.2","59.4","72.6","65.7","1"
"인천","연수구","옥련동","","옥련중학교","공립","65.2","62.3","55.6","61.0","0"
"전남","함평군","함평읍","기각리","함평중학교","공립","65.2","65.3","64.0","64.8","0"
"서울","강동구","천호동","","동신중학교","사립","65.2","72.8","78.4","72.1","2"
"광주","광산구","수완동","","수완중학교","공립","65.2","74.8","67.2","69.1","1"
"전북","완주군","삼례읍","삼례리","삼례중학교","공립","65.1","58.2","61.5","61.6",""
"서울","중랑구","면목동","","면목중학교","공립","65.1","70.9","74.5","70.2","2"
"충북","청주시","서원구","분평동","원평중학교","공립","65.1","69.6","70.6","68.4","2"
"경북","구미시","봉곡동","","선주중학교","공립","65.0","74.4","75.1","71.5","2"
"대구","동구","방촌동","","동촌중학교","공립","65.0","66.2","66.0","65.7","0"
"대구","서구","","","대구청라중학교","사립","65.0","56.5","61.8","61.1","1"
"전북","남원시","하정동","","남원하늘중학교","공립","65.0","55.9","51.4","57.4",""
"전북","익산시","삼기면","간촌리","삼기중학교","공립","65.0","43.5","47.5","52.0",""
"광주","광산구","","","하남중학교","공립","65.0","61.3","66.7","64.3","0"
"광주","남구","지석동","","대촌중학교","공립","65.0","70.8","70.4","68.7","0"
"경기","포천군","영북면","운천리","영북중학교","공립","65.0","71.6","76.7","71.1","0"
"전북","김제시","용지면","구암리","용지중학교","공립","64.9","58.5","67.5","63.6",""
"경남","창원시","마산회원구","","구암중학교","공립","64.9","62.4","50.0","59.1","1"
"충북","제천시","청전동","","제천여자중학교","공립","64.9","67.2","70.0","67.4","0"
"경기","안산시","상록구","본오동","이호중학교","공립","64.9","67.9","64.4","65.7","0"
"경북","예천군","감천면","포리","감천중학교","공립","64.9","68.0","67.4","66.8","0"
"충북","청주시","청원구","내수읍","내수중학교","공립","64.9","67.0","68.1","66.7","3"
"경남","의령군","가례면","가례리","의령여자중학교","사립","64.9","74.1","71.8","70.3","0"
