"주소1","주소2","주소3","주소4","학교명","분류","국어","영어","수학","평균","특목고계"
"전남","완도군","생일면","유서리","금일중학교생일분교장","공립","80.7","74.0","85.7","80.1","0"
"서울","용산구","","","보성여자중학교","사립","80.7","62.4","69.8","71.0","0"
"부산","북구","금곡동","","금명중학교","공립","80.7","82.1","74.5","79.1","4"
"서울","강남구","삼성동","","봉은중학교","공립","80.7","81.3","74.3","78.8","0"
"대전","유성구","가정동","","대덕중학교","공립","80.7","87.5","84.3","84.2","17"
"대전","유성구","노은동","","대전노은중학교","공립","80.7","77.7","76.6","78.3","16"
"서울","서초구","반포동","","반포중학교","공립","80.7","80.6","84.6","82.0",""
"경기","의정부시","금오동","","천보중학교","공립","80.6","75.8","76.4","77.6","6"
"경북","울진군","원남면","매화리","매화중학교","공립","80.6","70.1","69.9","73.5","0"
"울산","울주군","서생면","신암리","서생중학교","공립","80.6","72.5","85.8","79.6","3"
"부산","금정구","부곡동","","부곡여자중학교","공립","80.6","77.6","74.1","77.4","9"
"전북","전주시","덕진구","장동","전주온빛중학교","공립","80.6","77.4","76.4","78.1",""
"서울","서초구","반포동","","원촌중학교","공립","80.6","83.5","68.6","77.6","8"
"경기","고양시","일산서구","주엽동","오마중학교","공립","80.6","74.1","85.5","80.1","27"
"전북","장수군","장수읍","장수리","장수중학교","공립","80.6","73.3","76.6","76.8",""
"부산","사하구","","","하남중학교","공립","80.6","73.4","72.2","75.4","4"
"경기","김포시","","","푸른솔중학교","공립","80.6","78.4","74.1","77.7","5"
"경기","시흥시","거북섬남로","","시화나래중학교","공립","80.5","70.9","69.1","73.5","0"
"충남","공주시","우성면","방흥리","우성중학교","공립","80.5","70.6","75.0","75.4","0"
"충남","서산시","해미면","읍내리","해미중학교","공립","80.5","72.6","75.3","76.1","0"
"경기","포천시","이동면","장암리","이동중학교","공립","80.5","82.7","74.3","79.2","0"
"경기","수원시","영통구","영통동","영덕중학교","공립","80.5","79.3","73.6","77.8","11"
"경기","과천시","코오롱로","","과천문원중학교","공립","80.5","79.8","79.4","79.9","58"
"부산","금정구","","","구서여자중학교","공립","80.5","73.8","77.4","77.2","10"
"부산","부산진구","","","가야여자중학교","공립","80.5","82.4","76.8","79.9","2"
"부산","영도구","","","부산영선중학교","공립","80.5","63.1","72.0","71.9","1"
"경기","파주시","평화로","","문산중학교","공립","80.5","77.2","76.6","78.1","1"
"경기","화성시","동탄원천로","","능동중학교","공립","80.5","80.2","81.2","80.6","6"
"전남","고흥군","풍양면","율치리","고흥풍양중학교","공립","80.5","63.3","71.3","71.7","0"
"전남","진도군","고군면","","고성중학교","공립","80.5","61.4","76.4","72.8","0"
"전남","영광군","군남면","포천길","영광군남중학교","공립","80.5","62.4","75.1","72.7","0"
"충남","아산시","영인면","아산리","영인중학교","공립","80.4","70.6","69.3","73.4","0"
"경남","김해시","진례면","초전리","진례중학교","사립","80.4","59.2","67.3","69.0","0"
"경기","용인시","수지구","","대지중학교","공립","80.4","80.2","79.5","80.0","6"
"경남","진주시","상평동","","삼현여자중학교","사립","80.4","77.4","76.4","78.1","2"
"부산","동래구","명장동","","혜화여자중학교","사립","80.4","73.5","76.6","76.8","0"
"경기","안산시","단원구","","중앙중학교","공립","80.4","75.1","75.4","77.0","1"
"경기","남양주시","와부읍","덕소리","와부중학교","공립","80.4","83.0","86.4","83.3","2"
"광주","광산구","신창동","","신창중학교","공립","80.4","72.0","76.7","76.4","1"
"대전","대덕구","중리동","","대전용전중학교","공립","80.4","75.6","65.5","73.8","0"
"서울","성북구","","","용문중학교","사립","80.4","73.7","71.0","75.0","0"
"전남","영암군","신북면","월평리","신북중학교","공립","80.4","68.7","64.3","71.1","0"
"경남","진주시","금산면","중천리","진주동중학교","사립","80.4","80.0","83.1","81.2","0"
"부산","연제구","","","거성중학교","사립","80.4","82.8","76.3","79.8","0"
"전북","정읍시","산내면","능교리","정산중학교","공립","80.4","76.6","76.4","77.8",""
"전북","군산시","임피면","읍내리","군산대성중학교","사립","80.4","75.1","79.0","78.2",""
"경북","성주군","벽진면","수촌리","벽진중학교","공립","80.4","79.2","74.0","77.9","0"
"경북","예천군","하리면","우곡리","은풍중학교","사립","80.4","66.4","78.0","74.9","0"
"서울","강동구","","","명일중학교","공립","80.4","72.7","77.5","76.9","10"
"경기","용인시","수지구","죽전동","죽전중학교","공립","80.4","81.3","79.5","80.4","3"
"경기","여주시","산북면","상품리","상품중학교","공립","80.3","76.1","86.1","80.8","0"
"서울","도봉구","쌍문동","","정의여자중학교","사립","80.3","74.0","74.2","76.2","3"
"경남","함안군","칠서면","이룡리","칠성중학교","사립","80.3","73.3","59.6","71.1","1"
"경기","성남시","수정구","창곡동","위례중앙중학교","공립","80.3","79.7","71.6","77.2","0"
"강원","정선군","사북읍","","사북중학교","공립","80.3","66.2","62.1","69.5",""
"전남","진도군","군내면","","진도군내중학교","공립","80.3","79.2","81.5","80.3","0"
"충남","홍성군","홍북면","신경리","내포중학교","공립","80.3","73.1","77.0","76.8","2"
"강원","영월군","남면","","연당중학교","공립","80.3","67.4","59.8","69.2",""
"강원","영월군","주천면","주천리","주천중학교","공립","80.3","78.2","70.3","76.3",""
"경북","영천시","신녕면","매양리","신녕중학교","공립","80.3","62.1","70.8","71.1","0"
"제주","서귀포시","동홍동","","서귀중앙여자중학교","공립","80.3","78.7","71.1","76.7","1"
"광주","광산구","수완동","","수완하나중학교","공립","80.3","79.2","78.0","79.2","5"
"서울","종로구","이화동","","서울대학교사범대학부설여자중학교","","80.3","79.3","79.9","79.8","6"
"경기","부천시","양지남로","","범박중학교","공립","80.3","79.9","78.5","79.6",""
"전남","해남군","북평면","","북평중학교","공립","80.3","66.6","67.7","71.5","0"
"경기","군포시","곡란로","","곡란중학교","공립","80.3","70.4","68.8","73.2","2"
"부산","해운대구","","","해운대중학교","사립","80.3","80.3","82.6","81.1","10"
"충남","공주시","중동","","공주영명중학교","사립","80.3","73.5","65.6","73.1","0"
"경기","구리시","인창동","","인창중학교","공립","80.3","74.1","76.0","76.8","3"
"부산","남구","감만동","","감만중학교","공립","80.3","70.2","72.5","74.3","0"
"전북","임실군","관촌면","관촌리","관촌중학교","공립","80.3","77.3","75.2","77.6",""
"경북","상주시","화서면","달천리","화령중학교","공립","80.3","60.1","63.7","68.0","0"
"경북","영천시","고경면","월천길","별빛중학교","공립","80.2","70.7","64.6","71.8","1"
"경기","성남시","분당구","금곡동","청솔중학교","공립","80.2","77.8","77.6","78.5","1"
"경북","청도군","이서면","서원리","이서중학교","사립","80.2","70.3","76.4","75.6","0"
"충남","아산시","배방읍","북수리","아산배방중학교","공립","80.2","72.6","73.8","75.5","2"
"경북","포항시","북구","환호동","환호여자중학교","공립","80.2","68.9","70.3","73.1","1"
"부산","연제구","","","연일중학교","공립","80.2","79.8","77.5","79.2","7"
"서울","동대문구","제기동","","성일중학교","공립","80.2","75.4","77.9","77.8","0"
"충남","공주시","반죽동","","공주북중학교","사립","80.2","75.6","65.4","73.7","2"
"경기","고양시","덕양구","행신동","서정중학교","공립","80.2","73.6","76.3","76.7","12"
"제주","제주시","서문로","","제주중학교","사립","80.2","70.8","74.5","75.2","2"
"서울","강북구","","","수송중학교","공립","80.2","73.8","70.1","74.7","5"
"부산","영도구","동삼동","","영도제일중학교","공립","80.2","75.4","80.0","78.5","3"
"경기","화성시","능동","","푸른중학교","공립","80.2","84.4","83.2","82.6","8"
"충남","아산시","권곡동","","한올중학교","사립","80.2","78.3","66.7","75.1","8"
"서울","강서구","마곡동","","마곡하늬중학교","공립","80.2","78.5","76.8","78.5","2"
"서울","송파구","문정동","","문정중학교","공립","80.1","72.1","65.1","72.4","1"
"울산","중구","태화동","","유곡중학교","공립","80.1","79.4","79.0","79.5","9"
"전북","진안군","진안읍","군상리","진안여자중학교","공립","80.1","75.1","80.7","78.6",""
"서울","강남구","","","청담중학교","공립","80.1","81.4","70.3","77.3","2"
"전남","순천시","별량면","동송리","순천별량중학교","공립","80.1","66.8","73.2","73.4","2"
"서울","성북구","","","개운중학교","공립","80.1","78.0","81.7","79.9","8"
"부산","부산진구","가야동","","부산개성중학교","공립","80.1","78.5","75.8","78.1","0"
"경남","창원시","성산구","상남동","창원상남중학교","공립","80.1","79.1","71.1","76.8","10"
"부산","남구","용당동","","석포여자중학교","공립","80.1","75.8","72.3","76.1","2"
"서울","서대문구","대신동","","이화여자대학교사범대학부속이화·금란중학교","사립","80.1","75.5","74.5","76.7","8"
"경기","광명시","","","안서중학교","공립","80.1","74.8","81.1","78.7","1"
"서울","송파구","방이동","","방이중학교","공립","80.1","65.9","68.5","71.5","1"
"서울","강남구","","","대명중학교","공립","80.1","80.5","70.7","77.1","17"
"서울","양천구","","","신화중학교","공립","80.0","73.3","67.6","73.6",""
"경기","김포시","풍무동","","풍무중학교","공립","80.0","75.7","79.8","78.5","12"
"경기","남양주시","와부읍","도곡리","덕소중학교","공립","80.0","79.8","81.8","80.5","2"
"경기","용인시","수지구","풍덕천동","이현중학교","공립","80.0","77.8","78.6","78.8","25"
"전북","진안군","마령면","평지리","마령중학교","공립","80.0","61.4","76.6","72.7",""
"대전","동구","","","대전가양중학교","공립","80.0","72.2","73.0","75.1","1"
"경기","구리시","장자대로","","구리중학교","공립","80.0","76.1","79.4","78.5","0"
"경기","성남시","분당구","정자동","늘푸른중학교","공립","80.0","81.9","81.6","81.2","13"
"광주","남구","봉선동","","동아여자중학교","사립","80.0","76.2","78.0","78.1","2"
"경기","김포시","봉화로","","김포중학교","공립","80.0","68.0","78.0","75.3","0"
"경남","창원시","성산구","신촌동","양곡중학교","공립","80.0","67.9","76.8","74.9","2"
"전남","보성군","조성면","조성리","조성중학교","공립","80.0","71.2","76.6","75.9","0"
"부산","금정구","구서동","","부산예술중학교","사립","80.0","78.3","85.9","81.4","1"
"울산","중구","","","가온중학교","공립","80.0","72.6","73.6","75.4","3"
"경북","영주시","영주동","","영광여자중학교","사립","80.0","73.5","72.5","75.3","0"
"부산","사하구","하단동","","건국중학교","사립","80.0","66.8","75.6","74.1","1"
"경기","고양시","덕양구","화전동","덕양중학교","공립","79.9","73.4","64.4","72.6","3"
"서울","노원구","상계동","","상경중학교","공립","79.9","68.9","80.6","76.5","3"
"경기","화성시","우정읍","","두레자연중학교","사립","79.9","81.0","79.1","80.0","0"
"제주","제주시","한경면","신창리","신창중학교","공립","79.9","76.9","77.8","78.2","1"
"충남","공주시","정안면","내촌리","정안중학교","공립","79.9","58.6","68.2","68.9","0"
"경기","용인시","기흥구","보라동","보라중학교","공립","79.9","72.4","74.1","75.5","2"
"부산","기장군","정관읍","용수리","정관중학교","공립","79.9","76.2","79.5","78.5","5"
"부산","해운대구","좌동","","신곡중학교","공립","79.9","78.0","76.9","78.3","11"
"경기","수원시","장안구","","명인중학교","공립","79.9","77.2","79.2","78.8","5"
"경기","안양시","동안구","범계동","범계중학교","공립","79.9","82.4","82.4","81.6","44"
"전남","담양군","대전면","대치리","한재중학교","공립","79.9","78.2","77.5","78.5","0"
"경기","용인시","처인구","원삼면","헌산중학교","사립","79.9","74.7","61.1","71.9","3"
"경기","평택시","장당동","","효명중학교","사립","79.9","70.3","71.0","73.7","1"
"충남","홍성군","광천읍","광천리","서해삼육중학교","사립","79.9","74.9","76.2","77.0","0"
"충북","충주시","호암동","","충주미덕중학교","사립","79.9","79.5","78.6","79.3","0"
"부산","수영구","광안동","","한바다중학교","공립","79.9","72.1","77.5","76.5","7"
"서울","구로구","구로동","","구일중학교","공립","79.9","80.9","78.1","79.6","3"
"전남","신안군","자은면","","자은중학교","공립","79.9","60.4","76.0","72.1","0"
"경기","파주시","교하읍","목동리","산들중학교","공립","79.9","77.1","83.8","80.3","4"
"경기","남양주시","와부읍","덕소리","예봉중학교","공립","79.9","78.6","77.4","78.6","2"
"경기","용인시","수지구","신봉동","신봉중학교","공립","79.9","76.0","77.3","77.7","7"
"서울","성동구","행당동","","무학중학교","공립","79.8","73.9","77.4","77.0","2"
"경남","하동군","옥종면","청룡리","옥종중학교","공립","79.8","74.6","76.6","77.0","0"
"충남","홍성군","금마면","화양리","금마중학교","공립","79.8","64.1","68.4","70.8","0"
"경북","예천군","예천읍","노상리","대창중학교","사립","79.8","62.7","67.0","69.8","0"
"강원","정선군","정선읍","봉양리","정선중학교","공립","79.8","68.4","77.7","75.3",""
"경남","김해시","","","김해모산중학교","공립","79.8","74.2","77.1","77.0","11"
"서울","동작구","","","상도중학교","공립","79.8","84.3","70.5","78.2","2"
"경남","함양군","함양읍","교산리","함양여자중학교","공립","79.8","85.6","80.2","81.9","0"
"부산","수영구","광안동","","동아중학교","사립","79.8","70.9","72.6","74.4","6"
"서울","강서구","내발산동","","명덕여자중학교","사립","79.8","78.7","85.4","81.3","8"
"경기","성남시","분당구","","판교대장중학교","공립","79.8","79.9","82.2","80.6","5"
"서울","양천구","","","신목중학교","공립","79.8","76.8","71.5","76.0","19"
"광주","남구","봉선동","","봉선중학교","공립","79.8","80.9","74.1","78.3","2"
"울산","남구","무거동","","무거중학교","공립","79.8","78.8","80.0","79.5","0"
"서울","관악구","신림동","","신관중학교","공립","79.8","67.7","71.5","73.0","0"
"대전","유성구","원신흥동","","대전원신흥중학교","공립","79.7","75.9","72.4","76.0","4"
"제주","제주시","아라일동","","제주여자중학교","사립","79.7","76.6","75.7","77.3","3"
"부산","북구","","","화명중학교","공립","79.7","80.2","73.7","77.9","7"
"부산","부산진구","범전동","","부산진중학교","공립","79.7","67.4","75.7","74.3","3"
"경북","김천시","평화동","","성의여자중학교","사립","79.7","71.1","64.2","71.7","2"
"경북","김천시","어모면","동좌리","어모중학교","공립","79.7","57.1","62.3","66.4","0"
"전북","전주시","덕진구","","전주화정중학교","공립","79.7","69.1","75.0","74.6",""
"제주","제주시","애월읍","신엄리","신엄중학교","공립","79.7","73.4","75.2","76.1","3"
"전남","고흥군","봉래면","","봉래중학교","공립","79.7","69.3","82.2","77.1","0"
"대구","수성구","","","동도중학교","공립","79.7","80.0","75.8","78.5","9"
"경기","부천시","조마루로","","부명중학교","공립","79.7","78.7","78.9","79.1","4"
"서울","송파구","오금동","","오금중학교","공립","79.7","76.2","72.1","76.0","2"
"서울","노원구","","","수락중학교","공립","79.7","77.0","78.8","78.5","2"
"경기","군포시","산본동","","산본중학교","공립","79.7","80.8","80.1","80.2","14"
"경남","통영시","욕지면","동항리","욕지중학교","공립","79.6","73.8","86.2","79.9","0"
"부산","기장군","장안읍","좌천리","장안중학교","사립","79.6","68.8","73.7","74.0","1"
"경북","구미시","임은동","","금오중학교","공립","79.6","62.5","72.8","71.6","2"
"서울","강남구","","","도곡중학교","공립","79.6","85.7","85.1","83.5","8"
"경기","안성시","공도읍","만정리","만정중학교","공립","79.6","75.1","75.1","76.6","1"
"울산","중구","다운동","","다운중학교","공립","79.6","75.0","74.3","76.3","2"
"광주","서구","쌍촌동","","광주동명중학교","공립","79.6","78.0","73.2","76.9","5"
"서울","양천구","","","월촌중학교","공립","79.6","81.6","84.3","81.8","37"
"부산","연제구","","","토현중학교","공립","79.6","75.3","72.7","75.9","2"
"전북","고창군","아산면","하갑리","아산중학교","공립","79.6","77.1","75.3","77.3",""
"서울","성북구","돈암동","","고명중학교","사립","79.6","75.1","74.4","76.4","3"
"서울","강남구","","","개원중학교","공립","79.6","75.6","75.9","77.0","8"
"경기","포천시","소흘읍","봉솔로","대경중학교","공립","79.6","68.2","71.5","73.1","0"
"경남","함양군","마천면","덕전리","마천중학교","공립","79.6","57.0","68.9","68.5","1"
"서울","중구","정동","","창덕여자중학교","공립","79.5","75.6","56.0","70.4","3"
"경기","용인시","기흥구","상하동","상하중학교","공립","79.5","78.5","76.4","78.1","1"
"울산","중구","약사동","","무룡중학교","공립","79.5","77.6","77.5","78.2","1"
"경기","광주시","퇴촌면","도수리","광수중학교","공립","79.5","74.3","79.2","77.7","0"
"경기","안양시","동안구","","호계중학교","공립","79.5","75.1","78.4","77.7","5"
"부산","기장군","일광읍","","일광중학교","공립","79.5","75.0","80.6","78.4","3"
"경기","수원시","팔달구","","숙지중학교","공립","79.5","68.8","79.3","75.9","1"
"전남","여수시","동산동","","여수종고중학교","사립","79.5","75.2","72.7","75.8","1"
"전남","강진군","대구면","수동리","강진대구중학교","공립","79.5","69.5","62.0","70.3","0"
"경기","성남시","수정구","수정로","창성중학교","공립","79.5","60.6","66.1","68.7","2"
"경기","화성시","남양동","","남양중학교","공립","79.5","69.1","70.4","73.0","0"
"대전","유성구","하기동","","대전하기중학교","공립","79.5","77.9","75.5","77.6","6"
"충북","청주시","흥덕구","복대동","솔밭중학교","공립","79.5","81.9","73.0","78.1","11"
"경기","성남시","분당구","정자동","백현중학교","공립","79.5","82.2","81.3","81.0","14"
"전남","보성군","복내면","봉천리","보성복내중학교","공립","79.5","64.0","75.1","72.9","0"
"부산","사상구","모라동","","모라중학교","공립","79.5","72.5","72.8","74.9","3"
"서울","강서구","방화동","","방화중학교","공립","79.5","67.2","69.3","72.0","0"
"부산","동래구","","","남일중학교","공립","79.5","79.1","75.5","78.0","6"
"경기","화성시","송산동","","안용중학교","사립","79.4","71.5","73.1","74.7","1"
"서울","송파구","","","송파중학교","공립","79.4","73.3","64.2","72.3","11"
"대전","서구","흑석동","","기성중학교","공립","79.4","76.1","81.8","79.1","0"
"부산","동래구","명장동","","충렬중학교","공립","79.4","79.9","79.1","79.5","1"
"전북","김제시","금구면","금구리","금구중학교","공립","79.4","78.1","72.3","76.6",""
"전남","함평군","손불면","대전리","함평손불중학교","공립","79.4","75.6","62.4","72.5","0"
"부산","부산진구","","","동평여자중학교","공립","79.4","76.6","79.9","78.6","2"
"경기","안산시","단원구","","초지중학교","공립","79.4","81.0","73.9","78.1","0"
"서울","강북구","미아동","","삼각산중학교","공립","79.4","76.6","72.3","76.1","14"
"서울","강동구","","","신암중학교","공립","79.4","64.3","76.1","73.3","1"
"경기","시흥시","하상동","","연성중학교","공립","79.4","77.2","73.1","76.6","0"
"경기","안양시","동안구","부림동","부안중학교","공립","79.4","80.2","71.9","77.2","7"
"경기","부천시","오정구","오정동","덕산중학교","공립","79.4","74.8","77.8","77.3","1"
"전북","익산시","어양동","","익산부천중학교","공립","79.4","69.1","76.0","74.8",""
"서울","동대문구","전농동","","동대문중학교","공립","79.4","70.2","71.7","73.8","3"
"충북","음성군","음성읍","읍내리","음성중학교","공립","79.4","58.9","72.5","70.3","0"
"경기","고양시","일산서구","","덕이중학교","공립","79.4","72.4","78.0","76.6","14"
"경기","성남시","분당구","백현동","신백현중학교","공립","79.4","78.8","76.4","78.2","8"
"충북","제천시","봉양읍","장평리","봉양중학교","공립","79.4","83.0","69.6","77.3","0"
"경남","창원시","성산구","반송로","반송여자중학교","공립","79.4","81.5","82.1","81.0","15"
"인천","부평구","","","부평여자중학교","공립","79.3","70.2","68.7","72.7","1"
"대전","중구","목동","","대전대성중학교","사립","79.3","80.5","77.7","79.2","0"
"부산","동래구","사직동","","여명중학교","공립","79.3","79.4","79.6","79.4","16"
"경기","화성시","병점동","","안화중학교","공립","79.3","72.9","73.1","75.1","1"
"강원","양양군","현북면","상광정리","현북중학교","공립","79.3","73.3","78.2","76.9",""
"울산","북구","호계동","","호계중학교","공립","79.3","76.2","77.6","77.7","18"
"대전","서구","변동","","대전변동중학교","공립","79.3","66.8","60.3","68.8","1"
"대구","군위군","의흥면","읍내길","의흥중학교","공립","79.3","74.2","80.3","77.9","0"
"경기","안양시","동안구","","임곡중학교","공립","79.3","77.7","77.1","78.0","18"
"인천","강화군","삼산면","석모리","승영중학교","사립","79.3","74.3","74.9","76.2","0"
"서울","마포구","","","광성중학교","사립","79.3","82.0","76.4","79.2","4"
"충북","음성군","감곡면","왕장리","매괴여자중학교","사립","79.3","75.3","75.7","76.8","0"
"충남","아산시","탕정면","","한들물빛중학교","공립","79.3","78.8","78.0","78.7","2"
"부산","동래구","명장동","","학산여자중학교","사립","79.3","74.1","73.4","75.6","3"
"경기","동두천시","안흥동","","신흥중학교","사립","79.3","75.2","70.3","74.9","0"
"강원","삼척시","가곡면","가곡천로","가곡중학교","공립","79.3","78.0","64.7","74.0",""
"경북","청송군","현서면","덕계리","현서중학교","공립","79.3","74.5","78.5","77.4","0"
"경기","김포시","월곶면","군하리","분진중학교","사립","79.3","63.6","56.0","66.3","0"
"경기","평택시","고덕동","","민세중학교","공립","79.2","80.1","76.5","78.6","0"
"부산","사하구","","","감천중학교","공립","79.2","65.3","79.3","74.6","5"
"경기","화성시","","","화성세정중학교","공립","79.2","82.2","73.7","78.4","0"
"서울","은평구","구산동","","예일여자중학교","사립","79.2","70.0","69.7","73.0","1"
"전남","신안군","흑산면","진리","신안흑산중학교","공립","79.2","68.4","83.0","76.9","0"
"부산","동래구","온천동","","유락여자중학교","공립","79.2","78.1","77.9","78.4","11"
"대전","유성구","관평동","","대전관평중학교","공립","79.2","78.9","78.3","78.8","9"
"서울","노원구","","","노원중학교","공립","79.2","72.7","73.2","75.0","5"
"경기","여주시","대신면","율촌리","창명여자중학교","사립","79.2","75.2","67.9","74.1","0"
"경남","하동군","금남면","덕천리","금남중학교","공립","79.2","77.5","74.8","77.2","0"
"경기","광명시","소하동","","소하중학교","공립","79.2","77.5","74.8","77.2","7"
"경기","안성시","공도읍","진사리","양진중학교","공립","79.1","71.2","77.1","75.8","0"
"세종","도담동","","","양지중학교","공립","79.1","72.8","75.5","75.8","17"
"경기","의왕시","청계동","","덕장중학교","공립","79.1","71.8","75.5","75.5","5"
"서울","관악구","신림동","","신림중학교","공립","79.1","74.1","66.5","73.2","0"
"인천","연수구","송도동","","인천현송중학교","공립","79.1","79.6","74.1","77.6","0"
"서울","양천구","목동","","목운중학교","공립","79.1","73.3","78.9","77.1","36"
"제주","제주시","구좌읍","김녕리","김녕중학교","공립","79.1","73.2","78.9","77.1","0"
"강원","춘천시","퇴계동","","퇴계중학교","공립","79.1","67.2","75.7","74.0",""
"서울","송파구","잠실동","","아주중학교","공립","79.1","76.1","71.1","75.4","7"
"울산","북구","달천동","","달천중학교","공립","79.1","75.8","81.3","78.7","7"
"경기","시흥시","은행동","","시흥은행중학교","공립","79.1","76.6","78.1","77.9","0"
"경기","구리시","토평동","","구리여자중학교","공립","79.1","76.8","77.8","77.9","0"
"경기","안성시","낙원동","","명륜여자중학교","사립","79.1","79.3","78.0","78.8","5"
"경남","남해군","남해읍","서변리","남해여자중학교","공립","79.1","71.5","73.4","74.7","0"
"경기","광명시","","","가림중학교","공립","79.1","73.2","63.2","71.8","0"
"충남","아산시","도고면","시전리","도고중학교","공립","79.0","72.9","71.5","74.5","0"
"충남","부여군","은산면","신대리","은산중학교","공립","79.0","59.0","77.4","71.8","0"
"경북","청송군","부남면","하속리","구천중학교","공립","79.0","74.6","59.8","71.1","0"
"부산","부산진구","전포동","","부산진여자중학교","공립","79.0","69.9","76.0","75.0","2"
"대전","서구","도마동","","대전삼육중학교","사립","79.0","85.4","82.4","82.3","4"
"경남","사천시","곤양면","송전리","곤양중학교","공립","79.0","67.1","64.3","70.1","0"
"부산","해운대구","반송동","","반송여자중학교","공립","79.0","70.5","80.1","76.5","0"
"서울","송파구","잠실동","","잠신중학교","공립","79.0","79.3","72.6","77.0","20"
"경북","예천군","예천읍","남본리","예천여자중학교","공립","79.0","66.6","61.7","69.1","0"
"경북","구미시","해평면","월호리","해평중학교","공립","79.0","65.5","68.5","71.0","0"
"인천","강화군","서도면","주문도리","서도중학교","공립","79.0","77.0","63.0","73.0",""
"경기","파주시","문산읍","당동리","문산북중학교","공립","79.0","65.1","72.6","72.2","0"
"서울","강서구","염창동","","염경중학교","공립","79.0","77.6","77.2","77.9","5"
"경기","용인시","기흥구","청덕동","청덕중학교","공립","79.0","74.6","76.8","76.8","2"
"경기","시흥시","장곡동","","응곡중학교","공립","79.0","79.0","73.6","77.2","1"
"전북","정읍시","상동","","학산중학교","사립","79.0","74.7","74.0","75.9",""
"강원","정선군","북평면","남평리","나전중학교","공립","79.0","73.9","58.4","70.4",""
"전북","임실군","운암면","쌍암리","운암중학교","공립","79.0","73.3","63.7","72.0",""
"울산","울주군","온양읍","동상리","남창중학교","공립","79.0","74.1","70.1","74.4","1"
"경기","수원시","장안구","조원동","수성중학교","공립","79.0","72.9","67.4","73.1","1"
"충북","청주시","서원구","모충동","운호중학교","사립","79.0","68.7","70.9","72.9","1"
"경남","창원시","마산합포구","고운로","마산제일여자중학교","사립","79.0","71.3","75.4","75.2","1"
"경남","진주시","이현동","","진주여자중학교","공립","78.9","64.5","63.1","68.8","3"
"경기","포천시","영중면","","영중중학교","공립","78.9","80.0","78.2","79.0","0"
"전북","익산시","왕궁면","흥암리","왕궁중학교","공립","78.9","79.2","75.9","78.0",""
"서울","관악구","봉천동","","봉림중학교","공립","78.9","67.2","67.5","71.2","0"
"경기","남양주시","화도읍","마석우리","심석중학교","사립","78.9","76.3","71.3","75.5","3"
"대전","대덕구","와동","","회덕중학교","공립","78.9","69.4","69.5","72.6","0"
"경북","안동시","금곡동","","경안여자중학교","사립","78.9","70.6","76.9","75.5","5"
"전남","나주시","금천면","월산리","빛가람중학교","공립","78.9","76.2","75.7","76.9","6"
"충남","홍성군","홍성읍","오관리","홍주중학교","사립","78.9","64.7","60.5","68.0","2"
"충남","공주시","반포면","봉곡리","반포중학교","공립","78.9","78.9","82.6","80.1","2"
"경남","창원시","의창구","명서동","명곡여자중학교","공립","78.9","73.0","79.6","77.2","0"
"서울","강북구","미아동","","솔샘중학교","공립","78.9","72.1","70.9","74.0","4"
"광주","북구","일곡동","","일동중학교","공립","78.9","73.5","68.8","73.7","0"
"대구","수성구","범어동","","경신중학교","사립","78.9","75.4","73.9","76.1","5"
"서울","영등포구","여의도동","","윤중중학교","공립","78.9","75.2","74.7","76.3","2"
"부산","사하구","하단동","","하단중학교","공립","78.9","73.3","77.3","76.5","2"
"경기","수원시","영통구","영통동","영통중학교","공립","78.9","73.9","73.2","75.3","0"
"대구","동구","봉무동","","영신중학교","사립","78.8","69.3","72.4","73.5","7"
"강원","홍천군","두촌면","","두촌중학교","공립","78.8","73.4","79.6","77.3",""
"서울","영등포구","당산로","","양화중학교","공립","78.8","66.1","78.0","74.3","11"
"부산","남구","감만동","","동항중학교","공립","78.8","74.5","73.3","75.5","2"
"경기","화성시","석우동","","예당중학교","공립","78.8","83.7","77.8","80.1","9"
"충남","서산시","음암면","도당리","음암중학교","공립","78.8","77.9","69.7","75.5","0"
"인천","강화군","화도면","상방리","심도중학교","공립","78.8","73.9","67.6","73.4","0"
"경기","용인시","처인구","남사면","한숲중학교","공립","78.8","72.4","74.3","75.2","4"
"경기","김포시","대곶면","율생리","대곶중학교","공립","78.8","73.0","64.3","72.0","0"
"경북","영덕군","축산면","도곡리","축산중학교","공립","78.8","57.8","73.2","69.9","0"
"경기","과천시","","","과천율목중학교","공립","78.8","78.2","72.0","76.3",""
"경기","안양시","동안구","호성로","호성중학교","공립","78.8","78.7","78.3","78.6","8"
"경기","화성시","동탄면","중리","한백중학교","공립","78.8","76.5","75.6","77.0","3"
"경남","창원시","마산회원구","","마산무학여자중학교","사립","78.8","85.4","76.3","80.2","4"
"경기","파주시","책향기로","","교하중학교","공립","78.8","79.7","78.1","78.9","3"
"경기","이천시","부발읍","무촌리","효양중학교","공립","78.8","72.9","73.1","74.9","1"
"경기","수원시","팔달구","매교동","수원중학교","사립","78.8","70.8","75.6","75.1","1"
"경기","수원시","영통구","매탄동","매탄중학교","공립","78.7","82.5","83.0","81.4","1"
"경기","화성시","봉담읍","","화성동화중학교","공립","78.7","71.5","75.4","75.2","1"
"대전","유성구","장대동","","대전장대중학교","공립","78.7","70.2","67.9","72.3","3"
"충남","논산시","취암동","","논산여자중학교","공립","78.7","68.6","70.3","72.5","0"
